# Memristor Strukov (2008) — Simulación numérica
# Generado: 2026-05-18T21:20:17.519648
# scenario: fig2b_unity
time_s,voltage_V,current_A,current_mA,resistance_Ohm,state_variable_x,memristance_Ohm
1.886600e+00,-3.487683e-01,-2.454504e-05,-2.454504e-02,14209.6809,0.112599,14209.6809
1.886700e+00,-3.484739e-01,-2.452370e-05,-2.452370e-02,14210.0404,0.112576,14210.0404
1.886800e+00,-3.481794e-01,-2.450235e-05,-2.450235e-02,14210.3996,0.112553,14210.3996
1.886900e+00,-3.478849e-01,-2.448101e-05,-2.448101e-02,14210.7585,0.112531,14210.7585
1.887000e+00,-3.475903e-01,-2.445966e-05,-2.445966e-02,14211.1170,0.112508,14211.1170
1.887100e+00,-3.472957e-01,-2.443831e-05,-2.443831e-02,14211.4752,0.112486,14211.4752
1.887200e+00,-3.470011e-01,-2.441697e-05,-2.441697e-02,14211.8331,0.112463,14211.8331
1.887300e+00,-3.467065e-01,-2.439562e-05,-2.439562e-02,14212.1906,0.112441,14212.1906
1.887400e+00,-3.464118e-01,-2.437427e-05,-2.437427e-02,14212.5478,0.112418,14212.5478
1.887500e+00,-3.461171e-01,-2.435292e-05,-2.435292e-02,14212.9047,0.112396,14212.9047
1.887600e+00,-3.458223e-01,-2.433157e-05,-2.433157e-02,14213.2613,0.112374,14213.2613
1.887700e+00,-3.455275e-01,-2.431022e-05,-2.431022e-02,14213.6175,0.112351,14213.6175
1.887800e+00,-3.452327e-01,-2.428887e-05,-2.428887e-02,14213.9734,0.112329,14213.9734
1.887900e+00,-3.449378e-01,-2.426752e-05,-2.426752e-02,14214.3289,0.112306,14214.3289
1.888000e+00,-3.446429e-01,-2.424616e-05,-2.424616e-02,14214.6841,0.112284,14214.6841
1.888100e+00,-3.443480e-01,-2.422481e-05,-2.422481e-02,14215.0390,0.112262,14215.0390
1.888200e+00,-3.440530e-01,-2.420345e-05,-2.420345e-02,14215.3936,0.112239,14215.3936
1.888300e+00,-3.437580e-01,-2.418210e-05,-2.418210e-02,14215.7479,0.112217,14215.7479
1.888400e+00,-3.434630e-01,-2.416074e-05,-2.416074e-02,14216.1018,0.112195,14216.1018
1.888500e+00,-3.431679e-01,-2.413938e-05,-2.413938e-02,14216.4553,0.112173,14216.4553
1.888600e+00,-3.428728e-01,-2.411803e-05,-2.411803e-02,14216.8086,0.112150,14216.8086
1.888700e+00,-3.425777e-01,-2.409667e-05,-2.409667e-02,14217.1615,0.112128,14217.1615
1.888800e+00,-3.422825e-01,-2.407531e-05,-2.407531e-02,14217.5141,0.112106,14217.5141
1.888900e+00,-3.419873e-01,-2.405395e-05,-2.405395e-02,14217.8664,0.112084,14217.8664
1.889000e+00,-3.416921e-01,-2.403259e-05,-2.403259e-02,14218.2183,0.112062,14218.2183
1.889100e+00,-3.413968e-01,-2.401123e-05,-2.401123e-02,14218.5699,0.112040,14218.5699
1.889200e+00,-3.411015e-01,-2.398986e-05,-2.398986e-02,14218.9211,0.112018,14218.9211
1.889300e+00,-3.408062e-01,-2.396850e-05,-2.396850e-02,14219.2721,0.111995,14219.2721
1.889400e+00,-3.405108e-01,-2.394714e-05,-2.394714e-02,14219.6227,0.111973,14219.6227
1.889500e+00,-3.402154e-01,-2.392577e-05,-2.392577e-02,14219.9730,0.111951,14219.9730
1.889600e+00,-3.399200e-01,-2.390441e-05,-2.390441e-02,14220.3229,0.111929,14220.3229
1.889700e+00,-3.396245e-01,-2.388304e-05,-2.388304e-02,14220.6725,0.111907,14220.6725
1.889800e+00,-3.393290e-01,-2.386167e-05,-2.386167e-02,14221.0218,0.111885,14221.0218
1.889900e+00,-3.390335e-01,-2.384030e-05,-2.384030e-02,14221.3708,0.111863,14221.3708
1.890000e+00,-3.387379e-01,-2.381894e-05,-2.381894e-02,14221.7194,0.111842,14221.7194
1.890100e+00,-3.384423e-01,-2.379757e-05,-2.379757e-02,14222.0677,0.111820,14222.0677
1.890200e+00,-3.381467e-01,-2.377620e-05,-2.377620e-02,14222.4157,0.111798,14222.4157
1.890300e+00,-3.378510e-01,-2.375483e-05,-2.375483e-02,14222.7633,0.111776,14222.7633
1.890400e+00,-3.375553e-01,-2.373345e-05,-2.373345e-02,14223.1106,0.111754,14223.1106
1.890500e+00,-3.372596e-01,-2.371208e-05,-2.371208e-02,14223.4576,0.111732,14223.4576
1.890600e+00,-3.369638e-01,-2.369071e-05,-2.369071e-02,14223.8042,0.111710,14223.8042
1.890700e+00,-3.366680e-01,-2.366934e-05,-2.366934e-02,14224.1506,0.111689,14224.1506
1.890800e+00,-3.363722e-01,-2.364796e-05,-2.364796e-02,14224.4966,0.111667,14224.4966
1.890900e+00,-3.360763e-01,-2.362659e-05,-2.362659e-02,14224.8422,0.111645,14224.8422
1.891000e+00,-3.357804e-01,-2.360521e-05,-2.360521e-02,14225.1876,0.111623,14225.1876
1.891100e+00,-3.354845e-01,-2.358383e-05,-2.358383e-02,14225.5326,0.111602,14225.5326
1.891200e+00,-3.351885e-01,-2.356246e-05,-2.356246e-02,14225.8772,0.111580,14225.8772
1.891300e+00,-3.348925e-01,-2.354108e-05,-2.354108e-02,14226.2216,0.111558,14226.2216
1.891400e+00,-3.345964e-01,-2.351970e-05,-2.351970e-02,14226.5656,0.111537,14226.5656
1.891500e+00,-3.343004e-01,-2.349832e-05,-2.349832e-02,14226.9093,0.111515,14226.9093
1.891600e+00,-3.340043e-01,-2.347694e-05,-2.347694e-02,14227.2526,0.111494,14227.2526
1.891700e+00,-3.337081e-01,-2.345556e-05,-2.345556e-02,14227.5956,0.111472,14227.5956
1.891800e+00,-3.334120e-01,-2.343418e-05,-2.343418e-02,14227.9383,0.111450,14227.9383
1.891900e+00,-3.331158e-01,-2.341279e-05,-2.341279e-02,14228.2807,0.111429,14228.2807
1.892000e+00,-3.328195e-01,-2.339141e-05,-2.339141e-02,14228.6228,0.111407,14228.6228
1.892100e+00,-3.325233e-01,-2.337003e-05,-2.337003e-02,14228.9645,0.111386,14228.9645
1.892200e+00,-3.322270e-01,-2.334864e-05,-2.334864e-02,14229.3058,0.111364,14229.3058
1.892300e+00,-3.319306e-01,-2.332726e-05,-2.332726e-02,14229.6469,0.111343,14229.6469
1.892400e+00,-3.316343e-01,-2.330587e-05,-2.330587e-02,14229.9876,0.111322,14229.9876
1.892500e+00,-3.313379e-01,-2.328448e-05,-2.328448e-02,14230.3280,0.111300,14230.3280
1.892600e+00,-3.310415e-01,-2.326309e-05,-2.326309e-02,14230.6681,0.111279,14230.6681
1.892700e+00,-3.307450e-01,-2.324171e-05,-2.324171e-02,14231.0078,0.111257,14231.0078
1.892800e+00,-3.304485e-01,-2.322032e-05,-2.322032e-02,14231.3472,0.111236,14231.3472
1.892900e+00,-3.301520e-01,-2.319893e-05,-2.319893e-02,14231.6863,0.111215,14231.6863
1.893000e+00,-3.298554e-01,-2.317754e-05,-2.317754e-02,14232.0250,0.111193,14232.0250
1.893100e+00,-3.295588e-01,-2.315614e-05,-2.315614e-02,14232.3634,0.111172,14232.3634
1.893200e+00,-3.292622e-01,-2.313475e-05,-2.313475e-02,14232.7015,0.111151,14232.7015
1.893300e+00,-3.289655e-01,-2.311336e-05,-2.311336e-02,14233.0393,0.111130,14233.0393
1.893400e+00,-3.286688e-01,-2.309197e-05,-2.309197e-02,14233.3767,0.111108,14233.3767
1.893500e+00,-3.283721e-01,-2.307057e-05,-2.307057e-02,14233.7138,0.111087,14233.7138
1.893600e+00,-3.280754e-01,-2.304918e-05,-2.304918e-02,14234.0506,0.111066,14234.0506
1.893700e+00,-3.277786e-01,-2.302778e-05,-2.302778e-02,14234.3870,0.111045,14234.3870
1.893800e+00,-3.274818e-01,-2.300638e-05,-2.300638e-02,14234.7232,0.111024,14234.7232
1.893900e+00,-3.271849e-01,-2.298499e-05,-2.298499e-02,14235.0590,0.111003,14235.0590
1.894000e+00,-3.268880e-01,-2.296359e-05,-2.296359e-02,14235.3944,0.110981,14235.3944
1.894100e+00,-3.265911e-01,-2.294219e-05,-2.294219e-02,14235.7295,0.110960,14235.7295
1.894200e+00,-3.262942e-01,-2.292079e-05,-2.292079e-02,14236.0643,0.110939,14236.0643
1.894300e+00,-3.259972e-01,-2.289939e-05,-2.289939e-02,14236.3988,0.110918,14236.3988
1.894400e+00,-3.257002e-01,-2.287799e-05,-2.287799e-02,14236.7330,0.110897,14236.7330
1.894500e+00,-3.254031e-01,-2.285659e-05,-2.285659e-02,14237.0668,0.110876,14237.0668
1.894600e+00,-3.251060e-01,-2.283518e-05,-2.283518e-02,14237.4003,0.110855,14237.4003
1.894700e+00,-3.248089e-01,-2.281378e-05,-2.281378e-02,14237.7334,0.110834,14237.7334
1.894800e+00,-3.245118e-01,-2.279238e-05,-2.279238e-02,14238.0663,0.110813,14238.0663
1.894900e+00,-3.242146e-01,-2.277097e-05,-2.277097e-02,14238.3988,0.110793,14238.3988
1.895000e+00,-3.239174e-01,-2.274957e-05,-2.274957e-02,14238.7309,0.110772,14238.7309
1.895100e+00,-3.236202e-01,-2.272816e-05,-2.272816e-02,14239.0628,0.110751,14239.0628
1.895200e+00,-3.233229e-01,-2.270676e-05,-2.270676e-02,14239.3943,0.110730,14239.3943
1.895300e+00,-3.230256e-01,-2.268535e-05,-2.268535e-02,14239.7255,0.110709,14239.7255
1.895400e+00,-3.227283e-01,-2.266394e-05,-2.266394e-02,14240.0563,0.110688,14240.0563
1.895500e+00,-3.224309e-01,-2.264253e-05,-2.264253e-02,14240.3869,0.110667,14240.3869
1.895600e+00,-3.221335e-01,-2.262112e-05,-2.262112e-02,14240.7171,0.110647,14240.7171
1.895700e+00,-3.218361e-01,-2.259971e-05,-2.259971e-02,14241.0469,0.110626,14241.0469
1.895800e+00,-3.215386e-01,-2.257830e-05,-2.257830e-02,14241.3765,0.110605,14241.3765
1.895900e+00,-3.212411e-01,-2.255689e-05,-2.255689e-02,14241.7057,0.110585,14241.7057
1.896000e+00,-3.209436e-01,-2.253548e-05,-2.253548e-02,14242.0346,0.110564,14242.0346
1.896100e+00,-3.206461e-01,-2.251406e-05,-2.251406e-02,14242.3632,0.110543,14242.3632
1.896200e+00,-3.203485e-01,-2.249265e-05,-2.249265e-02,14242.6914,0.110523,14242.6914
1.896300e+00,-3.200508e-01,-2.247123e-05,-2.247123e-02,14243.0193,0.110502,14243.0193
1.896400e+00,-3.197532e-01,-2.244982e-05,-2.244982e-02,14243.3469,0.110481,14243.3469
1.896500e+00,-3.194555e-01,-2.242840e-05,-2.242840e-02,14243.6741,0.110461,14243.6741
1.896600e+00,-3.191578e-01,-2.240699e-05,-2.240699e-02,14244.0011,0.110440,14244.0011
1.896700e+00,-3.188601e-01,-2.238557e-05,-2.238557e-02,14244.3277,0.110420,14244.3277
1.896800e+00,-3.185623e-01,-2.236415e-05,-2.236415e-02,14244.6539,0.110399,14244.6539
1.896900e+00,-3.182645e-01,-2.234273e-05,-2.234273e-02,14244.9799,0.110379,14244.9799
1.897000e+00,-3.179666e-01,-2.232131e-05,-2.232131e-02,14245.3055,0.110358,14245.3055
1.897100e+00,-3.176688e-01,-2.229989e-05,-2.229989e-02,14245.6307,0.110338,14245.6307
1.897200e+00,-3.173709e-01,-2.227847e-05,-2.227847e-02,14245.9557,0.110317,14245.9557
1.897300e+00,-3.170729e-01,-2.225705e-05,-2.225705e-02,14246.2803,0.110297,14246.2803
1.897400e+00,-3.167750e-01,-2.223563e-05,-2.223563e-02,14246.6046,0.110276,14246.6046
1.897500e+00,-3.164770e-01,-2.221420e-05,-2.221420e-02,14246.9286,0.110256,14246.9286
1.897600e+00,-3.161789e-01,-2.219278e-05,-2.219278e-02,14247.2522,0.110236,14247.2522
1.897700e+00,-3.158809e-01,-2.217135e-05,-2.217135e-02,14247.5756,0.110215,14247.5756
1.897800e+00,-3.155828e-01,-2.214993e-05,-2.214993e-02,14247.8985,0.110195,14247.8985
1.897900e+00,-3.152847e-01,-2.212850e-05,-2.212850e-02,14248.2212,0.110175,14248.2212
1.898000e+00,-3.149865e-01,-2.210708e-05,-2.210708e-02,14248.5435,0.110154,14248.5435
1.898100e+00,-3.146883e-01,-2.208565e-05,-2.208565e-02,14248.8655,0.110134,14248.8655
1.898200e+00,-3.143901e-01,-2.206422e-05,-2.206422e-02,14249.1872,0.110114,14249.1872
1.898300e+00,-3.140919e-01,-2.204279e-05,-2.204279e-02,14249.5086,0.110094,14249.5086
1.898400e+00,-3.137936e-01,-2.202136e-05,-2.202136e-02,14249.8296,0.110074,14249.8296
1.898500e+00,-3.134953e-01,-2.199993e-05,-2.199993e-02,14250.1503,0.110053,14250.1503
1.898600e+00,-3.131970e-01,-2.197850e-05,-2.197850e-02,14250.4707,0.110033,14250.4707
1.898700e+00,-3.128986e-01,-2.195707e-05,-2.195707e-02,14250.7907,0.110013,14250.7907
1.898800e+00,-3.126002e-01,-2.193564e-05,-2.193564e-02,14251.1104,0.109993,14251.1104
1.898900e+00,-3.123018e-01,-2.191421e-05,-2.191421e-02,14251.4298,0.109973,14251.4298
1.899000e+00,-3.120033e-01,-2.189277e-05,-2.189277e-02,14251.7489,0.109953,14251.7489
1.899100e+00,-3.117048e-01,-2.187134e-05,-2.187134e-02,14252.0676,0.109933,14252.0676
1.899200e+00,-3.114063e-01,-2.184990e-05,-2.184990e-02,14252.3860,0.109913,14252.3860
1.899300e+00,-3.111077e-01,-2.182847e-05,-2.182847e-02,14252.7041,0.109893,14252.7041
1.899400e+00,-3.108091e-01,-2.180703e-05,-2.180703e-02,14253.0218,0.109873,14253.0218
1.899500e+00,-3.105105e-01,-2.178559e-05,-2.178559e-02,14253.3392,0.109853,14253.3392
1.899600e+00,-3.102119e-01,-2.176415e-05,-2.176415e-02,14253.6563,0.109833,14253.6563
1.899700e+00,-3.099132e-01,-2.174272e-05,-2.174272e-02,14253.9731,0.109813,14253.9731
1.899800e+00,-3.096145e-01,-2.172128e-05,-2.172128e-02,14254.2895,0.109793,14254.2895
1.899900e+00,-3.093158e-01,-2.169984e-05,-2.169984e-02,14254.6057,0.109773,14254.6057
1.900000e+00,-3.090170e-01,-2.167840e-05,-2.167840e-02,14254.9214,0.109753,14254.9214
1.900100e+00,-3.087182e-01,-2.165696e-05,-2.165696e-02,14255.2369,0.109734,14255.2369
1.900200e+00,-3.084194e-01,-2.163551e-05,-2.163551e-02,14255.5520,0.109714,14255.5520
1.900300e+00,-3.081205e-01,-2.161407e-05,-2.161407e-02,14255.8668,0.109694,14255.8668
1.900400e+00,-3.078216e-01,-2.159263e-05,-2.159263e-02,14256.1813,0.109674,14256.1813
1.900500e+00,-3.075227e-01,-2.157118e-05,-2.157118e-02,14256.4955,0.109654,14256.4955
1.900600e+00,-3.072237e-01,-2.154974e-05,-2.154974e-02,14256.8093,0.109635,14256.8093
1.900700e+00,-3.069248e-01,-2.152829e-05,-2.152829e-02,14257.1228,0.109615,14257.1228
1.900800e+00,-3.066258e-01,-2.150685e-05,-2.150685e-02,14257.4360,0.109595,14257.4360
1.900900e+00,-3.063267e-01,-2.148540e-05,-2.148540e-02,14257.7488,0.109576,14257.7488
1.901000e+00,-3.060276e-01,-2.146395e-05,-2.146395e-02,14258.0613,0.109556,14258.0613
1.901100e+00,-3.057285e-01,-2.144250e-05,-2.144250e-02,14258.3735,0.109536,14258.3735
1.901200e+00,-3.054294e-01,-2.142106e-05,-2.142106e-02,14258.6854,0.109517,14258.6854
1.901300e+00,-3.051302e-01,-2.139961e-05,-2.139961e-02,14258.9969,0.109497,14258.9969
1.901400e+00,-3.048311e-01,-2.137816e-05,-2.137816e-02,14259.3081,0.109477,14259.3081
1.901500e+00,-3.045318e-01,-2.135670e-05,-2.135670e-02,14259.6190,0.109458,14259.6190
1.901600e+00,-3.042326e-01,-2.133525e-05,-2.133525e-02,14259.9296,0.109438,14259.9296
1.901700e+00,-3.039333e-01,-2.131380e-05,-2.131380e-02,14260.2398,0.109419,14260.2398
1.901800e+00,-3.036340e-01,-2.129235e-05,-2.129235e-02,14260.5497,0.109399,14260.5497
1.901900e+00,-3.033346e-01,-2.127089e-05,-2.127089e-02,14260.8593,0.109380,14260.8593
1.902000e+00,-3.030353e-01,-2.124944e-05,-2.124944e-02,14261.1685,0.109360,14261.1685
1.902100e+00,-3.027359e-01,-2.122798e-05,-2.122798e-02,14261.4775,0.109341,14261.4775
1.902200e+00,-3.024364e-01,-2.120653e-05,-2.120653e-02,14261.7861,0.109322,14261.7861
1.902300e+00,-3.021370e-01,-2.118507e-05,-2.118507e-02,14262.0943,0.109302,14262.0943
1.902400e+00,-3.018375e-01,-2.116362e-05,-2.116362e-02,14262.4023,0.109283,14262.4023
1.902500e+00,-3.015380e-01,-2.114216e-05,-2.114216e-02,14262.7099,0.109264,14262.7099
1.902600e+00,-3.012384e-01,-2.112070e-05,-2.112070e-02,14263.0172,0.109244,14263.0172
1.902700e+00,-3.009388e-01,-2.109924e-05,-2.109924e-02,14263.3242,0.109225,14263.3242
1.902800e+00,-3.006392e-01,-2.107778e-05,-2.107778e-02,14263.6308,0.109206,14263.6308
1.902900e+00,-3.003396e-01,-2.105632e-05,-2.105632e-02,14263.9371,0.109186,14263.9371
1.903000e+00,-3.000399e-01,-2.103486e-05,-2.103486e-02,14264.2431,0.109167,14264.2431
1.903100e+00,-2.997402e-01,-2.101340e-05,-2.101340e-02,14264.5488,0.109148,14264.5488
1.903200e+00,-2.994405e-01,-2.099193e-05,-2.099193e-02,14264.8541,0.109129,14264.8541
1.903300e+00,-2.991407e-01,-2.097047e-05,-2.097047e-02,14265.1591,0.109109,14265.1591
1.903400e+00,-2.988409e-01,-2.094901e-05,-2.094901e-02,14265.4638,0.109090,14265.4638
1.903500e+00,-2.985411e-01,-2.092754e-05,-2.092754e-02,14265.7682,0.109071,14265.7682
1.903600e+00,-2.982413e-01,-2.090608e-05,-2.090608e-02,14266.0722,0.109052,14266.0722
1.903700e+00,-2.979414e-01,-2.088461e-05,-2.088461e-02,14266.3759,0.109033,14266.3759
1.903800e+00,-2.976415e-01,-2.086315e-05,-2.086315e-02,14266.6793,0.109014,14266.6793
1.903900e+00,-2.973415e-01,-2.084168e-05,-2.084168e-02,14266.9823,0.108995,14266.9823
1.904000e+00,-2.970416e-01,-2.082021e-05,-2.082021e-02,14267.2850,0.108976,14267.2850
1.904100e+00,-2.967416e-01,-2.079874e-05,-2.079874e-02,14267.5874,0.108957,14267.5874
1.904200e+00,-2.964416e-01,-2.077727e-05,-2.077727e-02,14267.8895,0.108938,14267.8895
1.904300e+00,-2.961415e-01,-2.075580e-05,-2.075580e-02,14268.1913,0.108919,14268.1913
1.904400e+00,-2.958414e-01,-2.073433e-05,-2.073433e-02,14268.4927,0.108900,14268.4927
1.904500e+00,-2.955413e-01,-2.071286e-05,-2.071286e-02,14268.7938,0.108881,14268.7938
1.904600e+00,-2.952412e-01,-2.069139e-05,-2.069139e-02,14269.0946,0.108862,14269.0946
1.904700e+00,-2.949410e-01,-2.066992e-05,-2.066992e-02,14269.3950,0.108843,14269.3950
1.904800e+00,-2.946408e-01,-2.064844e-05,-2.064844e-02,14269.6951,0.108824,14269.6951
1.904900e+00,-2.943406e-01,-2.062697e-05,-2.062697e-02,14269.9949,0.108805,14269.9949
1.905000e+00,-2.940403e-01,-2.060550e-05,-2.060550e-02,14270.2944,0.108787,14270.2944
1.905100e+00,-2.937400e-01,-2.058402e-05,-2.058402e-02,14270.5935,0.108768,14270.5935
1.905200e+00,-2.934397e-01,-2.056255e-05,-2.056255e-02,14270.8924,0.108749,14270.8924
1.905300e+00,-2.931394e-01,-2.054107e-05,-2.054107e-02,14271.1908,0.108730,14271.1908
1.905400e+00,-2.928390e-01,-2.051959e-05,-2.051959e-02,14271.4890,0.108711,14271.4890
1.905500e+00,-2.925386e-01,-2.049811e-05,-2.049811e-02,14271.7869,0.108693,14271.7869
1.905600e+00,-2.922382e-01,-2.047664e-05,-2.047664e-02,14272.0844,0.108674,14272.0844
1.905700e+00,-2.919377e-01,-2.045516e-05,-2.045516e-02,14272.3816,0.108655,14272.3816
1.905800e+00,-2.916372e-01,-2.043368e-05,-2.043368e-02,14272.6784,0.108637,14272.6784
1.905900e+00,-2.913367e-01,-2.041220e-05,-2.041220e-02,14272.9750,0.108618,14272.9750
1.906000e+00,-2.910362e-01,-2.039072e-05,-2.039072e-02,14273.2712,0.108599,14273.2712
1.906100e+00,-2.907356e-01,-2.036923e-05,-2.036923e-02,14273.5671,0.108581,14273.5671
1.906200e+00,-2.904350e-01,-2.034775e-05,-2.034775e-02,14273.8626,0.108562,14273.8626
1.906300e+00,-2.901344e-01,-2.032627e-05,-2.032627e-02,14274.1579,0.108544,14274.1579
1.906400e+00,-2.898337e-01,-2.030478e-05,-2.030478e-02,14274.4528,0.108525,14274.4528
1.906500e+00,-2.895330e-01,-2.028330e-05,-2.028330e-02,14274.7474,0.108506,14274.7474
1.906600e+00,-2.892323e-01,-2.026182e-05,-2.026182e-02,14275.0416,0.108488,14275.0416
1.906700e+00,-2.889315e-01,-2.024033e-05,-2.024033e-02,14275.3356,0.108469,14275.3356
1.906800e+00,-2.886308e-01,-2.021884e-05,-2.021884e-02,14275.6292,0.108451,14275.6292
1.906900e+00,-2.883300e-01,-2.019736e-05,-2.019736e-02,14275.9225,0.108433,14275.9225
1.907000e+00,-2.880291e-01,-2.017587e-05,-2.017587e-02,14276.2154,0.108414,14276.2154
1.907100e+00,-2.877283e-01,-2.015438e-05,-2.015438e-02,14276.5081,0.108396,14276.5081
1.907200e+00,-2.874274e-01,-2.013289e-05,-2.013289e-02,14276.8004,0.108377,14276.8004
1.907300e+00,-2.871265e-01,-2.011140e-05,-2.011140e-02,14277.0924,0.108359,14277.0924
1.907400e+00,-2.868255e-01,-2.008991e-05,-2.008991e-02,14277.3840,0.108341,14277.3840
1.907500e+00,-2.865246e-01,-2.006842e-05,-2.006842e-02,14277.6753,0.108322,14277.6753
1.907600e+00,-2.862236e-01,-2.004693e-05,-2.004693e-02,14277.9664,0.108304,14277.9664
1.907700e+00,-2.859225e-01,-2.002544e-05,-2.002544e-02,14278.2570,0.108286,14278.2570
1.907800e+00,-2.856215e-01,-2.000394e-05,-2.000394e-02,14278.5474,0.108267,14278.5474
1.907900e+00,-2.853204e-01,-1.998245e-05,-1.998245e-02,14278.8374,0.108249,14278.8374
1.908000e+00,-2.850193e-01,-1.996096e-05,-1.996096e-02,14279.1272,0.108231,14279.1272
1.908100e+00,-2.847181e-01,-1.993946e-05,-1.993946e-02,14279.4165,0.108213,14279.4165
1.908200e+00,-2.844169e-01,-1.991797e-05,-1.991797e-02,14279.7056,0.108195,14279.7056
1.908300e+00,-2.841158e-01,-1.989647e-05,-1.989647e-02,14279.9943,0.108176,14279.9943
1.908400e+00,-2.838145e-01,-1.987497e-05,-1.987497e-02,14280.2828,0.108158,14280.2828
1.908500e+00,-2.835133e-01,-1.985348e-05,-1.985348e-02,14280.5708,0.108140,14280.5708
1.908600e+00,-2.832120e-01,-1.983198e-05,-1.983198e-02,14280.8586,0.108122,14280.8586
1.908700e+00,-2.829107e-01,-1.981048e-05,-1.981048e-02,14281.1460,0.108104,14281.1460
1.908800e+00,-2.826093e-01,-1.978898e-05,-1.978898e-02,14281.4332,0.108086,14281.4332
1.908900e+00,-2.823080e-01,-1.976748e-05,-1.976748e-02,14281.7199,0.108068,14281.7199
1.909000e+00,-2.820066e-01,-1.974598e-05,-1.974598e-02,14282.0064,0.108050,14282.0064
1.909100e+00,-2.817052e-01,-1.972448e-05,-1.972448e-02,14282.2925,0.108032,14282.2925
1.909200e+00,-2.814037e-01,-1.970298e-05,-1.970298e-02,14282.5784,0.108014,14282.5784
1.909300e+00,-2.811022e-01,-1.968148e-05,-1.968148e-02,14282.8639,0.107996,14282.8639
1.909400e+00,-2.808007e-01,-1.965997e-05,-1.965997e-02,14283.1490,0.107978,14283.1490
1.909500e+00,-2.804992e-01,-1.963847e-05,-1.963847e-02,14283.4339,0.107960,14283.4339
1.909600e+00,-2.801976e-01,-1.961697e-05,-1.961697e-02,14283.7184,0.107942,14283.7184
1.909700e+00,-2.798960e-01,-1.959546e-05,-1.959546e-02,14284.0026,0.107924,14284.0026
1.909800e+00,-2.795944e-01,-1.957395e-05,-1.957395e-02,14284.2864,0.107907,14284.2864
1.909900e+00,-2.792928e-01,-1.955245e-05,-1.955245e-02,14284.5700,0.107889,14284.5700
1.910000e+00,-2.789911e-01,-1.953094e-05,-1.953094e-02,14284.8532,0.107871,14284.8532
1.910100e+00,-2.786894e-01,-1.950943e-05,-1.950943e-02,14285.1361,0.107853,14285.1361
1.910200e+00,-2.783877e-01,-1.948793e-05,-1.948793e-02,14285.4187,0.107835,14285.4187
1.910300e+00,-2.780859e-01,-1.946642e-05,-1.946642e-02,14285.7009,0.107818,14285.7009
1.910400e+00,-2.777841e-01,-1.944491e-05,-1.944491e-02,14285.9828,0.107800,14285.9828
1.910500e+00,-2.774823e-01,-1.942340e-05,-1.942340e-02,14286.2644,0.107782,14286.2644
1.910600e+00,-2.771805e-01,-1.940189e-05,-1.940189e-02,14286.5457,0.107764,14286.5457
1.910700e+00,-2.768786e-01,-1.938038e-05,-1.938038e-02,14286.8267,0.107747,14286.8267
1.910800e+00,-2.765767e-01,-1.935886e-05,-1.935886e-02,14287.1073,0.107729,14287.1073
1.910900e+00,-2.762748e-01,-1.933735e-05,-1.933735e-02,14287.3876,0.107711,14287.3876
1.911000e+00,-2.759729e-01,-1.931584e-05,-1.931584e-02,14287.6676,0.107694,14287.6676
1.911100e+00,-2.756709e-01,-1.929433e-05,-1.929433e-02,14287.9472,0.107676,14287.9472
1.911200e+00,-2.753689e-01,-1.927281e-05,-1.927281e-02,14288.2266,0.107659,14288.2266
1.911300e+00,-2.750669e-01,-1.925130e-05,-1.925130e-02,14288.5056,0.107641,14288.5056
1.911400e+00,-2.747648e-01,-1.922978e-05,-1.922978e-02,14288.7842,0.107624,14288.7842
1.911500e+00,-2.744627e-01,-1.920826e-05,-1.920826e-02,14289.0626,0.107606,14289.0626
1.911600e+00,-2.741606e-01,-1.918675e-05,-1.918675e-02,14289.3406,0.107589,14289.3406
1.911700e+00,-2.738585e-01,-1.916523e-05,-1.916523e-02,14289.6183,0.107571,14289.6183
1.911800e+00,-2.735563e-01,-1.914371e-05,-1.914371e-02,14289.8957,0.107554,14289.8957
1.911900e+00,-2.732542e-01,-1.912219e-05,-1.912219e-02,14290.1728,0.107536,14290.1728
1.912000e+00,-2.729519e-01,-1.910067e-05,-1.910067e-02,14290.4495,0.107519,14290.4495
1.912100e+00,-2.726497e-01,-1.907915e-05,-1.907915e-02,14290.7260,0.107502,14290.7260
1.912200e+00,-2.723474e-01,-1.905763e-05,-1.905763e-02,14291.0020,0.107484,14291.0020
1.912300e+00,-2.720451e-01,-1.903611e-05,-1.903611e-02,14291.2778,0.107467,14291.2778
1.912400e+00,-2.717428e-01,-1.901459e-05,-1.901459e-02,14291.5533,0.107449,14291.5533
1.912500e+00,-2.714404e-01,-1.899307e-05,-1.899307e-02,14291.8284,0.107432,14291.8284
1.912600e+00,-2.711381e-01,-1.897155e-05,-1.897155e-02,14292.1032,0.107415,14292.1032
1.912700e+00,-2.708357e-01,-1.895002e-05,-1.895002e-02,14292.3776,0.107398,14292.3776
1.912800e+00,-2.705332e-01,-1.892850e-05,-1.892850e-02,14292.6518,0.107380,14292.6518
1.912900e+00,-2.702308e-01,-1.890697e-05,-1.890697e-02,14292.9256,0.107363,14292.9256
1.913000e+00,-2.699283e-01,-1.888545e-05,-1.888545e-02,14293.1991,0.107346,14293.1991
1.913100e+00,-2.696258e-01,-1.886392e-05,-1.886392e-02,14293.4723,0.107329,14293.4723
1.913200e+00,-2.693232e-01,-1.884239e-05,-1.884239e-02,14293.7452,0.107312,14293.7452
