voltage_V,current_mA
-0.981091,-0.086764
-0.981030,-0.086748
-0.980969,-0.086732
-0.980908,-0.086716
-0.980847,-0.086700
-0.980785,-0.086684
-0.980724,-0.086668
-0.980663,-0.086652
-0.980601,-0.086636
-0.980539,-0.086620
-0.980478,-0.086604
-0.980416,-0.086588
-0.980354,-0.086572
-0.980292,-0.086556
-0.980230,-0.086540
-0.980168,-0.086524
-0.980105,-0.086508
-0.980043,-0.086492
-0.979980,-0.086476
-0.979918,-0.086460
-0.979855,-0.086444
-0.979792,-0.086428
-0.979729,-0.086412
-0.979666,-0.086396
-0.979603,-0.086380
-0.979540,-0.086364
-0.979477,-0.086348
-0.979413,-0.086332
-0.979350,-0.086316
-0.979286,-0.086299
-0.979223,-0.086283
-0.979159,-0.086267
-0.979095,-0.086251
-0.979031,-0.086235
-0.978967,-0.086219
-0.978903,-0.086203
-0.978839,-0.086187
-0.978774,-0.086171
-0.978710,-0.086155
-0.978646,-0.086139
-0.978581,-0.086123
-0.978516,-0.086107
-0.978451,-0.086091
-0.978386,-0.086075
-0.978321,-0.086059
-0.978256,-0.086042
-0.978191,-0.086026
-0.978126,-0.086010
-0.978060,-0.085994
-0.977995,-0.085978
-0.977929,-0.085962
-0.977864,-0.085946
-0.977798,-0.085930
-0.977732,-0.085914
-0.977666,-0.085898
-0.977600,-0.085882
-0.977534,-0.085865
-0.977468,-0.085849
-0.977401,-0.085833
-0.977335,-0.085817
-0.977268,-0.085801
-0.977201,-0.085785
-0.977135,-0.085769
-0.977068,-0.085753
-0.977001,-0.085736
-0.976934,-0.085720
-0.976867,-0.085704
-0.976800,-0.085688
-0.976732,-0.085672
-0.976665,-0.085656
-0.976597,-0.085640
-0.976530,-0.085623
-0.976462,-0.085607
-0.976394,-0.085591
-0.976326,-0.085575
-0.976258,-0.085559
-0.976190,-0.085543
-0.976122,-0.085526
-0.976054,-0.085510
-0.975985,-0.085494
-0.975917,-0.085478
-0.975848,-0.085462
-0.975780,-0.085446
-0.975711,-0.085429
-0.975642,-0.085413
-0.975573,-0.085397
-0.975504,-0.085381
-0.975435,-0.085365
-0.975365,-0.085348
-0.975296,-0.085332
-0.975227,-0.085316
-0.975157,-0.085300
-0.975087,-0.085284
-0.975018,-0.085267
-0.974948,-0.085251
-0.974878,-0.085235
-0.974808,-0.085219
-0.974738,-0.085203
-0.974668,-0.085186
-0.974597,-0.085170
-0.974527,-0.085154
-0.974456,-0.085138
-0.974386,-0.085121
-0.974315,-0.085105
-0.974244,-0.085089
-0.974173,-0.085073
-0.974102,-0.085056
-0.974031,-0.085040
-0.973960,-0.085024
-0.973889,-0.085008
-0.973817,-0.084991
-0.973746,-0.084975
-0.973674,-0.084959
-0.973603,-0.084943
-0.973531,-0.084926
-0.973459,-0.084910
-0.973387,-0.084894
-0.973315,-0.084878
-0.973243,-0.084861
-0.973171,-0.084845
-0.973099,-0.084829
-0.973026,-0.084812
-0.972954,-0.084796
-0.972881,-0.084780
-0.972808,-0.084764
-0.972735,-0.084747
-0.972663,-0.084731
-0.972590,-0.084715
-0.972516,-0.084698
-0.972443,-0.084682
-0.972370,-0.084666
-0.972297,-0.084649
-0.972223,-0.084633
-0.972149,-0.084617
-0.972076,-0.084601
-0.972002,-0.084584
-0.971928,-0.084568
-0.971854,-0.084552
-0.971780,-0.084535
-0.971706,-0.084519
-0.971632,-0.084503
-0.971557,-0.084486
-0.971483,-0.084470
-0.971408,-0.084454
-0.971334,-0.084437
-0.971259,-0.084421
-0.971184,-0.084405
-0.971109,-0.084388
-0.971034,-0.084372
-0.970959,-0.084355
-0.970884,-0.084339
-0.970809,-0.084323
-0.970733,-0.084306
-0.970658,-0.084290
-0.970582,-0.084274
-0.970506,-0.084257
-0.970431,-0.084241
-0.970355,-0.084225
-0.970279,-0.084208
-0.970203,-0.084192
-0.970127,-0.084175
-0.970050,-0.084159
-0.969974,-0.084143
-0.969898,-0.084126
-0.969821,-0.084110
-0.969744,-0.084093
-0.969668,-0.084077
-0.969591,-0.084061
-0.969514,-0.084044
-0.969437,-0.084028
-0.969360,-0.084011
-0.969282,-0.083995
-0.969205,-0.083979
-0.969128,-0.083962
-0.969050,-0.083946
-0.968973,-0.083929
-0.968895,-0.083913
-0.968817,-0.083896
-0.968739,-0.083880
-0.968661,-0.083864
-0.968583,-0.083847
-0.968505,-0.083831
-0.968427,-0.083814
-0.968348,-0.083798
-0.968270,-0.083781
-0.968191,-0.083765
-0.968113,-0.083748
-0.968034,-0.083732
-0.967955,-0.083716
-0.967876,-0.083699
-0.967797,-0.083683
-0.967718,-0.083666
-0.967639,-0.083650
-0.967559,-0.083633
-0.967480,-0.083617
-0.967400,-0.083600
-0.967321,-0.083584
-0.967241,-0.083567
-0.967161,-0.083551
-0.967081,-0.083534
-0.967001,-0.083518
-0.966921,-0.083501
-0.966841,-0.083485
-0.966761,-0.083468
-0.966681,-0.083452
-0.966600,-0.083435
-0.966520,-0.083419
-0.966439,-0.083402
-0.966358,-0.083386
-0.966277,-0.083369
-0.966196,-0.083353
-0.966115,-0.083336
-0.966034,-0.083320
-0.965953,-0.083303
-0.965872,-0.083287
-0.965790,-0.083270
-0.965709,-0.083254
-0.965627,-0.083237
-0.965545,-0.083221
-0.965464,-0.083204
-0.965382,-0.083188
-0.965300,-0.083171
-0.965218,-0.083154
-0.965135,-0.083138
-0.965053,-0.083121
-0.964971,-0.083105
-0.964888,-0.083088
-0.964806,-0.083072
-0.964723,-0.083055
-0.964640,-0.083039
-0.964557,-0.083022
-0.964474,-0.083005
-0.964391,-0.082989
-0.964308,-0.082972
-0.964225,-0.082956
-0.964142,-0.082939
-0.964058,-0.082923
-0.963975,-0.082906
-0.963891,-0.082889
-0.963807,-0.082873
-0.963724,-0.082856
-0.963640,-0.082840
-0.963556,-0.082823
-0.963472,-0.082806
-0.963388,-0.082790
-0.963303,-0.082773
-0.963219,-0.082757
-0.963134,-0.082740
-0.963050,-0.082723
-0.962965,-0.082707
-0.962880,-0.082690
-0.962796,-0.082674
-0.962711,-0.082657
-0.962626,-0.082640
-0.962540,-0.082624
-0.962455,-0.082607
-0.962370,-0.082590
-0.962284,-0.082574
-0.962199,-0.082557
-0.962113,-0.082541
-0.962028,-0.082524
-0.961942,-0.082507
-0.961856,-0.082491
-0.961770,-0.082474
-0.961684,-0.082457
-0.961598,-0.082441
-0.961511,-0.082424
-0.961425,-0.082407
-0.961339,-0.082391
-0.961252,-0.082374
-0.961165,-0.082357
-0.961079,-0.082341
-0.960992,-0.082324
-0.960905,-0.082307
-0.960818,-0.082291
-0.960731,-0.082274
-0.960644,-0.082257
-0.960556,-0.082241
-0.960469,-0.082224
-0.960381,-0.082207
-0.960294,-0.082191
-0.960206,-0.082174
-0.960118,-0.082157
-0.960030,-0.082140
-0.959942,-0.082124
-0.959854,-0.082107
-0.959766,-0.082090
-0.959678,-0.082074
-0.959589,-0.082057
-0.959501,-0.082040
-0.959412,-0.082023
-0.959324,-0.082007
-0.959235,-0.081990
-0.959146,-0.081973
-0.959057,-0.081957
-0.958968,-0.081940
-0.958879,-0.081923
-0.958790,-0.081906
-0.958701,-0.081890
-0.958611,-0.081873
-0.958522,-0.081856
-0.958432,-0.081839
-0.958343,-0.081823
-0.958253,-0.081806
-0.958163,-0.081789
-0.958073,-0.081772
-0.957983,-0.081756
-0.957893,-0.081739
-0.957802,-0.081722
-0.957712,-0.081705
-0.957622,-0.081689
-0.957531,-0.081672
-0.957440,-0.081655
-0.957350,-0.081638
-0.957259,-0.081622
-0.957168,-0.081605
-0.957077,-0.081588
-0.956986,-0.081571
-0.956895,-0.081554
-0.956803,-0.081538
-0.956712,-0.081521
-0.956621,-0.081504
-0.956529,-0.081487
-0.956437,-0.081470
-0.956346,-0.081454
-0.956254,-0.081437
-0.956162,-0.081420
-0.956070,-0.081403
-0.955978,-0.081386
-0.955885,-0.081370
-0.955793,-0.081353
-0.955701,-0.081336
-0.955608,-0.081319
-0.955515,-0.081302
-0.955423,-0.081286
-0.955330,-0.081269
-0.955237,-0.081252
-0.955144,-0.081235
-0.955051,-0.081218
-0.954958,-0.081201
-0.954865,-0.081185
-0.954771,-0.081168
-0.954678,-0.081151
-0.954584,-0.081134
-0.954491,-0.081117
-0.954397,-0.081100
-0.954303,-0.081083
-0.954209,-0.081067
-0.954115,-0.081050
-0.954021,-0.081033
-0.953927,-0.081016
-0.953832,-0.080999
-0.953738,-0.080982
-0.953643,-0.080965
-0.953549,-0.080949
-0.953454,-0.080932
-0.953359,-0.080915
-0.953265,-0.080898
-0.953170,-0.080881
-0.953074,-0.080864
-0.952979,-0.080847
-0.952884,-0.080830
-0.952789,-0.080813
-0.952693,-0.080797
-0.952598,-0.080780
-0.952502,-0.080763
-0.952406,-0.080746
-0.952311,-0.080729
-0.952215,-0.080712
-0.952119,-0.080695
-0.952023,-0.080678
-0.951926,-0.080661
-0.951830,-0.080644
-0.951734,-0.080627
-0.951637,-0.080611
-0.951541,-0.080594
-0.951444,-0.080577
-0.951347,-0.080560
-0.951250,-0.080543
-0.951154,-0.080526
-0.951057,-0.080509
-0.950959,-0.080492
-0.950862,-0.080475
-0.950765,-0.080458
-0.950667,-0.080441
-0.950570,-0.080424
-0.950472,-0.080407
-0.950375,-0.080390
-0.950277,-0.080373
-0.950179,-0.080356
-0.950081,-0.080339
-0.949983,-0.080323
-0.949885,-0.080306
-0.949787,-0.080289
-0.949688,-0.080272
-0.949590,-0.080255
-0.949491,-0.080238
-0.949393,-0.080221
-0.949294,-0.080204
-0.949195,-0.080187
-0.949096,-0.080170
-0.948997,-0.080153
-0.948898,-0.080136
-0.948799,-0.080119
-0.948700,-0.080102
-0.948600,-0.080085
-0.948501,-0.080068
-0.948401,-0.080051
-0.948302,-0.080034
-0.948202,-0.080017
-0.948102,-0.080000
-0.948002,-0.079983
-0.947902,-0.079966
-0.947802,-0.079949
-0.947702,-0.079932
-0.947601,-0.079915
-0.947501,-0.079898
-0.947400,-0.079881
-0.947300,-0.079864
-0.947199,-0.079847
-0.947098,-0.079830
-0.946997,-0.079812
-0.946896,-0.079795
-0.946795,-0.079778
-0.946694,-0.079761
-0.946593,-0.079744
-0.946492,-0.079727
-0.946390,-0.079710
-0.946289,-0.079693
-0.946187,-0.079676
-0.946085,-0.079659
-0.945984,-0.079642
-0.945882,-0.079625
-0.945780,-0.079608
-0.945678,-0.079591
-0.945575,-0.079574
-0.945473,-0.079557
-0.945371,-0.079540
-0.945268,-0.079522
-0.945166,-0.079505
-0.945063,-0.079488
-0.944960,-0.079471
-0.944857,-0.079454
-0.944755,-0.079437
-0.944652,-0.079420
-0.944548,-0.079403
-0.944445,-0.079386
-0.944342,-0.079369
-0.944239,-0.079352
-0.944135,-0.079334
-0.944031,-0.079317
-0.943928,-0.079300
-0.943824,-0.079283
-0.943720,-0.079266
-0.943616,-0.079249
-0.943512,-0.079232
-0.943408,-0.079215
-0.943304,-0.079198
-0.943199,-0.079180
-0.943095,-0.079163
-0.942991,-0.079146
-0.942886,-0.079129
-0.942781,-0.079112
-0.942676,-0.079095
-0.942572,-0.079078
-0.942467,-0.079061
-0.942362,-0.079043
-0.942256,-0.079026
-0.942151,-0.079009
-0.942046,-0.078992
-0.941940,-0.078975
-0.941835,-0.078958
-0.941729,-0.078940
-0.941623,-0.078923
-0.941518,-0.078906
-0.941412,-0.078889
-0.941306,-0.078872
-0.941200,-0.078855
-0.941093,-0.078837
-0.940987,-0.078820
-0.940881,-0.078803
-0.940774,-0.078786
-0.940668,-0.078769
-0.940561,-0.078752
-0.940454,-0.078734
-0.940348,-0.078717
-0.940241,-0.078700
-0.940134,-0.078683
-0.940026,-0.078666
-0.939919,-0.078648
-0.939812,-0.078631
-0.939705,-0.078614
-0.939597,-0.078597
-0.939489,-0.078580
-0.939382,-0.078562
-0.939274,-0.078545
-0.939166,-0.078528
-0.939058,-0.078511
-0.938950,-0.078494
-0.938842,-0.078476
-0.938734,-0.078459
-0.938626,-0.078442
-0.938517,-0.078425
-0.938409,-0.078407
-0.938300,-0.078390
-0.938191,-0.078373
-0.938083,-0.078356
-0.937974,-0.078338
-0.937865,-0.078321
-0.937756,-0.078304
-0.937646,-0.078287
-0.937537,-0.078270
-0.937428,-0.078252
-0.937318,-0.078235
-0.937209,-0.078218
-0.937099,-0.078201
-0.936990,-0.078183
-0.936880,-0.078166
-0.936770,-0.078149
-0.936660,-0.078131
-0.936550,-0.078114
-0.936440,-0.078097
-0.936329,-0.078080
-0.936219,-0.078062
-0.936109,-0.078045
-0.935998,-0.078028
-0.935887,-0.078011
-0.935777,-0.077993
-0.935666,-0.077976
-0.935555,-0.077959
-0.935444,-0.077941
-0.935333,-0.077924
-0.935222,-0.077907
-0.935110,-0.077889
-0.934999,-0.077872
-0.934888,-0.077855
-0.934776,-0.077838
-0.934664,-0.077820
-0.934553,-0.077803
-0.934441,-0.077786
-0.934329,-0.077768
-0.934217,-0.077751
-0.934105,-0.077734
-0.933993,-0.077716
-0.933880,-0.077699
-0.933768,-0.077682
-0.933655,-0.077664
-0.933543,-0.077647
-0.933430,-0.077630
-0.933317,-0.077612
-0.933205,-0.077595
-0.933092,-0.077578
-0.932979,-0.077560
-0.932866,-0.077543
-0.932752,-0.077526
-0.932639,-0.077508
-0.932526,-0.077491
-0.932412,-0.077474
-0.932299,-0.077456
-0.932185,-0.077439
-0.932071,-0.077421
-0.931957,-0.077404
-0.931843,-0.077387
-0.931729,-0.077369
-0.931615,-0.077352
-0.931501,-0.077335
-0.931387,-0.077317
-0.931272,-0.077300
-0.931158,-0.077283
-0.931043,-0.077265
-0.930928,-0.077248
-0.930814,-0.077230
-0.930699,-0.077213
-0.930584,-0.077196
-0.930469,-0.077178
-0.930354,-0.077161
-0.930238,-0.077143
-0.930123,-0.077126
-0.930008,-0.077109
-0.929892,-0.077091
-0.929776,-0.077074
-0.929661,-0.077056
-0.929545,-0.077039
-0.929429,-0.077022
-0.929313,-0.077004
-0.929197,-0.076987
-0.929081,-0.076969
-0.928965,-0.076952
-0.928848,-0.076934
-0.928732,-0.076917
-0.928615,-0.076900
-0.928499,-0.076882
-0.928382,-0.076865
-0.928265,-0.076847
-0.928148,-0.076830
-0.928031,-0.076812
-0.927914,-0.076795
-0.927797,-0.076777
-0.927680,-0.076760
-0.927563,-0.076743
-0.927445,-0.076725
-0.927328,-0.076708
-0.927210,-0.076690
-0.927092,-0.076673
-0.926974,-0.076655
-0.926857,-0.076638
-0.926739,-0.076620
-0.926621,-0.076603
-0.926502,-0.076585
-0.926384,-0.076568
-0.926266,-0.076550
-0.926147,-0.076533
-0.926029,-0.076516
-0.925910,-0.076498
-0.925791,-0.076481
-0.925673,-0.076463
-0.925554,-0.076446
-0.925435,-0.076428
-0.925316,-0.076411
-0.925196,-0.076393
-0.925077,-0.076376
-0.924958,-0.076358
-0.924838,-0.076341
-0.924719,-0.076323
-0.924599,-0.076306
-0.924480,-0.076288
-0.924360,-0.076271
-0.924240,-0.076253
-0.924120,-0.076236
-0.924000,-0.076218
-0.923880,-0.076200
-0.923759,-0.076183
-0.923639,-0.076165
-0.923518,-0.076148
-0.923398,-0.076130
-0.923277,-0.076113
-0.923157,-0.076095
-0.923036,-0.076078
-0.922915,-0.076060
-0.922794,-0.076043
-0.922673,-0.076025
-0.922552,-0.076008
-0.922430,-0.075990
-0.922309,-0.075973
-0.922187,-0.075955
-0.922066,-0.075937
-0.921944,-0.075920
-0.921823,-0.075902
-0.921701,-0.075885
-0.921579,-0.075867
-0.921457,-0.075850
-0.921335,-0.075832
-0.921213,-0.075814
-0.921090,-0.075797
-0.920968,-0.075779
-0.920845,-0.075762
-0.920723,-0.075744
-0.920600,-0.075727
-0.920478,-0.075709
-0.920355,-0.075691
-0.920232,-0.075674
-0.920109,-0.075656
-0.919986,-0.075639
-0.919863,-0.075621
-0.919739,-0.075603
-0.919616,-0.075586
-0.919492,-0.075568
-0.919369,-0.075551
-0.919245,-0.075533
-0.919122,-0.075515
-0.918998,-0.075498
-0.918874,-0.075480
-0.918750,-0.075463
-0.918626,-0.075445
-0.918502,-0.075427
-0.918377,-0.075410
-0.918253,-0.075392
-0.918129,-0.075374
-0.918004,-0.075357
-0.917879,-0.075339
-0.917755,-0.075322
-0.917630,-0.075304
-0.917505,-0.075286
-0.917380,-0.075269
-0.917255,-0.075251
-0.917130,-0.075233
-0.917004,-0.075216
-0.916879,-0.075198
-0.916754,-0.075180
-0.916628,-0.075163
-0.916502,-0.075145
-0.916377,-0.075128
-0.916251,-0.075110
-0.916125,-0.075092
-0.915999,-0.075075
-0.915873,-0.075057
-0.915747,-0.075039
-0.915620,-0.075022
-0.915494,-0.075004
-0.915368,-0.074986
-0.915241,-0.074968
-0.915115,-0.074951
-0.914988,-0.074933
-0.914861,-0.074915
-0.914734,-0.074898
-0.914607,-0.074880
-0.914480,-0.074862
-0.914353,-0.074845
-0.914226,-0.074827
-0.914098,-0.074809
-0.913971,-0.074792
-0.913843,-0.074774
-0.913716,-0.074756
-0.913588,-0.074739
-0.913460,-0.074721
-0.913332,-0.074703
-0.913204,-0.074685
-0.913076,-0.074668
-0.912948,-0.074650
-0.912820,-0.074632
-0.912692,-0.074615
-0.912563,-0.074597
-0.912435,-0.074579
-0.912306,-0.074561
-0.912177,-0.074544
-0.912049,-0.074526
-0.911920,-0.074508
-0.911791,-0.074490
-0.911662,-0.074473
-0.911533,-0.074455
-0.911403,-0.074437
-0.911274,-0.074419
-0.911145,-0.074402
-0.911015,-0.074384
-0.910885,-0.074366
-0.910756,-0.074348
-0.910626,-0.074331
-0.910496,-0.074313
-0.910366,-0.074295
-0.910236,-0.074277
-0.910106,-0.074260
-0.909976,-0.074242
-0.909845,-0.074224
-0.909715,-0.074206
-0.909585,-0.074189
-0.909454,-0.074171
-0.909323,-0.074153
-0.909193,-0.074135
-0.909062,-0.074117
-0.908931,-0.074100
-0.908800,-0.074082
-0.908669,-0.074064
-0.908537,-0.074046
-0.908406,-0.074029
-0.908275,-0.074011
-0.908143,-0.073993
-0.908012,-0.073975
-0.907880,-0.073957
-0.907748,-0.073940
-0.907616,-0.073922
-0.907484,-0.073904
-0.907352,-0.073886
-0.907220,-0.073868
-0.907088,-0.073850
-0.906956,-0.073833
-0.906823,-0.073815
-0.906691,-0.073797
-0.906558,-0.073779
-0.906426,-0.073761
-0.906293,-0.073744
-0.906160,-0.073726
-0.906027,-0.073708
-0.905894,-0.073690
-0.905761,-0.073672
-0.905628,-0.073654
-0.905495,-0.073637
-0.905361,-0.073619
-0.905228,-0.073601
-0.905094,-0.073583
-0.904961,-0.073565
-0.904827,-0.073547
-0.904693,-0.073529
-0.904559,-0.073512
-0.904425,-0.073494
-0.904291,-0.073476
-0.904157,-0.073458
-0.904023,-0.073440
-0.903889,-0.073422
-0.903754,-0.073404
-0.903620,-0.073387
-0.903485,-0.073369
-0.903350,-0.073351
-0.903215,-0.073333
-0.903081,-0.073315
-0.902946,-0.073297
-0.902811,-0.073279
-0.902675,-0.073261
-0.902540,-0.073244
-0.902405,-0.073226
-0.902269,-0.073208
-0.902134,-0.073190
-0.901998,-0.073172
-0.901863,-0.073154
-0.901727,-0.073136
-0.901591,-0.073118
-0.901455,-0.073100
-0.901319,-0.073082
-0.901183,-0.073065
-0.901047,-0.073047
-0.900910,-0.073029
-0.900774,-0.073011
-0.900638,-0.072993
-0.900501,-0.072975
-0.900364,-0.072957
-0.900228,-0.072939
-0.900091,-0.072921
-0.899954,-0.072903
-0.899817,-0.072885
-0.899680,-0.072867
-0.899543,-0.072850
-0.899405,-0.072832
-0.899268,-0.072814
-0.899130,-0.072796
-0.898993,-0.072778
-0.898855,-0.072760
-0.898718,-0.072742
-0.898580,-0.072724
-0.898442,-0.072706
-0.898304,-0.072688
-0.898166,-0.072670
-0.898028,-0.072652
-0.897889,-0.072634
-0.897751,-0.072616
-0.897613,-0.072598
-0.897474,-0.072580
-0.897335,-0.072562
-0.897197,-0.072544
-0.897058,-0.072526
-0.896919,-0.072508
-0.896780,-0.072490
-0.896641,-0.072472
-0.896502,-0.072454
-0.896363,-0.072436
-0.896223,-0.072418
-0.896084,-0.072401
-0.895944,-0.072383
-0.895805,-0.072365
-0.895665,-0.072347
-0.895525,-0.072329
-0.895386,-0.072311
-0.895246,-0.072293
-0.895106,-0.072275
-0.894966,-0.072257
-0.894825,-0.072239
-0.894685,-0.072221
-0.894545,-0.072203
-0.894404,-0.072185
-0.894264,-0.072167
-0.894123,-0.072148
-0.893982,-0.072130
-0.893841,-0.072112
-0.893701,-0.072094
-0.893560,-0.072076
-0.893418,-0.072058
-0.893277,-0.072040
-0.893136,-0.072022
-0.892995,-0.072004
-0.892853,-0.071986
-0.892712,-0.071968
-0.892570,-0.071950
-0.892428,-0.071932
-0.892287,-0.071914
-0.892145,-0.071896
-0.892003,-0.071878
-0.891861,-0.071860
-0.891719,-0.071842
-0.891576,-0.071824
-0.891434,-0.071806
-0.891292,-0.071788
-0.891149,-0.071770
-0.891007,-0.071752
-0.890864,-0.071734
-0.890721,-0.071716
-0.890578,-0.071697
-0.890435,-0.071679
-0.890292,-0.071661
-0.890149,-0.071643
-0.890006,-0.071625
-0.889863,-0.071607
-0.889719,-0.071589
-0.889576,-0.071571
-0.889432,-0.071553
-0.889289,-0.071535
-0.889145,-0.071517
-0.889001,-0.071499
-0.888857,-0.071480
-0.888713,-0.071462
-0.888569,-0.071444
-0.888425,-0.071426
-0.888281,-0.071408
-0.888136,-0.071390
-0.887992,-0.071372
-0.887848,-0.071354
-0.887703,-0.071336
-0.887558,-0.071318
-0.887413,-0.071299
-0.887269,-0.071281
-0.887124,-0.071263
-0.886979,-0.071245
-0.886833,-0.071227
-0.886688,-0.071209
-0.886543,-0.071191
-0.886398,-0.071173
-0.886252,-0.071154
-0.886107,-0.071136
-0.885961,-0.071118
-0.885815,-0.071100
-0.885669,-0.071082
-0.885523,-0.071064
-0.885377,-0.071046
-0.885231,-0.071028
-0.885085,-0.071009
-0.884939,-0.070991
-0.884793,-0.070973
-0.884646,-0.070955
-0.884500,-0.070937
-0.884353,-0.070919
-0.884206,-0.070900
-0.884059,-0.070882
-0.883913,-0.070864
-0.883766,-0.070846
-0.883619,-0.070828
-0.883471,-0.070810
-0.883324,-0.070791
-0.883177,-0.070773
-0.883030,-0.070755
-0.882882,-0.070737
-0.882734,-0.070719
-0.882587,-0.070701
-0.882439,-0.070682
-0.882291,-0.070664
-0.882143,-0.070646
-0.881995,-0.070628
-0.881847,-0.070610
-0.881699,-0.070591
-0.881551,-0.070573
-0.881402,-0.070555
-0.881254,-0.070537
-0.881105,-0.070519
-0.880957,-0.070500
-0.880808,-0.070482
-0.880659,-0.070464
-0.880510,-0.070446
-0.880361,-0.070428
-0.880212,-0.070409
-0.880063,-0.070391
-0.879914,-0.070373
-0.879765,-0.070355
-0.879615,-0.070337
-0.879466,-0.070318
-0.879316,-0.070300
-0.879167,-0.070282
-0.879017,-0.070264
-0.878867,-0.070245
-0.878717,-0.070227
-0.878567,-0.070209
-0.878417,-0.070191
-0.878267,-0.070173
-0.878117,-0.070154
-0.877966,-0.070136
-0.877816,-0.070118
-0.877665,-0.070100
-0.877515,-0.070081
-0.877364,-0.070063
-0.877213,-0.070045
-0.877062,-0.070027
-0.876911,-0.070008
-0.876760,-0.069990
-0.876609,-0.069972
-0.876458,-0.069953
-0.876307,-0.069935
-0.876155,-0.069917
-0.876004,-0.069899
-0.875852,-0.069880
-0.875701,-0.069862
-0.875549,-0.069844
-0.875397,-0.069826
-0.875245,-0.069807
-0.875093,-0.069789
-0.874941,-0.069771
-0.874789,-0.069752
-0.874637,-0.069734
-0.874484,-0.069716
-0.874332,-0.069698
-0.874179,-0.069679
-0.874027,-0.069661
-0.873874,-0.069643
-0.873721,-0.069624
-0.873568,-0.069606
-0.873415,-0.069588
-0.873262,-0.069570
-0.873109,-0.069551
-0.872956,-0.069533
-0.872803,-0.069515
-0.872649,-0.069496
-0.872496,-0.069478
-0.872342,-0.069460
-0.872189,-0.069441
-0.872035,-0.069423
-0.871881,-0.069405
-0.871727,-0.069386
-0.871573,-0.069368
-0.871419,-0.069350
-0.871265,-0.069331
-0.871111,-0.069313
-0.870957,-0.069295
-0.870802,-0.069276
-0.870648,-0.069258
-0.870493,-0.069240
-0.870339,-0.069221
-0.870184,-0.069203
-0.870029,-0.069185
-0.869874,-0.069166
-0.869719,-0.069148
-0.869564,-0.069130
-0.869409,-0.069111
-0.869253,-0.069093
-0.869098,-0.069075
-0.868943,-0.069056
-0.868787,-0.069038
-0.868632,-0.069019
-0.868476,-0.069001
-0.868320,-0.068983
-0.868164,-0.068964
-0.868008,-0.068946
-0.867852,-0.068928
-0.867696,-0.068909
-0.867540,-0.068891
-0.867384,-0.068872
-0.867227,-0.068854
-0.867071,-0.068836
-0.866914,-0.068817
-0.866758,-0.068799
-0.866601,-0.068781
-0.866444,-0.068762
-0.866287,-0.068744
-0.866130,-0.068725
-0.865973,-0.068707
-0.865816,-0.068689
-0.865659,-0.068670
-0.865501,-0.068652
-0.865344,-0.068633
-0.865186,-0.068615
-0.865029,-0.068597
-0.864871,-0.068578
-0.864713,-0.068560
-0.864556,-0.068541
-0.864398,-0.068523
-0.864240,-0.068504
-0.864082,-0.068486
-0.863923,-0.068468
-0.863765,-0.068449
-0.863607,-0.068431
-0.863448,-0.068412
-0.863290,-0.068394
-0.863131,-0.068375
-0.862973,-0.068357
-0.862814,-0.068339
-0.862655,-0.068320
-0.862496,-0.068302
-0.862337,-0.068283
-0.862178,-0.068265
-0.862019,-0.068246
-0.861859,-0.068228
-0.861700,-0.068209
-0.861541,-0.068191
-0.861381,-0.068173
-0.861221,-0.068154
-0.861062,-0.068136
-0.860902,-0.068117
-0.860742,-0.068099
-0.860582,-0.068080
-0.860422,-0.068062
-0.860262,-0.068043
-0.860102,-0.068025
-0.859941,-0.068006
-0.859781,-0.067988
-0.859621,-0.067969
-0.859460,-0.067951
-0.859299,-0.067933
-0.859139,-0.067914
-0.858978,-0.067896
-0.858817,-0.067877
-0.858656,-0.067859
-0.858495,-0.067840
-0.858334,-0.067822
-0.858172,-0.067803
-0.858011,-0.067785
-0.857850,-0.067766
-0.857688,-0.067748
-0.857527,-0.067729
-0.857365,-0.067711
-0.857203,-0.067692
-0.857041,-0.067674
-0.856880,-0.067655
-0.856718,-0.067637
-0.856555,-0.067618
-0.856393,-0.067600
-0.856231,-0.067581
-0.856069,-0.067563
-0.855906,-0.067544
-0.855744,-0.067525
-0.855581,-0.067507
-0.855419,-0.067488
-0.855256,-0.067470
-0.855093,-0.067451
-0.854930,-0.067433
-0.854767,-0.067414
-0.854604,-0.067396
-0.854441,-0.067377
-0.854277,-0.067359
-0.854114,-0.067340
-0.853951,-0.067322
-0.853787,-0.067303
-0.853624,-0.067285
-0.853460,-0.067266
-0.853296,-0.067247
-0.853132,-0.067229
-0.852968,-0.067210
-0.852804,-0.067192
-0.852640,-0.067173
-0.852476,-0.067155
-0.852312,-0.067136
-0.852147,-0.067118
-0.851983,-0.067099
-0.851818,-0.067080
-0.851654,-0.067062
-0.851489,-0.067043
-0.851324,-0.067025
-0.851159,-0.067006
-0.850994,-0.066988
-0.850829,-0.066969
-0.850664,-0.066950
-0.850499,-0.066932
-0.850334,-0.066913
-0.850168,-0.066895
-0.850003,-0.066876
-0.849838,-0.066857
-0.849672,-0.066839
-0.849506,-0.066820
-0.849340,-0.066802
-0.849175,-0.066783
-0.849009,-0.066764
-0.848843,-0.066746
-0.848676,-0.066727
-0.848510,-0.066709
-0.848344,-0.066690
-0.848178,-0.066671
-0.848011,-0.066653
-0.847845,-0.066634
-0.847678,-0.066616
-0.847511,-0.066597
-0.847344,-0.066578
-0.847178,-0.066560
-0.847011,-0.066541
