Magnitud,MAE,RMSE,ErrRelMax_pct,R2
I(V) SET (V>=0),0.014221005183686103,0.016366029018848018,16.903745038240817,0.9380892383811305
I(V) RESET (V<0),0.03148886042757831,0.04685959450310583,29.218486742310557,0.9423562478508294
I(V) Completo,0.02637603177994542,0.040310901199078875,29.218486742310557,0.9640268635130469
