t_s,V_V,I_A,x_adim,R_ohm,G_S
3.147000,0.706000,6.039691e-05,0.271111,11689.34,8.554803e-05
3.150000,0.700000,6.003114e-05,0.272917,11660.61,8.575877e-05
3.153000,0.694000,5.966267e-05,0.274713,11632.06,8.596926e-05
3.156000,0.688000,5.929148e-05,0.276497,11603.69,8.617947e-05
3.159000,0.682000,5.891756e-05,0.278271,11575.50,8.638939e-05
3.162000,0.676000,5.854092e-05,0.280033,11547.48,8.659899e-05
3.165000,0.670000,5.816153e-05,0.281784,11519.64,8.680826e-05
3.168000,0.664000,5.777939e-05,0.283523,11491.99,8.701716e-05
3.171000,0.658000,5.739449e-05,0.285251,11464.51,8.722567e-05
3.174000,0.652000,5.700683e-05,0.286967,11437.23,8.743378e-05
3.177000,0.646000,5.661639e-05,0.288671,11410.12,8.764146e-05
3.180000,0.640000,5.622316e-05,0.290364,11383.21,8.784869e-05
3.183000,0.634000,5.582715e-05,0.292045,11356.48,8.805544e-05
3.186000,0.628000,5.542834e-05,0.293714,11329.94,8.826169e-05
3.189000,0.622000,5.502673e-05,0.295371,11303.60,8.846741e-05
3.192000,0.616000,5.462231e-05,0.297016,11277.44,8.867259e-05
3.195000,0.610000,5.421508e-05,0.298649,11251.48,8.887719e-05
3.198000,0.604000,5.380504e-05,0.300269,11225.72,8.908118e-05
3.201000,0.598000,5.339216e-05,0.301878,11200.15,8.928456e-05
3.204000,0.592000,5.297647e-05,0.303473,11174.77,8.948728e-05
3.207000,0.586000,5.255794e-05,0.305057,11149.60,8.968932e-05
3.210000,0.580000,5.213658e-05,0.306627,11124.63,8.989066e-05
3.213000,0.574000,5.171239e-05,0.308185,11099.85,9.009127e-05
3.216000,0.568000,5.128536e-05,0.309730,11075.29,9.029112e-05
3.219000,0.562000,5.085548e-05,0.311263,11050.92,9.049018e-05
3.222000,0.556000,5.042277e-05,0.312782,11026.76,9.068844e-05
3.225000,0.550000,4.998722e-05,0.314289,11002.81,9.088585e-05
3.228000,0.544000,4.954883e-05,0.315782,10979.07,9.108240e-05
3.231000,0.538000,4.910759e-05,0.317262,10955.54,9.127805e-05
3.234000,0.532000,4.866352e-05,0.318729,10932.21,9.147278e-05
3.237000,0.526000,4.821661e-05,0.320182,10909.10,9.166655e-05
3.240000,0.520000,4.776686e-05,0.321622,10886.21,9.185934e-05
3.243000,0.514000,4.731428e-05,0.323049,10863.53,9.205112e-05
3.246000,0.508000,4.685887e-05,0.324461,10841.06,9.224186e-05
3.249000,0.502000,4.640063e-05,0.325860,10818.82,9.243154e-05
3.252000,0.496000,4.593957e-05,0.327246,10796.79,9.262011e-05
3.255000,0.490000,4.547570e-05,0.328617,10774.99,9.280755e-05
3.258000,0.484000,4.500902e-05,0.329975,10753.40,9.299384e-05
3.261000,0.478000,4.453953e-05,0.331318,10732.04,9.317893e-05
3.264000,0.472000,4.406725e-05,0.332648,10710.90,9.336281e-05
3.267000,0.466000,4.359217e-05,0.333963,10689.99,9.354544e-05
3.270000,0.460000,4.311432e-05,0.335264,10669.31,9.372678e-05
3.273000,0.454000,4.263370e-05,0.336550,10648.85,9.390682e-05
3.276000,0.448000,4.215031e-05,0.337822,10628.63,9.408551e-05
3.279000,0.442000,4.166417e-05,0.339080,10608.64,9.426283e-05
3.282000,0.436000,4.117529e-05,0.340322,10588.87,9.443875e-05
3.285000,0.430000,4.068369e-05,0.341551,10569.35,9.461323e-05
3.288000,0.424000,4.018937e-05,0.342764,10550.05,9.478624e-05
3.291000,0.418000,3.969234e-05,0.343962,10531.00,9.495776e-05
3.294000,0.412000,3.919263e-05,0.345146,10512.18,9.512774e-05
3.297000,0.406000,3.869024e-05,0.346314,10493.60,9.529617e-05
3.300000,0.400000,3.818520e-05,0.347468,10475.26,9.546300e-05
3.303000,0.394000,3.767752e-05,0.348606,10457.16,9.562821e-05
3.306000,0.388000,3.716721e-05,0.349729,10439.31,9.579177e-05
3.309000,0.382000,3.665429e-05,0.350836,10421.70,9.595364e-05
3.312000,0.376000,3.613878e-05,0.351929,10404.33,9.611379e-05
3.315000,0.370000,3.562071e-05,0.353005,10387.22,9.627219e-05
3.318000,0.364000,3.510009e-05,0.354066,10370.34,9.642881e-05
3.321000,0.358000,3.457694e-05,0.355112,10353.72,9.658362e-05
3.324000,0.352000,3.405128e-05,0.356142,10337.35,9.673659e-05
3.327000,0.346000,3.352314e-05,0.357155,10321.23,9.688768e-05
3.330000,0.340000,3.299254e-05,0.358153,10305.36,9.703687e-05
3.333000,0.334000,3.245950e-05,0.359135,10289.75,9.718413e-05
3.336000,0.328000,3.192405e-05,0.360101,10274.39,9.732941e-05
3.339000,0.322000,3.138621e-05,0.361051,10259.28,9.747270e-05
3.342000,0.316000,3.084601e-05,0.361985,10244.44,9.761396e-05
3.345000,0.310000,3.030348e-05,0.362903,10229.85,9.775317e-05
3.348000,0.304000,2.975865e-05,0.363804,10215.52,9.789029e-05
3.351000,0.298000,2.921154e-05,0.364689,10201.45,9.802529e-05
3.354000,0.292000,2.866218e-05,0.365557,10187.64,9.815814e-05
3.357000,0.286000,2.811060e-05,0.366409,10174.10,9.828882e-05
3.360000,0.280000,2.755684e-05,0.367244,10160.82,9.841729e-05
3.363000,0.274000,2.700093e-05,0.368063,10147.80,9.854353e-05
3.366000,0.268000,2.644289e-05,0.368865,10135.05,9.866751e-05
3.369000,0.262000,2.588277e-05,0.369650,10122.56,9.878920e-05
3.372000,0.256000,2.532059e-05,0.370418,10110.35,9.890857e-05
3.375000,0.250000,2.475640e-05,0.371170,10098.40,9.902559e-05
3.378000,0.244000,2.419022e-05,0.371904,10086.72,9.914024e-05
3.381000,0.238000,2.362209e-05,0.372622,10075.31,9.925249e-05
3.384000,0.232000,2.305206e-05,0.373322,10064.18,9.936232e-05
3.387000,0.226000,2.248015e-05,0.374005,10053.31,9.946969e-05
3.390000,0.220000,2.190641e-05,0.374672,10042.72,9.957459e-05
3.393000,0.214000,2.133088e-05,0.375320,10032.41,9.967699e-05
3.396000,0.208000,2.075359e-05,0.375952,10022.36,9.977686e-05
3.399000,0.202000,2.017458e-05,0.376566,10012.60,9.987418e-05
3.402000,0.196000,1.959391e-05,0.377163,10003.11,9.996893e-05
3.405000,0.190000,1.901160e-05,0.377742,9993.90,1.000611e-04
3.408000,0.184000,1.842771e-05,0.378304,9984.96,1.001506e-04
3.411000,0.178000,1.784227e-05,0.378849,9976.31,1.002375e-04
3.414000,0.172000,1.725534e-05,0.379375,9967.93,1.003217e-04
3.417000,0.166000,1.666694e-05,0.379884,9959.84,1.004033e-04
3.420000,0.160000,1.607713e-05,0.380376,9952.02,1.004821e-04
3.423000,0.154000,1.548596e-05,0.380850,9944.49,1.005582e-04
3.426000,0.148000,1.489347e-05,0.381306,9937.24,1.006316e-04
3.429000,0.142000,1.429971e-05,0.381744,9930.27,1.007022e-04
3.432000,0.136000,1.370472e-05,0.382164,9923.59,1.007700e-04
3.435000,0.130000,1.310855e-05,0.382567,9917.19,1.008350e-04
3.438000,0.124000,1.251126e-05,0.382951,9911.07,1.008972e-04
3.441000,0.118000,1.191288e-05,0.383318,9905.24,1.009566e-04
3.444000,0.112000,1.131348e-05,0.383667,9899.70,1.010132e-04
3.447000,0.106000,1.071309e-05,0.383997,9894.44,1.010669e-04
3.450000,0.100000,1.011177e-05,0.384310,9889.47,1.011177e-04
3.453000,0.094000,9.509564e-06,0.384605,9884.78,1.011656e-04
3.456000,0.088000,8.906533e-06,0.384881,9880.39,1.012106e-04
3.459000,0.082000,8.302722e-06,0.385140,9876.28,1.012527e-04
3.462000,0.076000,7.698184e-06,0.385380,9872.46,1.012919e-04
3.465000,0.070000,7.092971e-06,0.385602,9868.93,1.013282e-04
3.468000,0.064000,6.487134e-06,0.385806,9865.68,1.013615e-04
3.471000,0.058000,5.880727e-06,0.385992,9862.73,1.013918e-04
3.474000,0.052000,5.273801e-06,0.386160,9860.06,1.014192e-04
3.477000,0.046000,4.666410e-06,0.386309,9857.69,1.014437e-04
3.480000,0.040000,4.058606e-06,0.386440,9855.60,1.014652e-04
3.483000,0.034000,3.450444e-06,0.386553,9853.80,1.014836e-04
3.486000,0.028000,2.841976e-06,0.386648,9852.30,1.014992e-04
3.489000,0.022000,2.233257e-06,0.386724,9851.08,1.015117e-04
3.492000,0.016000,1.624339e-06,0.386782,9850.16,1.015212e-04
3.495000,0.010000,1.015277e-06,0.386822,9849.52,1.015277e-04
3.498000,0.004000,4.061252e-07,0.386844,9849.18,1.015313e-04
3.501000,-0.002000,-2.030637e-07,0.386847,9849.13,1.015318e-04
3.504000,-0.008000,-8.122351e-07,0.386832,9849.36,1.015294e-04
3.507000,-0.014000,-1.421335e-06,0.386799,9849.89,1.015240e-04
3.510000,-0.020000,-2.030310e-06,0.386748,9850.71,1.015155e-04
3.513000,-0.026000,-2.639106e-06,0.386678,9851.82,1.015041e-04
3.516000,-0.032000,-3.247670e-06,0.386590,9853.22,1.014897e-04
3.519000,-0.038000,-3.855947e-06,0.386484,9854.91,1.014723e-04
3.522000,-0.044000,-4.463884e-06,0.386359,9856.89,1.014519e-04
3.525000,-0.050000,-5.071428e-06,0.386217,9859.16,1.014286e-04
3.528000,-0.056000,-5.678525e-06,0.386056,9861.72,1.014022e-04
3.531000,-0.062000,-6.285123e-06,0.385876,9864.56,1.013729e-04
3.534000,-0.068000,-6.891169e-06,0.385679,9867.70,1.013407e-04
3.537000,-0.074000,-7.496610e-06,0.385464,9871.13,1.013055e-04
3.540000,-0.080000,-8.101394e-06,0.385230,9874.84,1.012674e-04
3.543000,-0.086000,-8.705468e-06,0.384978,9878.85,1.012264e-04
3.546000,-0.092000,-9.308783e-06,0.384708,9883.14,1.011824e-04
3.549000,-0.098000,-9.911285e-06,0.384420,9887.72,1.011356e-04
3.552000,-0.104000,-1.051292e-05,0.384114,9892.59,1.010858e-04
3.555000,-0.110000,-1.111365e-05,0.383790,9897.74,1.010332e-04
3.558000,-0.116000,-1.171341e-05,0.383448,9903.18,1.009777e-04
3.561000,-0.122000,-1.231216e-05,0.383088,9908.90,1.009193e-04
3.564000,-0.128000,-1.290984e-05,0.382710,9914.91,1.008582e-04
3.567000,-0.134000,-1.350642e-05,0.382314,9921.21,1.007942e-04
3.570000,-0.140000,-1.410183e-05,0.381900,9927.79,1.007274e-04
3.573000,-0.146000,-1.469603e-05,0.381468,9934.65,1.006578e-04
3.576000,-0.152000,-1.528898e-05,0.381019,9941.80,1.005854e-04
3.579000,-0.158000,-1.588063e-05,0.380552,9949.23,1.005103e-04
3.582000,-0.164000,-1.647092e-05,0.380067,9956.94,1.004325e-04
3.585000,-0.170000,-1.705982e-05,0.379564,9964.93,1.003519e-04
3.588000,-0.176000,-1.764728e-05,0.379044,9973.21,1.002687e-04
3.591000,-0.182000,-1.823326e-05,0.378506,9981.76,1.001827e-04
3.594000,-0.188000,-1.881771e-05,0.377950,9990.59,1.000942e-04
3.597000,-0.194000,-1.940058e-05,0.377377,9999.70,1.000030e-04
3.600000,-0.200000,-1.998184e-05,0.376787,10009.09,9.990919e-05
3.603000,-0.206000,-2.056144e-05,0.376179,10018.75,9.981280e-05
3.606000,-0.212000,-2.113934e-05,0.375554,10028.70,9.971386e-05
3.609000,-0.218000,-2.171550e-05,0.374911,10038.91,9.961239e-05
3.612000,-0.224000,-2.228988e-05,0.374251,10049.40,9.950840e-05
3.615000,-0.230000,-2.286244e-05,0.373574,10060.17,9.940193e-05
3.618000,-0.236000,-2.343315e-05,0.372880,10071.20,9.929299e-05
3.621000,-0.242000,-2.400195e-05,0.372169,10082.51,9.918162e-05
3.624000,-0.248000,-2.456883e-05,0.371441,10094.09,9.906784e-05
3.627000,-0.254000,-2.513373e-05,0.370695,10105.94,9.895168e-05
3.630000,-0.260000,-2.569662e-05,0.369933,10118.06,9.883316e-05
3.633000,-0.266000,-2.625748e-05,0.369154,10130.45,9.871232e-05
3.636000,-0.272000,-2.681626e-05,0.368358,10143.10,9.858917e-05
3.639000,-0.278000,-2.737292e-05,0.367546,10156.02,9.846376e-05
3.642000,-0.284000,-2.792745e-05,0.366717,10169.21,9.833609e-05
3.645000,-0.290000,-2.847980e-05,0.365871,10182.65,9.820622e-05
3.648000,-0.296000,-2.902995e-05,0.365008,10196.37,9.807415e-05
3.651000,-0.302000,-2.957786e-05,0.364130,10210.34,9.793993e-05
3.654000,-0.308000,-3.012350e-05,0.363234,10224.57,9.780358e-05
3.657000,-0.314000,-3.066685e-05,0.362323,10239.07,9.766513e-05
3.660000,-0.320000,-3.120788e-05,0.361395,10253.82,9.752461e-05
3.663000,-0.326000,-3.174655e-05,0.360451,10268.83,9.738205e-05
3.666000,-0.332000,-3.228285e-05,0.359491,10284.10,9.723749e-05
3.669000,-0.338000,-3.281674e-05,0.358514,10299.62,9.709095e-05
3.672000,-0.344000,-3.334821e-05,0.357522,10315.40,9.694246e-05
3.675000,-0.350000,-3.387722e-05,0.356514,10331.43,9.679205e-05
3.678000,-0.356000,-3.440375e-05,0.355490,10347.71,9.663976e-05
3.681000,-0.362000,-3.492779e-05,0.354450,10364.24,9.648561e-05
3.684000,-0.368000,-3.544931e-05,0.353395,10381.02,9.632965e-05
3.687000,-0.374000,-3.596829e-05,0.352324,10398.05,9.617189e-05
3.690000,-0.380000,-3.648470e-05,0.351237,10415.33,9.601236e-05
3.693000,-0.386000,-3.699853e-05,0.350135,10432.85,9.585111e-05
3.696000,-0.392000,-3.750976e-05,0.349018,10450.61,9.568816e-05
3.699000,-0.398000,-3.801837e-05,0.347885,10468.62,9.552355e-05
3.702000,-0.404000,-3.852435e-05,0.346737,10486.87,9.535730e-05
3.705000,-0.410000,-3.902767e-05,0.345574,10505.37,9.518944e-05
3.708000,-0.416000,-3.952833e-05,0.344396,10524.10,9.502002e-05
3.711000,-0.422000,-4.002630e-05,0.343203,10543.07,9.484905e-05
3.714000,-0.428000,-4.052157e-05,0.341995,10562.28,9.467657e-05
3.717000,-0.434000,-4.101414e-05,0.340772,10581.72,9.450262e-05
3.720000,-0.440000,-4.150397e-05,0.339535,10601.39,9.432721e-05
3.723000,-0.446000,-4.199108e-05,0.338283,10621.30,9.415040e-05
3.726000,-0.452000,-4.247543e-05,0.337016,10641.45,9.397219e-05
3.729000,-0.458000,-4.295703e-05,0.335735,10661.82,9.379264e-05
3.732000,-0.464000,-4.343586e-05,0.334439,10682.42,9.361176e-05
3.735000,-0.470000,-4.391191e-05,0.333129,10703.25,9.342959e-05
3.738000,-0.476000,-4.438517e-05,0.331805,10724.30,9.324616e-05
3.741000,-0.482000,-4.485564e-05,0.330466,10745.58,9.306149e-05
3.744000,-0.488000,-4.532331e-05,0.329114,10767.09,9.287563e-05
3.747000,-0.494000,-4.578817e-05,0.327748,10788.81,9.268860e-05
3.750000,-0.500000,-4.625021e-05,0.326367,10810.76,9.250043e-05
3.753000,-0.506000,-4.670944e-05,0.324973,10832.93,9.231114e-05
3.756000,-0.512000,-4.716584e-05,0.323565,10855.31,9.212078e-05
3.759000,-0.518000,-4.761941e-05,0.322144,10877.92,9.192937e-05
3.762000,-0.524000,-4.807015e-05,0.320708,10900.74,9.173693e-05
3.765000,-0.530000,-4.851806e-05,0.319260,10923.77,9.154350e-05
3.768000,-0.536000,-4.896312e-05,0.317798,10947.01,9.134911e-05
3.771000,-0.542000,-4.940535e-05,0.316323,10970.47,9.115378e-05
3.774000,-0.548000,-4.984474e-05,0.314834,10994.14,9.095755e-05
3.777000,-0.554000,-5.028128e-05,0.313332,11018.02,9.076044e-05
3.780000,-0.560000,-5.071499e-05,0.311818,11042.10,9.056248e-05
3.783000,-0.566000,-5.114585e-05,0.310290,11066.39,9.036370e-05
3.786000,-0.572000,-5.157388e-05,0.308749,11090.89,9.016412e-05
3.789000,-0.578000,-5.199906e-05,0.307196,11115.59,8.996378e-05
3.792000,-0.584000,-5.242141e-05,0.305630,11140.49,8.976269e-05
3.795000,-0.590000,-5.284093e-05,0.304051,11165.59,8.956089e-05
3.798000,-0.596000,-5.325761e-05,0.302460,11190.89,8.935840e-05
3.801000,-0.602000,-5.367146e-05,0.300856,11216.39,8.915526e-05
3.804000,-0.608000,-5.408250e-05,0.299240,11242.08,8.895147e-05
3.807000,-0.614000,-5.449071e-05,0.297612,11267.98,8.874708e-05
3.810000,-0.620000,-5.489610e-05,0.295971,11294.06,8.854210e-05
3.813000,-0.626000,-5.529869e-05,0.294318,11320.34,8.833657e-05
3.816000,-0.632000,-5.569847e-05,0.292653,11346.81,8.813050e-05
3.819000,-0.638000,-5.609546e-05,0.290977,11373.47,8.792391e-05
3.822000,-0.644000,-5.648965e-05,0.289288,11400.32,8.771685e-05
3.825000,-0.650000,-5.688106e-05,0.287588,11427.35,8.750932e-05
3.828000,-0.656000,-5.726969e-05,0.285876,11454.58,8.730135e-05
3.831000,-0.662000,-5.765555e-05,0.284152,11481.98,8.709297e-05
3.834000,-0.668000,-5.803864e-05,0.282417,11509.57,8.688419e-05
3.837000,-0.674000,-5.841898e-05,0.280670,11537.35,8.667505e-05
3.840000,-0.680000,-5.879658e-05,0.278912,11565.30,8.646556e-05
3.843000,-0.686000,-5.917144e-05,0.277143,11593.43,8.625574e-05
3.846000,-0.692000,-5.954357e-05,0.275362,11621.74,8.604562e-05
3.849000,-0.698000,-5.991298e-05,0.273570,11650.23,8.583522e-05
3.852000,-0.704000,-6.027969e-05,0.271768,11678.89,8.562456e-05
3.855000,-0.710000,-6.064370e-05,0.269954,11707.73,8.541366e-05
3.858000,-0.716000,-6.100501e-05,0.268130,11736.74,8.520253e-05
3.861000,-0.722000,-6.136365e-05,0.266294,11765.92,8.499121e-05
3.864000,-0.728000,-6.171963e-05,0.264448,11795.28,8.477971e-05
3.867000,-0.734000,-6.207295e-05,0.262591,11824.80,8.456805e-05
3.870000,-0.740000,-6.242362e-05,0.260724,11854.49,8.435625e-05
3.873000,-0.746000,-6.277166e-05,0.258846,11884.34,8.414432e-05
3.876000,-0.752000,-6.311709e-05,0.256958,11914.36,8.393230e-05
3.879000,-0.758000,-6.345990e-05,0.255060,11944.55,8.372018e-05
3.882000,-0.764000,-6.380012e-05,0.253151,11974.90,8.350801e-05
3.885000,-0.770000,-6.413775e-05,0.251232,12005.41,8.329578e-05
3.888000,-0.776000,-6.447281e-05,0.249303,12036.08,8.308352e-05
3.891000,-0.782000,-6.480531e-05,0.247364,12066.91,8.287125e-05
3.894000,-0.788000,-6.513527e-05,0.245415,12097.90,8.265897e-05
3.897000,-0.794000,-6.546270e-05,0.243456,12129.05,8.244672e-05
3.900000,-0.800000,-6.578760e-05,0.241488,12160.35,8.223450e-05
3.903000,-0.806000,-6.611000e-05,0.239509,12191.80,8.202234e-05
3.906000,-0.812000,-6.642991e-05,0.237521,12223.41,8.181024e-05
3.909000,-0.818000,-6.674734e-05,0.235524,12255.17,8.159822e-05
3.912000,-0.824000,-6.706231e-05,0.233517,12287.08,8.138630e-05
3.915000,-0.830000,-6.737482e-05,0.231501,12319.14,8.117449e-05
3.918000,-0.836000,-6.768490e-05,0.229475,12351.35,8.096280e-05
3.921000,-0.842000,-6.799256e-05,0.227440,12383.71,8.075126e-05
3.924000,-0.848000,-6.829781e-05,0.225396,12416.21,8.053987e-05
3.927000,-0.854000,-6.860067e-05,0.223342,12448.86,8.032865e-05
3.930000,-0.860000,-6.890114e-05,0.221280,12481.65,8.011761e-05
3.933000,-0.866000,-6.919926e-05,0.219208,12514.59,7.990676e-05
3.936000,-0.872000,-6.949502e-05,0.217128,12547.66,7.969612e-05
3.939000,-0.878000,-6.978845e-05,0.215039,12580.88,7.948571e-05
3.942000,-0.884000,-7.007956e-05,0.212941,12614.23,7.927552e-05
3.945000,-0.890000,-7.036836e-05,0.210835,12647.73,7.906558e-05
3.948000,-0.896000,-7.065488e-05,0.208719,12681.36,7.885589e-05
3.951000,-0.902000,-7.093911e-05,0.206596,12715.13,7.864647e-05
3.954000,-0.908000,-7.122109e-05,0.204463,12749.03,7.843733e-05
3.957000,-0.914000,-7.150082e-05,0.202323,12783.07,7.822847e-05
3.960000,-0.920000,-7.177833e-05,0.200174,12817.24,7.801992e-05
3.963000,-0.926000,-7.205362e-05,0.198016,12851.54,7.781168e-05
3.966000,-0.932000,-7.232670e-05,0.195851,12885.97,7.760376e-05
3.969000,-0.938000,-7.259761e-05,0.193677,12920.54,7.739617e-05
3.972000,-0.944000,-7.286634e-05,0.191495,12955.23,7.718892e-05
3.975000,-0.950000,-7.313292e-05,0.189305,12990.05,7.698202e-05
3.978000,-0.956000,-7.339736e-05,0.187107,13024.99,7.677548e-05
3.981000,-0.962000,-7.365968e-05,0.184902,13060.06,7.656931e-05
3.984000,-0.968000,-7.391989e-05,0.182688,13095.26,7.636352e-05
3.987000,-0.974000,-7.417800e-05,0.180467,13130.58,7.615811e-05
3.990000,-0.980000,-7.443404e-05,0.178238,13166.02,7.595310e-05
3.993000,-0.986000,-7.468801e-05,0.176001,13201.58,7.574849e-05
3.996000,-0.992000,-7.493994e-05,0.173757,13237.27,7.554429e-05
3.999000,-0.998000,-7.518983e-05,0.171505,13273.07,7.534051e-05
4.002000,-0.996000,-7.483712e-05,0.169251,13308.90,7.513767e-05
4.005000,-0.990000,-7.418814e-05,0.167016,13344.45,7.493751e-05
4.008000,-0.984000,-7.354430e-05,0.164799,13379.69,7.474015e-05
4.011000,-0.978000,-7.290551e-05,0.162602,13414.62,7.454551e-05
4.014000,-0.972000,-7.227167e-05,0.160424,13449.25,7.435357e-05
4.017000,-0.966000,-7.164269e-05,0.158265,13483.58,7.416427e-05
4.020000,-0.960000,-7.101847e-05,0.156125,13517.61,7.397757e-05
4.023000,-0.954000,-7.039892e-05,0.154004,13551.34,7.379342e-05
4.026000,-0.948000,-6.978397e-05,0.151901,13584.78,7.361178e-05
4.029000,-0.942000,-6.917352e-05,0.149816,13617.93,7.343261e-05
4.032000,-0.936000,-6.856749e-05,0.147749,13650.78,7.325587e-05
4.035000,-0.930000,-6.796580e-05,0.145701,13683.35,7.308151e-05
4.038000,-0.924000,-6.736838e-05,0.143671,13715.63,7.290950e-05
4.041000,-0.918000,-6.677514e-05,0.141658,13747.63,7.273980e-05
4.044000,-0.912000,-6.618601e-05,0.139664,13779.35,7.257238e-05
4.047000,-0.906000,-6.560092e-05,0.137687,13810.78,7.240719e-05
4.050000,-0.900000,-6.501979e-05,0.135727,13841.94,7.224421e-05
4.053000,-0.894000,-6.444255e-05,0.133785,13872.82,7.208339e-05
4.056000,-0.888000,-6.386914e-05,0.131860,13903.43,7.192471e-05
4.059000,-0.882000,-6.329949e-05,0.129952,13933.76,7.176813e-05
4.062000,-0.876000,-6.273353e-05,0.128061,13963.83,7.161361e-05
4.065000,-0.870000,-6.217119e-05,0.126187,13993.62,7.146114e-05
4.068000,-0.864000,-6.161242e-05,0.124330,14023.15,7.131067e-05
4.071000,-0.858000,-6.105715e-05,0.122490,14052.41,7.116218e-05
4.074000,-0.852000,-6.050533e-05,0.120666,14081.40,7.101564e-05
4.077000,-0.846000,-5.995689e-05,0.118859,14110.14,7.087103e-05
4.080000,-0.840000,-5.941177e-05,0.117068,14138.61,7.072830e-05
4.083000,-0.834000,-5.886992e-05,0.115294,14166.83,7.058744e-05
4.086000,-0.828000,-5.833129e-05,0.113536,14194.78,7.044842e-05
4.089000,-0.822000,-5.779581e-05,0.111793,14222.48,7.031121e-05
4.092000,-0.816000,-5.726344e-05,0.110067,14249.93,7.017579e-05
4.095000,-0.810000,-5.673412e-05,0.108357,14277.12,7.004213e-05
4.098000,-0.804000,-5.620781e-05,0.106663,14304.06,6.991021e-05
4.101000,-0.798000,-5.568444e-05,0.104984,14330.75,6.978000e-05
4.104000,-0.792000,-5.516398e-05,0.103321,14357.19,6.965149e-05
4.107000,-0.786000,-5.464637e-05,0.101674,14383.39,6.952465e-05
4.110000,-0.780000,-5.413157e-05,0.100042,14409.34,6.939945e-05
4.113000,-0.774000,-5.361953e-05,0.098425,14435.04,6.927588e-05
4.116000,-0.768000,-5.311021e-05,0.096824,14460.50,6.915391e-05
4.119000,-0.762000,-5.260355e-05,0.095238,14485.71,6.903353e-05
4.122000,-0.756000,-5.209952e-05,0.093667,14510.69,6.891471e-05
4.125000,-0.750000,-5.159808e-05,0.092112,14535.43,6.879744e-05
4.128000,-0.744000,-5.109917e-05,0.090571,14559.92,6.868168e-05
4.131000,-0.738000,-5.060277e-05,0.089045,14584.18,6.856744e-05
4.134000,-0.732000,-5.010882e-05,0.087534,14608.21,6.845468e-05
4.137000,-0.726000,-4.961730e-05,0.086038,14631.99,6.834338e-05
4.140000,-0.720000,-4.912815e-05,0.084557,14655.55,6.823354e-05
4.143000,-0.714000,-4.864134e-05,0.083090,14678.87,6.812513e-05
4.146000,-0.708000,-4.815684e-05,0.081638,14701.96,6.801814e-05
4.149000,-0.702000,-4.767461e-05,0.080200,14724.82,6.791254e-05
4.152000,-0.696000,-4.719460e-05,0.078777,14747.45,6.780833e-05
4.155000,-0.690000,-4.671679e-05,0.077368,14769.85,6.770549e-05
4.158000,-0.684000,-4.624113e-05,0.075973,14792.03,6.760399e-05
4.161000,-0.678000,-4.576760e-05,0.074593,14813.97,6.750383e-05
4.164000,-0.672000,-4.529616e-05,0.073227,14835.70,6.740499e-05
4.167000,-0.666000,-4.482677e-05,0.071875,14857.19,6.730746e-05
4.170000,-0.660000,-4.435940e-05,0.070537,14878.47,6.721122e-05
4.173000,-0.654000,-4.389403e-05,0.069213,14899.52,6.711625e-05
4.176000,-0.648000,-4.343061e-05,0.067902,14920.35,6.702255e-05
4.179000,-0.642000,-4.296912e-05,0.066606,14940.96,6.693010e-05
4.182000,-0.636000,-4.250953e-05,0.065324,14961.35,6.683888e-05
4.185000,-0.630000,-4.205180e-05,0.064055,14981.52,6.674889e-05
4.188000,-0.624000,-4.159591e-05,0.062800,15001.48,6.666011e-05
4.191000,-0.618000,-4.114182e-05,0.061559,15021.21,6.657252e-05
4.194000,-0.612000,-4.068951e-05,0.060331,15040.73,6.648612e-05
4.197000,-0.606000,-4.023894e-05,0.059117,15060.04,6.640089e-05
4.200000,-0.600000,-3.979010e-05,0.057916,15079.13,6.631683e-05
4.203000,-0.594000,-3.934295e-05,0.056729,15098.01,6.623391e-05
4.206000,-0.588000,-3.889746e-05,0.055555,15116.67,6.615214e-05
4.209000,-0.582000,-3.845361e-05,0.054395,15135.12,6.607149e-05
4.212000,-0.576000,-3.801137e-05,0.053248,15153.36,6.599196e-05
4.215000,-0.570000,-3.757071e-05,0.052114,15171.39,6.591353e-05
4.218000,-0.564000,-3.713162e-05,0.050993,15189.21,6.583620e-05
4.221000,-0.558000,-3.669406e-05,0.049885,15206.82,6.575996e-05
4.224000,-0.552000,-3.625801e-05,0.048791,15224.22,6.568479e-05
4.227000,-0.546000,-3.582344e-05,0.047709,15241.42,6.561069e-05
4.230000,-0.540000,-3.539033e-05,0.046641,15258.41,6.553764e-05
4.233000,-0.534000,-3.495865e-05,0.045586,15275.19,6.546564e-05
4.236000,-0.528000,-3.452839e-05,0.044543,15291.76,6.539468e-05
4.239000,-0.522000,-3.409951e-05,0.043513,15308.14,6.532474e-05
4.242000,-0.516000,-3.367201e-05,0.042497,15324.30,6.525582e-05
4.245000,-0.510000,-3.324584e-05,0.041493,15340.27,6.518792e-05
4.248000,-0.504000,-3.282099e-05,0.040502,15356.03,6.512102e-05
4.251000,-0.498000,-3.239744e-05,0.039523,15371.58,6.505510e-05
4.254000,-0.492000,-3.197517e-05,0.038557,15386.94,6.499018e-05
4.257000,-0.486000,-3.155415e-05,0.037604,15402.10,6.492623e-05
4.260000,-0.480000,-3.113436e-05,0.036664,15417.05,6.486325e-05
4.263000,-0.474000,-3.071579e-05,0.035736,15431.80,6.480124e-05
