t_s,V_V,I_A,x_adim,R_ohm,G_S
4.266000,-0.468000,-3.029840e-05,0.034820,15446.36,6.474017e-05
4.269000,-0.462000,-2.988219e-05,0.033917,15460.72,6.468006e-05
4.272000,-0.456000,-2.946712e-05,0.033027,15474.87,6.462088e-05
4.275000,-0.450000,-2.905319e-05,0.032149,15488.83,6.456264e-05
4.278000,-0.444000,-2.864036e-05,0.031283,15502.60,6.450532e-05
4.281000,-0.438000,-2.822863e-05,0.030430,15516.16,6.444892e-05
4.284000,-0.432000,-2.781796e-05,0.029589,15529.53,6.439343e-05
4.287000,-0.426000,-2.740835e-05,0.028760,15542.71,6.433885e-05
4.290000,-0.420000,-2.699977e-05,0.027944,15555.69,6.428517e-05
4.293000,-0.414000,-2.659220e-05,0.027140,15568.47,6.423237e-05
4.296000,-0.408000,-2.618563e-05,0.026348,15581.06,6.418047e-05
4.299000,-0.402000,-2.578004e-05,0.025569,15593.46,6.412945e-05
4.302000,-0.396000,-2.537540e-05,0.024801,15605.66,6.407930e-05
4.305000,-0.390000,-2.497171e-05,0.024046,15617.68,6.403001e-05
4.308000,-0.384000,-2.456893e-05,0.023302,15629.49,6.398160e-05
4.311000,-0.378000,-2.416707e-05,0.022571,15641.12,6.393404e-05
4.314000,-0.372000,-2.376609e-05,0.021852,15652.56,6.388733e-05
4.317000,-0.366000,-2.336598e-05,0.021145,15663.80,6.384147e-05
4.320000,-0.360000,-2.296672e-05,0.020449,15674.85,6.379645e-05
4.323000,-0.354000,-2.256830e-05,0.019766,15685.72,6.375227e-05
4.326000,-0.348000,-2.217070e-05,0.019095,15696.39,6.370892e-05
4.329000,-0.342000,-2.177391e-05,0.018436,15706.87,6.366639e-05
4.332000,-0.336000,-2.137790e-05,0.017788,15717.17,6.362469e-05
4.335000,-0.330000,-2.098266e-05,0.017153,15727.28,6.358381e-05
4.338000,-0.324000,-2.058817e-05,0.016529,15737.19,6.354373e-05
4.341000,-0.318000,-2.019442e-05,0.015917,15746.92,6.350447e-05
4.344000,-0.312000,-1.980140e-05,0.015317,15756.46,6.346601e-05
4.347000,-0.306000,-1.940908e-05,0.014728,15765.82,6.342836e-05
4.350000,-0.300000,-1.901745e-05,0.014152,15774.99,6.339149e-05
4.353000,-0.294000,-1.862649e-05,0.013587,15783.97,6.335542e-05
4.356000,-0.288000,-1.823620e-05,0.013034,15792.76,6.332014e-05
4.359000,-0.282000,-1.784655e-05,0.012492,15801.37,6.328564e-05
4.362000,-0.276000,-1.745753e-05,0.011963,15809.80,6.325193e-05
4.365000,-0.270000,-1.706913e-05,0.011444,15818.03,6.321899e-05
4.368000,-0.264000,-1.668132e-05,0.010938,15826.09,6.318682e-05
4.371000,-0.258000,-1.629410e-05,0.010443,15833.95,6.315542e-05
4.374000,-0.252000,-1.590745e-05,0.009960,15841.64,6.312479e-05
4.377000,-0.246000,-1.552135e-05,0.009488,15849.14,6.309493e-05
4.380000,-0.240000,-1.513580e-05,0.009028,15856.45,6.306582e-05
4.383000,-0.234000,-1.475077e-05,0.008580,15863.58,6.303747e-05
4.386000,-0.228000,-1.436625e-05,0.008143,15870.53,6.300987e-05
4.389000,-0.222000,-1.398223e-05,0.007717,15877.29,6.298303e-05
4.392000,-0.216000,-1.359870e-05,0.007304,15883.87,6.295694e-05
4.395000,-0.210000,-1.321563e-05,0.006901,15890.27,6.293159e-05
4.398000,-0.204000,-1.283302e-05,0.006510,15896.49,6.290698e-05
4.401000,-0.198000,-1.245086e-05,0.006131,15902.52,6.288311e-05
4.404000,-0.192000,-1.206912e-05,0.005763,15908.37,6.285998e-05
4.407000,-0.186000,-1.168779e-05,0.005406,15914.04,6.283759e-05
4.410000,-0.180000,-1.130687e-05,0.005061,15919.53,6.281593e-05
4.413000,-0.174000,-1.092633e-05,0.004727,15924.83,6.279500e-05
4.416000,-0.168000,-1.054617e-05,0.004405,15929.96,6.277481e-05
4.419000,-0.162000,-1.016636e-05,0.004094,15934.90,6.275533e-05
4.422000,-0.156000,-9.786907e-06,0.003795,15939.66,6.273659e-05
4.425000,-0.150000,-9.407784e-06,0.003507,15944.24,6.271856e-05
4.428000,-0.144000,-9.028981e-06,0.003230,15948.64,6.270126e-05
4.431000,-0.138000,-8.650485e-06,0.002965,15952.86,6.268467e-05
4.434000,-0.132000,-8.272282e-06,0.002711,15956.90,6.266881e-05
4.437000,-0.126000,-7.894360e-06,0.002468,15960.76,6.265365e-05
4.440000,-0.120000,-7.516706e-06,0.002237,15964.44,6.263922e-05
4.443000,-0.114000,-7.139306e-06,0.002016,15967.94,6.262549e-05
4.446000,-0.108000,-6.762148e-06,0.001808,15971.26,6.261248e-05
4.449000,-0.102000,-6.385218e-06,0.001610,15974.40,6.260018e-05
4.452000,-0.096000,-6.008504e-06,0.001424,15977.35,6.258859e-05
4.455000,-0.090000,-5.631993e-06,0.001249,15980.13,6.257770e-05
4.458000,-0.084000,-5.255672e-06,0.001086,15982.73,6.256752e-05
4.461000,-0.078000,-4.879528e-06,0.000934,15985.15,6.255805e-05
4.464000,-0.072000,-4.503548e-06,0.000793,15987.39,6.254928e-05
4.467000,-0.066000,-4.127720e-06,0.000663,15989.46,6.254122e-05
4.470000,-0.060000,-3.752031e-06,0.000545,15991.34,6.253385e-05
4.473000,-0.054000,-3.376469e-06,0.000438,15993.04,6.252720e-05
4.476000,-0.048000,-3.001019e-06,0.000342,15994.57,6.252124e-05
4.479000,-0.042000,-2.625671e-06,0.000257,15995.91,6.251598e-05
4.482000,-0.036000,-2.250411e-06,0.000184,15997.08,6.251142e-05
4.485000,-0.030000,-1.875227e-06,0.000122,15998.06,6.250757e-05
4.488000,-0.024000,-1.500106e-06,0.000071,15998.87,6.250441e-05
4.491000,-0.018000,-1.125035e-06,0.000031,15999.50,6.250195e-05
4.494000,-0.012000,-7.500023e-07,0.000003,15999.95,6.250019e-05
4.497000,-0.006000,-3.750000e-07,0.000000,16000.00,6.250000e-05
4.500000,0.000000,0.000000e+00,0.000000,16000.00,6.250000e-05
4.503000,0.006000,3.750020e-07,0.000005,15999.91,6.250034e-05
4.506000,0.012000,7.500165e-07,0.000022,15999.65,6.250137e-05
4.509000,0.018000,1.125056e-06,0.000050,15999.20,6.250311e-05
4.512000,0.024000,1.500133e-06,0.000089,15998.58,6.250554e-05
4.515000,0.030000,1.875260e-06,0.000140,15997.78,6.250868e-05
4.518000,0.036000,2.250450e-06,0.000201,15996.80,6.251251e-05
4.521000,0.042000,2.625716e-06,0.000274,15995.64,6.251704e-05
4.524000,0.048000,3.001069e-06,0.000359,15994.30,6.252228e-05
4.527000,0.054000,3.376523e-06,0.000454,15992.78,6.252821e-05
4.530000,0.060000,3.752091e-06,0.000561,15991.08,6.253485e-05
4.533000,0.066000,4.127784e-06,0.000679,15989.21,6.254219e-05
4.536000,0.072000,4.503617e-06,0.000808,15987.15,6.255023e-05
4.539000,0.078000,4.879600e-06,0.000949,15984.92,6.255897e-05
4.542000,0.084000,5.255748e-06,0.001100,15982.50,6.256842e-05
4.545000,0.090000,5.632072e-06,0.001264,15979.91,6.257858e-05
4.548000,0.096000,6.008586e-06,0.001438,15977.14,6.258944e-05
4.551000,0.102000,6.385303e-06,0.001624,15974.18,6.260101e-05
4.554000,0.108000,6.762236e-06,0.001821,15971.05,6.261329e-05
4.557000,0.114000,7.139396e-06,0.002029,15967.74,6.262628e-05
4.560000,0.120000,7.516798e-06,0.002249,15964.24,6.263998e-05
4.563000,0.126000,7.894454e-06,0.002480,15960.57,6.265440e-05
4.566000,0.132000,8.272377e-06,0.002722,15956.72,6.266952e-05
4.569000,0.138000,8.650581e-06,0.002976,15952.69,6.268537e-05
4.572000,0.144000,9.029078e-06,0.003241,15948.47,6.270193e-05
4.575000,0.150000,9.407881e-06,0.003517,15944.08,6.271921e-05
4.578000,0.156000,9.787005e-06,0.003805,15939.50,6.273721e-05
4.581000,0.162000,1.016646e-05,0.004104,15934.75,6.275594e-05
4.584000,0.168000,1.054626e-05,0.004414,15929.81,6.277538e-05
4.587000,0.174000,1.092643e-05,0.004736,15924.69,6.279556e-05
4.590000,0.180000,1.130696e-05,0.005070,15919.39,6.281647e-05
4.593000,0.186000,1.168789e-05,0.005414,15913.91,6.283810e-05
4.596000,0.192000,1.206921e-05,0.005771,15908.25,6.286047e-05
4.599000,0.198000,1.245095e-05,0.006138,15902.40,6.288358e-05
4.602000,0.204000,1.283311e-05,0.006517,15896.38,6.290742e-05
4.605000,0.210000,1.321572e-05,0.006908,15890.17,6.293200e-05
4.608000,0.216000,1.359878e-05,0.007310,15883.77,6.295733e-05
4.611000,0.222000,1.398231e-05,0.007723,15877.20,6.298340e-05
4.614000,0.228000,1.436633e-05,0.008148,15870.44,6.301022e-05
4.617000,0.234000,1.475084e-05,0.008585,15863.50,6.303779e-05
4.620000,0.240000,1.513587e-05,0.009033,15856.38,6.306612e-05
4.623000,0.246000,1.552142e-05,0.009493,15849.07,6.309520e-05
4.626000,0.252000,1.590751e-05,0.009964,15841.57,6.312504e-05
4.629000,0.258000,1.629416e-05,0.010447,15833.90,6.315565e-05
4.632000,0.264000,1.668137e-05,0.010941,15826.04,6.318702e-05
4.635000,0.270000,1.706917e-05,0.011447,15817.99,6.321916e-05
4.638000,0.276000,1.745757e-05,0.011965,15809.76,6.325208e-05
4.641000,0.282000,1.784659e-05,0.012494,15801.34,6.328577e-05
4.644000,0.288000,1.823623e-05,0.013035,15792.74,6.332024e-05
4.647000,0.294000,1.862652e-05,0.013588,15783.95,6.335550e-05
4.650000,0.300000,1.901746e-05,0.014153,15774.97,6.339155e-05
4.653000,0.306000,1.940909e-05,0.014729,15765.81,6.342838e-05
4.656000,0.312000,1.980140e-05,0.015317,15756.46,6.346602e-05
4.659000,0.318000,2.019441e-05,0.015916,15746.93,6.350445e-05
4.662000,0.324000,2.058815e-05,0.016528,15737.20,6.354369e-05
4.665000,0.330000,2.098263e-05,0.017151,15727.29,6.358373e-05
4.668000,0.336000,2.137786e-05,0.017787,15717.19,6.362459e-05
4.671000,0.342000,2.177386e-05,0.018434,15706.91,6.366627e-05
4.674000,0.348000,2.217065e-05,0.019093,15696.43,6.370876e-05
4.677000,0.354000,2.256824e-05,0.019763,15685.76,6.375209e-05
4.680000,0.360000,2.296665e-05,0.020446,15674.90,6.379625e-05
4.683000,0.366000,2.336589e-05,0.021141,15663.86,6.384124e-05
4.686000,0.372000,2.376599e-05,0.021848,15652.62,6.388707e-05
4.689000,0.378000,2.416696e-05,0.022567,15641.19,6.393375e-05
4.692000,0.384000,2.456881e-05,0.023298,15629.57,6.398129e-05
4.695000,0.390000,2.497157e-05,0.024040,15617.76,6.402968e-05
4.698000,0.396000,2.537526e-05,0.024795,15605.75,6.407893e-05
4.701000,0.402000,2.577988e-05,0.025563,15593.56,6.412905e-05
4.704000,0.408000,2.618546e-05,0.026342,15581.17,6.418005e-05
4.707000,0.414000,2.659202e-05,0.027133,15568.58,6.423193e-05
4.710000,0.420000,2.699957e-05,0.027937,15555.80,6.428469e-05
4.713000,0.426000,2.740814e-05,0.028753,15542.83,6.433835e-05
4.716000,0.432000,2.781773e-05,0.029581,15529.66,6.439290e-05
4.719000,0.438000,2.822838e-05,0.030421,15516.30,6.444836e-05
4.722000,0.444000,2.864010e-05,0.031274,15502.74,6.450473e-05
4.725000,0.450000,2.905291e-05,0.032140,15488.98,6.456202e-05
4.728000,0.456000,2.946683e-05,0.033017,15475.03,6.462024e-05
4.731000,0.462000,2.988188e-05,0.033907,15460.88,6.467938e-05
4.734000,0.468000,3.029807e-05,0.034810,15446.53,6.473947e-05
4.737000,0.474000,3.071544e-05,0.035725,15431.98,6.480050e-05
4.740000,0.480000,3.113399e-05,0.036652,15417.23,6.486249e-05
4.743000,0.486000,3.155376e-05,0.037592,15402.28,6.492544e-05
4.746000,0.492000,3.197476e-05,0.038545,15387.14,6.498935e-05
4.749000,0.498000,3.239702e-05,0.039510,15371.79,6.505425e-05
4.752000,0.504000,3.282054e-05,0.040488,15356.24,6.512013e-05
4.755000,0.510000,3.324537e-05,0.041479,15340.48,6.518700e-05
4.758000,0.516000,3.367152e-05,0.042483,15324.53,6.525487e-05
4.761000,0.522000,3.409900e-05,0.043499,15308.37,6.532376e-05
4.764000,0.528000,3.452785e-05,0.044528,15292.00,6.539366e-05
4.767000,0.534000,3.495809e-05,0.045570,15275.43,6.546459e-05
4.770000,0.540000,3.538974e-05,0.046625,15258.66,6.553656e-05
4.773000,0.546000,3.582283e-05,0.047693,15241.68,6.560957e-05
4.776000,0.552000,3.625737e-05,0.048774,15224.49,6.568364e-05
4.779000,0.558000,3.669340e-05,0.049868,15207.09,6.575878e-05
4.782000,0.564000,3.713093e-05,0.050975,15189.49,6.583499e-05
4.785000,0.570000,3.757000e-05,0.052096,15171.68,6.591228e-05
4.788000,0.576000,3.801063e-05,0.053229,15153.66,6.599067e-05
4.791000,0.582000,3.845284e-05,0.054376,15135.42,6.607017e-05
4.794000,0.588000,3.889666e-05,0.055536,15116.98,6.615078e-05
4.797000,0.594000,3.934212e-05,0.056709,15098.32,6.623252e-05
4.800000,0.600000,3.978924e-05,0.057896,15079.45,6.631540e-05
4.803000,0.606000,4.023805e-05,0.059096,15060.37,6.639943e-05
4.806000,0.612000,4.068859e-05,0.060310,15041.07,6.648462e-05
4.809000,0.618000,4.114086e-05,0.061537,15021.56,6.657098e-05
4.812000,0.624000,4.159492e-05,0.062778,15001.83,6.665853e-05
4.815000,0.630000,4.205078e-05,0.064032,14981.89,6.674727e-05
4.818000,0.636000,4.250847e-05,0.065300,14961.72,6.683722e-05
4.821000,0.642000,4.296803e-05,0.066582,14941.34,6.692840e-05
4.824000,0.648000,4.342949e-05,0.067878,14920.74,6.702081e-05
4.827000,0.654000,4.389287e-05,0.069188,14899.92,6.711448e-05
4.830000,0.660000,4.435820e-05,0.070511,14878.87,6.720940e-05
4.833000,0.666000,4.482553e-05,0.071849,14857.60,6.730560e-05
4.836000,0.672000,4.529488e-05,0.073200,14836.11,6.740309e-05
4.839000,0.678000,4.576628e-05,0.074566,14814.40,6.750189e-05
4.842000,0.684000,4.623977e-05,0.075946,14792.46,6.760200e-05
4.845000,0.690000,4.671538e-05,0.077340,14770.30,6.770345e-05
4.848000,0.696000,4.719315e-05,0.078748,14747.90,6.780626e-05
4.851000,0.702000,4.767312e-05,0.080171,14725.28,6.791042e-05
4.854000,0.708000,4.815531e-05,0.081608,14702.43,6.801597e-05
4.857000,0.714000,4.863977e-05,0.083060,14679.35,6.812292e-05
4.860000,0.720000,4.912652e-05,0.084526,14656.03,6.823128e-05
4.863000,0.726000,4.961562e-05,0.086007,14632.49,6.834108e-05
4.866000,0.732000,5.010710e-05,0.087503,14608.71,6.845232e-05
4.869000,0.738000,5.060100e-05,0.089013,14584.69,6.856504e-05
4.872000,0.744000,5.109735e-05,0.090538,14560.44,6.867923e-05
4.875000,0.750000,5.159620e-05,0.092078,14535.95,6.879494e-05
4.878000,0.756000,5.209759e-05,0.093634,14511.23,6.891216e-05
4.881000,0.762000,5.260157e-05,0.095204,14486.26,6.903093e-05
4.884000,0.768000,5.310817e-05,0.096789,14461.05,6.915126e-05
4.887000,0.774000,5.361744e-05,0.098390,14435.60,6.927317e-05
4.890000,0.780000,5.412942e-05,0.100006,14409.91,6.939669e-05
4.893000,0.786000,5.464416e-05,0.101637,14383.97,6.952183e-05
4.896000,0.792000,5.516171e-05,0.103284,14357.79,6.964862e-05
4.899000,0.798000,5.568211e-05,0.104946,14331.35,6.977708e-05
4.902000,0.804000,5.620541e-05,0.106624,14304.67,6.990722e-05
4.905000,0.810000,5.673166e-05,0.108318,14277.74,7.003908e-05
4.908000,0.816000,5.726091e-05,0.110028,14250.56,7.017268e-05
4.911000,0.822000,5.779321e-05,0.111753,14223.12,7.030804e-05
4.914000,0.828000,5.832862e-05,0.113495,14195.43,7.044519e-05
4.917000,0.834000,5.886718e-05,0.115252,14167.49,7.058415e-05
4.920000,0.840000,5.940896e-05,0.117026,14139.28,7.072495e-05
4.923000,0.846000,5.995400e-05,0.118816,14110.82,7.086761e-05
4.926000,0.852000,6.050237e-05,0.120623,14082.09,7.101217e-05
4.929000,0.858000,6.105411e-05,0.122446,14053.11,7.115864e-05
4.932000,0.864000,6.160930e-05,0.124286,14023.86,7.130706e-05
4.935000,0.870000,6.216799e-05,0.126142,13994.34,7.145746e-05
4.938000,0.876000,6.273024e-05,0.128015,13964.56,7.160987e-05
4.941000,0.882000,6.329612e-05,0.129905,13934.50,7.176431e-05
4.944000,0.888000,6.386569e-05,0.131813,13904.18,7.192082e-05
4.947000,0.894000,6.443901e-05,0.133737,13873.58,7.207943e-05
4.950000,0.900000,6.501615e-05,0.135678,13842.71,7.224017e-05
4.953000,0.906000,6.559719e-05,0.137637,13811.57,7.240308e-05
4.956000,0.912000,6.618219e-05,0.139614,13780.14,7.256819e-05
4.959000,0.918000,6.677122e-05,0.141608,13748.44,7.273553e-05
4.962000,0.924000,6.736436e-05,0.143619,13716.45,7.290515e-05
4.965000,0.930000,6.796168e-05,0.145649,13684.18,7.307708e-05
4.968000,0.936000,6.856326e-05,0.147697,13651.63,7.325135e-05
4.971000,0.942000,6.916919e-05,0.149762,13618.78,7.342801e-05
4.974000,0.948000,6.977953e-05,0.151846,13585.65,7.360709e-05
4.977000,0.954000,7.039437e-05,0.153948,13552.22,7.378865e-05
4.980000,0.960000,7.101380e-05,0.156069,13518.50,7.397271e-05
4.983000,0.966000,7.163790e-05,0.158209,13484.48,7.415932e-05
4.986000,0.972000,7.226676e-05,0.160367,13450.17,7.434852e-05
4.989000,0.978000,7.290048e-05,0.162544,13415.55,7.454037e-05
4.992000,0.984000,7.353915e-05,0.164740,13380.63,7.473490e-05
4.995000,0.990000,7.418285e-05,0.166956,13345.40,7.493217e-05
4.998000,0.996000,7.483170e-05,0.169191,13309.87,7.513223e-05
5.001000,0.998000,7.518432e-05,0.171444,13274.04,7.533499e-05
5.004000,0.992000,7.493444e-05,0.173696,13238.24,7.553875e-05
5.007000,0.986000,7.468253e-05,0.175940,13202.55,7.574293e-05
5.010000,0.980000,7.442856e-05,0.178177,13166.99,7.594752e-05
5.013000,0.974000,7.417254e-05,0.180406,13131.54,7.615251e-05
5.016000,0.968000,7.391444e-05,0.182627,13096.22,7.635789e-05
5.019000,0.962000,7.365424e-05,0.184841,13061.03,7.656366e-05
5.022000,0.956000,7.339194e-05,0.187047,13025.95,7.676981e-05
5.025000,0.950000,7.312751e-05,0.189245,12991.01,7.697633e-05
5.028000,0.944000,7.286095e-05,0.191435,12956.19,7.718321e-05
5.031000,0.938000,7.259223e-05,0.193617,12921.49,7.739044e-05
5.034000,0.932000,7.232134e-05,0.195791,12886.93,7.759801e-05
5.037000,0.926000,7.204827e-05,0.197956,12852.49,7.780591e-05
5.040000,0.920000,7.177300e-05,0.200114,12818.19,7.801413e-05
5.043000,0.914000,7.149551e-05,0.202263,12784.02,7.822266e-05
5.046000,0.908000,7.121580e-05,0.204404,12749.98,7.843150e-05
5.049000,0.902000,7.093384e-05,0.206536,12716.08,7.864062e-05
5.052000,0.896000,7.064962e-05,0.208660,12682.31,7.885002e-05
5.055000,0.890000,7.036312e-05,0.210775,12648.67,7.905969e-05
5.058000,0.884000,7.007434e-05,0.212882,12615.17,7.926961e-05
5.061000,0.878000,6.978325e-05,0.214980,12581.82,7.947978e-05
5.064000,0.872000,6.948984e-05,0.217069,12548.60,7.969018e-05
5.067000,0.866000,6.919410e-05,0.219150,12515.52,7.990081e-05
5.070000,0.860000,6.889601e-05,0.221221,12482.58,8.011163e-05
5.073000,0.854000,6.859555e-05,0.223284,12449.79,8.032266e-05
5.076000,0.848000,6.829272e-05,0.225337,12417.14,8.053386e-05
5.079000,0.842000,6.798749e-05,0.227382,12384.63,8.074524e-05
5.082000,0.836000,6.767986e-05,0.229417,12352.27,8.095676e-05
5.085000,0.830000,6.736980e-05,0.231443,12320.06,8.116843e-05
5.088000,0.824000,6.705731e-05,0.233459,12288.00,8.138023e-05
5.091000,0.818000,6.674237e-05,0.235466,12256.08,8.159214e-05
5.094000,0.812000,6.642496e-05,0.237464,12224.32,8.180414e-05
5.097000,0.806000,6.610508e-05,0.239452,12192.71,8.201623e-05
5.100000,0.800000,6.578271e-05,0.241431,12161.25,8.222838e-05
5.103000,0.794000,6.545783e-05,0.243400,12129.95,8.244059e-05
5.106000,0.788000,6.513043e-05,0.245359,12098.80,8.265283e-05
5.109000,0.782000,6.480050e-05,0.247308,12067.81,8.286509e-05
5.112000,0.776000,6.446802e-05,0.249247,12036.98,8.307735e-05
5.115000,0.770000,6.413299e-05,0.251176,12006.30,8.328960e-05
5.118000,0.764000,6.379539e-05,0.253095,11975.79,8.350182e-05
5.121000,0.758000,6.345520e-05,0.255004,11945.44,8.371399e-05
5.124000,0.752000,6.311242e-05,0.256903,11915.25,8.392609e-05
5.127000,0.746000,6.276703e-05,0.258791,11885.22,8.413811e-05
5.130000,0.740000,6.241902e-05,0.260669,11855.36,8.435002e-05
5.133000,0.734000,6.206838e-05,0.262537,11825.67,8.456182e-05
5.136000,0.728000,6.171509e-05,0.264394,11796.14,8.477347e-05
5.139000,0.722000,6.135915e-05,0.266240,11766.79,8.498497e-05
5.142000,0.716000,6.100054e-05,0.268075,11737.60,8.519629e-05
5.145000,0.710000,6.063926e-05,0.269900,11708.59,8.540740e-05
5.148000,0.704000,6.027529e-05,0.271714,11679.75,8.561830e-05
5.151000,0.698000,5.990862e-05,0.273517,11651.08,8.582896e-05
5.154000,0.692000,5.953924e-05,0.275309,11622.59,8.603936e-05
5.157000,0.686000,5.916714e-05,0.277090,11594.27,8.624948e-05
5.160000,0.680000,5.879232e-05,0.278859,11566.14,8.645929e-05
5.163000,0.674000,5.841476e-05,0.280618,11538.18,8.666879e-05
5.166000,0.668000,5.803446e-05,0.282365,11510.40,8.687793e-05
5.169000,0.662000,5.765140e-05,0.284100,11482.81,8.708671e-05
5.172000,0.656000,5.726558e-05,0.285824,11455.40,8.729509e-05
5.175000,0.650000,5.687699e-05,0.287536,11428.17,8.750306e-05
5.178000,0.644000,5.648562e-05,0.289237,11401.13,8.771059e-05
5.181000,0.638000,5.609147e-05,0.290926,11374.28,8.791766e-05
5.184000,0.632000,5.569452e-05,0.292603,11347.61,8.812425e-05
5.187000,0.626000,5.529478e-05,0.294268,11321.14,8.833032e-05
5.190000,0.620000,5.489224e-05,0.295921,11294.86,8.853587e-05
5.193000,0.614000,5.448688e-05,0.297562,11268.77,8.874085e-05
5.196000,0.608000,5.407871e-05,0.299191,11242.87,8.894525e-05
5.199000,0.602000,5.366773e-05,0.300807,11217.17,8.914905e-05
5.202000,0.596000,5.325391e-05,0.302411,11191.67,8.935220e-05
5.205000,0.590000,5.283727e-05,0.304003,11166.36,8.955470e-05
5.208000,0.584000,5.241780e-05,0.305582,11141.25,8.975651e-05
5.211000,0.578000,5.199550e-05,0.307148,11116.35,8.995761e-05
5.214000,0.572000,5.157036e-05,0.308702,11091.64,9.015797e-05
5.217000,0.566000,5.114238e-05,0.310243,11067.14,9.035756e-05
5.220000,0.560000,5.071156e-05,0.311771,11042.85,9.055636e-05
5.223000,0.554000,5.027790e-05,0.313286,11018.76,9.075434e-05
5.226000,0.548000,4.984140e-05,0.314788,10994.88,9.095147e-05
5.229000,0.542000,4.940206e-05,0.316277,10971.20,9.114772e-05
5.232000,0.536000,4.895988e-05,0.317752,10947.74,9.134306e-05
5.235000,0.530000,4.851486e-05,0.319215,10924.49,9.153747e-05
5.238000,0.524000,4.806700e-05,0.320664,10901.45,9.173092e-05
5.241000,0.518000,4.761631e-05,0.322099,10878.62,9.192338e-05
5.244000,0.512000,4.716279e-05,0.323521,10856.02,9.211482e-05
5.247000,0.506000,4.670644e-05,0.324929,10833.62,9.230521e-05
5.250000,0.500000,4.624726e-05,0.326324,10811.45,9.249452e-05
5.253000,0.494000,4.578526e-05,0.327705,10789.50,9.268272e-05
5.256000,0.488000,4.532045e-05,0.329071,10767.77,9.286978e-05
5.259000,0.482000,4.485283e-05,0.330424,10746.26,9.305567e-05
5.262000,0.476000,4.438241e-05,0.331763,10724.97,9.324036e-05
5.265000,0.470000,4.390920e-05,0.333088,10703.91,9.342383e-05
5.268000,0.464000,4.343320e-05,0.334398,10683.07,9.360603e-05
5.271000,0.458000,4.295442e-05,0.335694,10662.47,9.378694e-05
5.274000,0.452000,4.247287e-05,0.336976,10642.09,9.396653e-05
5.277000,0.446000,4.198857e-05,0.338243,10621.94,9.414477e-05
5.280000,0.440000,4.150152e-05,0.339495,10602.02,9.432163e-05
5.283000,0.434000,4.101173e-05,0.340733,10582.34,9.449707e-05
5.286000,0.428000,4.051921e-05,0.341957,10562.89,9.467106e-05
5.289000,0.422000,4.002399e-05,0.343165,10543.68,9.484358e-05
5.292000,0.416000,3.952607e-05,0.344359,10524.70,9.501459e-05
5.295000,0.410000,3.902546e-05,0.345537,10505.96,9.518406e-05
5.298000,0.404000,3.852219e-05,0.346701,10487.46,9.535196e-05
5.301000,0.398000,3.801627e-05,0.347849,10469.20,9.551825e-05
5.304000,0.392000,3.750770e-05,0.348982,10451.19,9.568292e-05
5.307000,0.386000,3.699652e-05,0.350100,10433.41,9.584591e-05
5.310000,0.380000,3.648274e-05,0.351202,10415.88,9.600721e-05
5.313000,0.374000,3.596638e-05,0.352289,10398.60,9.616679e-05
5.316000,0.368000,3.544745e-05,0.353361,10381.56,9.632460e-05
5.319000,0.362000,3.492598e-05,0.354417,10364.78,9.648062e-05
5.322000,0.356000,3.440200e-05,0.355457,10348.24,9.663482e-05
5.325000,0.350000,3.387551e-05,0.356481,10331.95,9.678716e-05
5.328000,0.344000,3.334654e-05,0.357490,10315.91,9.693763e-05
5.331000,0.338000,3.281513e-05,0.358483,10300.13,9.708617e-05
5.334000,0.332000,3.228128e-05,0.359459,10284.60,9.723277e-05
5.337000,0.326000,3.174503e-05,0.360420,10269.32,9.737740e-05
5.340000,0.320000,3.120641e-05,0.361364,10254.31,9.752002e-05
5.343000,0.314000,3.066543e-05,0.362293,10239.54,9.766060e-05
5.346000,0.308000,3.012213e-05,0.363205,10225.04,9.779911e-05
5.349000,0.302000,2.957653e-05,0.364101,10210.80,9.793552e-05
5.352000,0.296000,2.902866e-05,0.364980,10196.82,9.806981e-05
5.355000,0.290000,2.847856e-05,0.365843,10183.10,9.820194e-05
5.358000,0.284000,2.792626e-05,0.366689,10169.64,9.833189e-05
5.361000,0.278000,2.737178e-05,0.367519,10156.45,9.845962e-05
5.364000,0.272000,2.681515e-05,0.368332,10143.52,9.858511e-05
5.367000,0.266000,2.625642e-05,0.369128,10130.86,9.870833e-05
5.370000,0.260000,2.569560e-05,0.369908,10118.46,9.882925e-05
5.373000,0.254000,2.513275e-05,0.370671,10106.34,9.894784e-05
5.376000,0.248000,2.456789e-05,0.371417,10094.48,9.906407e-05
5.379000,0.242000,2.400106e-05,0.372145,10082.89,9.917793e-05
5.382000,0.236000,2.343229e-05,0.372857,10071.57,9.928937e-05
5.385000,0.230000,2.286163e-05,0.373552,10060.53,9.939839e-05
5.388000,0.224000,2.228911e-05,0.374229,10049.75,9.950494e-05
5.391000,0.218000,2.171476e-05,0.374890,10039.25,9.960900e-05
5.394000,0.212000,2.113864e-05,0.375533,10029.03,9.971056e-05
5.397000,0.206000,2.056077e-05,0.376159,10019.08,9.980958e-05
5.400000,0.200000,1.998121e-05,0.376767,10009.40,9.990605e-05
5.403000,0.194000,1.939999e-05,0.377358,10000.01,9.999993e-05
5.406000,0.188000,1.881715e-05,0.377932,9990.89,1.000912e-04
5.409000,0.182000,1.823273e-05,0.378488,9982.05,1.001799e-04
5.412000,0.176000,1.764679e-05,0.379026,9973.48,1.002659e-04
