t_s,V_in_V,I_sim_A,x_sim,R_sim_ohm,G_sim_S,P_sim_W
1.360023,-0.904857,-1.136864e-04,0.505594,7961.05,1.256116e-04,1.028699e-04
1.362023,-0.907514,-1.135050e-04,0.503322,7997.17,1.250442e-04,1.030074e-04
1.364023,-0.910136,-1.133217e-04,0.501054,8033.24,1.244828e-04,1.031381e-04
1.366023,-0.912721,-1.131363e-04,0.498790,8069.24,1.239274e-04,1.032619e-04
1.368023,-0.915270,-1.129490e-04,0.496529,8105.19,1.233778e-04,1.033788e-04
1.370023,-0.917783,-1.127597e-04,0.494272,8141.08,1.228339e-04,1.034890e-04
1.372023,-0.920260,-1.125685e-04,0.492019,8176.90,1.222957e-04,1.035923e-04
1.374023,-0.922700,-1.123754e-04,0.489769,8212.67,1.217631e-04,1.036888e-04
1.376023,-0.925105,-1.121803e-04,0.487524,8248.37,1.212361e-04,1.037785e-04
1.378023,-0.927472,-1.119834e-04,0.485282,8284.01,1.207145e-04,1.038615e-04
1.380023,-0.929803,-1.117846e-04,0.483045,8319.59,1.201983e-04,1.039377e-04
1.382023,-0.932097,-1.115840e-04,0.480811,8355.10,1.196874e-04,1.040071e-04
1.384023,-0.934355,-1.113815e-04,0.478582,8390.55,1.191817e-04,1.040698e-04
1.386023,-0.936575,-1.111772e-04,0.476356,8425.94,1.186812e-04,1.041258e-04
1.388023,-0.938759,-1.109711e-04,0.474135,8461.26,1.181858e-04,1.041751e-04
1.390023,-0.940905,-1.107632e-04,0.471918,8496.51,1.176954e-04,1.042177e-04
1.392023,-0.943015,-1.105535e-04,0.469705,8531.70,1.172100e-04,1.042536e-04
1.394023,-0.945087,-1.103421e-04,0.467496,8566.82,1.167295e-04,1.042829e-04
1.396023,-0.947122,-1.101289e-04,0.465291,8601.87,1.162538e-04,1.043055e-04
1.398023,-0.949119,-1.099140e-04,0.463091,8636.86,1.157829e-04,1.043215e-04
1.400023,-0.951079,-1.096973e-04,0.460895,8671.77,1.153167e-04,1.043309e-04
1.402023,-0.953002,-1.094790e-04,0.458703,8706.62,1.148551e-04,1.043337e-04
1.404023,-0.954886,-1.092590e-04,0.456516,8741.40,1.143982e-04,1.043299e-04
1.406023,-0.956733,-1.090373e-04,0.454333,8776.11,1.139458e-04,1.043196e-04
1.408023,-0.958543,-1.088139e-04,0.452155,8810.74,1.134978e-04,1.043028e-04
1.410024,-0.960314,-1.085889e-04,0.449981,8845.31,1.130543e-04,1.042794e-04
1.412024,-0.962048,-1.083622e-04,0.447811,8879.80,1.126151e-04,1.042496e-04
1.414024,-0.963743,-1.081339e-04,0.445646,8914.22,1.121803e-04,1.042133e-04
1.416024,-0.965401,-1.079040e-04,0.443486,8948.57,1.117497e-04,1.041706e-04
1.418024,-0.967020,-1.076724e-04,0.441331,8982.85,1.113233e-04,1.041214e-04
1.420024,-0.968602,-1.074393e-04,0.439179,9017.05,1.109011e-04,1.040659e-04
1.422024,-0.970145,-1.072046e-04,0.437033,9051.17,1.104829e-04,1.040040e-04
1.424024,-0.971649,-1.069683e-04,0.434892,9085.22,1.100688e-04,1.039357e-04
1.426024,-0.973116,-1.067305e-04,0.432755,9119.20,1.096587e-04,1.038611e-04
1.428024,-0.974544,-1.064911e-04,0.430623,9153.10,1.092526e-04,1.037802e-04
1.430024,-0.975933,-1.062502e-04,0.428495,9186.92,1.088504e-04,1.036931e-04
1.432024,-0.977284,-1.060078e-04,0.426373,9220.67,1.084520e-04,1.035997e-04
1.434024,-0.978596,-1.057638e-04,0.424255,9254.34,1.080574e-04,1.035001e-04
1.436024,-0.979870,-1.055183e-04,0.422143,9287.93,1.076666e-04,1.033942e-04
1.438024,-0.981105,-1.052713e-04,0.420035,9321.45,1.072795e-04,1.032823e-04
1.440024,-0.982301,-1.050229e-04,0.417932,9354.88,1.068961e-04,1.031641e-04
1.442024,-0.983459,-1.047730e-04,0.415834,9388.24,1.065163e-04,1.030399e-04
1.444024,-0.984578,-1.045216e-04,0.413741,9421.51,1.061401e-04,1.029096e-04
1.446024,-0.985657,-1.042687e-04,0.411654,9454.71,1.057674e-04,1.027732e-04
1.448024,-0.986698,-1.040144e-04,0.409571,9487.82,1.053982e-04,1.026308e-04
1.450024,-0.987700,-1.037586e-04,0.407493,9520.86,1.050325e-04,1.024824e-04
1.452024,-0.988663,-1.035015e-04,0.405421,9553.81,1.046703e-04,1.023281e-04
1.454024,-0.989587,-1.032429e-04,0.403353,9586.68,1.043114e-04,1.021678e-04
1.456024,-0.990472,-1.029829e-04,0.401291,9619.47,1.039558e-04,1.020016e-04
1.458024,-0.991318,-1.027215e-04,0.399234,9652.17,1.036036e-04,1.018296e-04
1.460024,-0.992124,-1.024587e-04,0.397183,9684.80,1.032546e-04,1.016517e-04
1.462024,-0.992892,-1.021945e-04,0.395136,9717.33,1.029089e-04,1.014680e-04
1.464024,-0.993620,-1.019289e-04,0.393095,9749.79,1.025663e-04,1.012786e-04
1.466024,-0.994309,-1.016620e-04,0.391059,9782.16,1.022270e-04,1.010834e-04
1.468024,-0.994959,-1.013937e-04,0.389029,9814.44,1.018907e-04,1.008825e-04
1.470025,-0.995569,-1.011240e-04,0.387004,9846.64,1.015575e-04,1.006760e-04
1.472025,-0.996140,-1.008531e-04,0.384984,9878.75,1.012274e-04,1.004638e-04
1.474025,-0.996672,-1.005807e-04,0.382970,9910.78,1.009003e-04,1.002460e-04
1.476025,-0.997165,-1.003071e-04,0.380961,9942.71,1.005762e-04,1.000227e-04
1.478025,-0.997618,-1.000321e-04,0.378958,9974.57,1.002550e-04,9.979382e-05
1.480025,-0.998032,-9.975583e-05,0.376960,10006.33,9.993673e-05,9.955947e-05
1.482025,-0.998406,-9.947825e-05,0.374968,10038.01,9.962137e-05,9.931967e-05
1.484025,-0.998741,-9.919936e-05,0.372982,10069.59,9.930887e-05,9.907446e-05
1.486025,-0.999036,-9.891919e-05,0.371000,10101.09,9.899919e-05,9.882387e-05
1.488025,-0.999292,-9.863774e-05,0.369025,10132.50,9.869231e-05,9.856794e-05
1.490025,-0.999509,-9.835501e-05,0.367055,10163.82,9.838819e-05,9.830672e-05
1.492025,-0.999686,-9.807102e-05,0.365091,10195.05,9.808680e-05,9.804024e-05
1.494025,-0.999824,-9.778577e-05,0.363133,10226.19,9.778813e-05,9.776854e-05
1.496025,-0.999922,-9.749926e-05,0.361180,10257.24,9.749213e-05,9.749166e-05
1.498025,-0.999981,-9.721151e-05,0.359233,10288.20,9.719878e-05,9.720964e-05
1.500025,-1.000000,-9.692252e-05,0.357292,10319.06,9.690805e-05,9.692252e-05
1.502025,-0.999980,-9.663231e-05,0.355356,10349.83,9.661992e-05,9.663035e-05
1.504025,-0.999920,-9.634086e-05,0.353427,10380.51,9.633435e-05,9.633316e-05
1.506025,-0.999821,-9.604820e-05,0.351503,10411.10,9.605132e-05,9.603100e-05
1.508025,-0.999682,-9.575433e-05,0.349585,10441.60,9.577081e-05,9.572390e-05
1.510025,-0.999504,-9.545926e-05,0.347673,10472.00,9.549278e-05,9.541192e-05
1.512025,-0.999286,-9.516299e-05,0.345767,10502.30,9.521721e-05,9.509509e-05
1.514025,-0.999029,-9.486552e-05,0.343867,10532.51,9.494409e-05,9.477345e-05
1.516025,-0.998733,-9.456688e-05,0.341973,10562.63,9.467337e-05,9.444706e-05
1.518025,-0.998397,-9.426706e-05,0.340085,10592.65,9.440504e-05,9.411595e-05
1.520025,-0.998022,-9.396606e-05,0.338202,10622.58,9.413908e-05,9.378017e-05
1.522025,-0.997607,-9.366390e-05,0.336326,10652.41,9.387545e-05,9.343977e-05
1.524025,-0.997153,-9.336059e-05,0.334456,10682.15,9.361414e-05,9.309478e-05
1.526025,-0.996659,-9.305612e-05,0.332592,10711.78,9.335513e-05,9.274526e-05
1.528025,-0.996127,-9.275051e-05,0.330734,10741.33,9.309838e-05,9.239124e-05
1.530026,-0.995554,-9.244375e-05,0.328882,10770.77,9.284388e-05,9.203279e-05
1.532026,-0.994943,-9.213587e-05,0.327037,10800.11,9.259161e-05,9.166994e-05
1.534026,-0.994292,-9.182686e-05,0.325197,10829.36,9.234154e-05,9.130273e-05
1.536026,-0.993602,-9.151673e-05,0.323364,10858.51,9.209366e-05,9.093122e-05
1.538026,-0.992873,-9.120548e-05,0.321537,10887.56,9.184793e-05,9.055546e-05
1.540026,-0.992105,-9.089312e-05,0.319716,10916.51,9.160434e-05,9.017548e-05
1.542026,-0.991297,-9.057966e-05,0.317902,10945.36,9.136288e-05,8.979135e-05
1.544026,-0.990450,-9.026511e-05,0.316093,10974.12,9.112351e-05,8.940310e-05
1.546026,-0.989564,-8.994946e-05,0.314291,11002.77,9.088622e-05,8.901079e-05
1.548026,-0.988640,-8.963273e-05,0.312496,11031.32,9.065099e-05,8.861447e-05
1.550026,-0.987676,-8.931493e-05,0.310706,11059.77,9.041780e-05,8.821418e-05
1.552026,-0.986673,-8.899604e-05,0.308923,11088.12,9.018663e-05,8.780997e-05
1.554026,-0.985631,-8.867609e-05,0.307147,11116.37,8.995746e-05,8.740189e-05
1.556026,-0.984550,-8.835508e-05,0.305377,11144.51,8.973027e-05,8.699000e-05
1.558026,-0.983430,-8.803302e-05,0.303613,11172.55,8.950505e-05,8.657435e-05
1.560026,-0.982272,-8.770990e-05,0.301856,11200.49,8.928177e-05,8.615497e-05
1.562026,-0.981075,-8.738574e-05,0.300105,11228.33,8.906042e-05,8.573193e-05
1.564026,-0.979839,-8.706054e-05,0.298361,11256.07,8.884098e-05,8.530528e-05
1.566026,-0.978564,-8.673430e-05,0.296623,11283.70,8.862343e-05,8.487507e-05
1.568026,-0.977251,-8.640704e-05,0.294892,11311.22,8.840776e-05,8.444134e-05
1.570026,-0.975899,-8.607875e-05,0.293167,11338.65,8.819394e-05,8.400416e-05
1.572026,-0.974508,-8.574945e-05,0.291449,11365.97,8.798197e-05,8.356356e-05
1.574026,-0.973080,-8.541914e-05,0.289737,11393.18,8.777182e-05,8.311962e-05
1.576026,-0.971612,-8.508782e-05,0.288032,11420.29,8.756348e-05,8.267237e-05
1.578026,-0.970107,-8.475551e-05,0.286334,11447.29,8.735693e-05,8.222187e-05
1.580026,-0.968563,-8.442219e-05,0.284642,11474.19,8.715215e-05,8.176818e-05
1.582026,-0.966980,-8.408789e-05,0.282957,11500.98,8.694914e-05,8.131134e-05
1.584026,-0.965360,-8.375260e-05,0.281279,11527.66,8.674787e-05,8.085141e-05
1.586026,-0.963702,-8.341634e-05,0.279608,11554.24,8.654833e-05,8.038845e-05
1.588026,-0.962005,-8.307910e-05,0.277943,11580.71,8.635051e-05,7.992250e-05
1.590027,-0.960270,-8.274089e-05,0.276285,11607.07,8.615439e-05,7.945363e-05
1.592027,-0.958498,-8.240172e-05,0.274634,11633.33,8.595995e-05,7.898188e-05
1.594027,-0.956688,-8.206159e-05,0.272989,11659.47,8.576718e-05,7.850732e-05
1.596027,-0.954840,-8.172051e-05,0.271352,11685.51,8.557606e-05,7.802999e-05
1.598027,-0.952954,-8.137848e-05,0.269721,11711.44,8.538659e-05,7.754995e-05
1.600027,-0.951031,-8.103551e-05,0.268097,11737.26,8.519875e-05,7.706725e-05
1.602027,-0.949070,-8.069161e-05,0.266480,11762.97,8.501252e-05,7.658196e-05
1.604027,-0.947071,-8.034677e-05,0.264869,11788.58,8.482789e-05,7.609412e-05
1.606027,-0.945036,-8.000100e-05,0.263266,11814.07,8.464484e-05,7.560379e-05
1.608027,-0.942963,-7.965432e-05,0.261670,11839.45,8.446337e-05,7.511103e-05
1.610027,-0.940852,-7.930671e-05,0.260080,11864.72,8.428347e-05,7.461590e-05
1.612027,-0.938705,-7.895820e-05,0.258498,11889.88,8.410510e-05,7.411844e-05
1.614027,-0.936520,-7.860878e-05,0.256922,11914.94,8.392828e-05,7.361871e-05
1.616027,-0.934299,-7.825846e-05,0.255354,11939.87,8.375298e-05,7.311678e-05
1.618027,-0.932040,-7.790724e-05,0.253792,11964.70,8.357918e-05,7.261270e-05
1.620027,-0.929745,-7.755513e-05,0.252238,11989.42,8.340689e-05,7.210652e-05
1.622027,-0.927413,-7.720214e-05,0.250690,12014.02,8.323608e-05,7.159830e-05
1.624027,-0.925045,-7.684827e-05,0.249150,12038.51,8.306674e-05,7.108810e-05
1.626027,-0.922640,-7.649352e-05,0.247617,12062.89,8.289887e-05,7.057597e-05
1.628027,-0.920198,-7.613789e-05,0.246091,12087.16,8.273244e-05,7.006197e-05
1.630027,-0.917721,-7.578141e-05,0.244572,12111.31,8.256746e-05,6.954617e-05
1.632027,-0.915207,-7.542406e-05,0.243060,12135.35,8.240390e-05,6.902861e-05
1.634027,-0.912657,-7.506586e-05,0.241555,12159.27,8.224176e-05,6.850935e-05
1.636027,-0.910070,-7.470680e-05,0.240058,12183.08,8.208102e-05,6.798845e-05
1.638027,-0.907448,-7.434690e-05,0.238567,12206.78,8.192168e-05,6.746597e-05
1.640027,-0.904790,-7.398616e-05,0.237084,12230.36,8.176372e-05,6.694197e-05
1.642027,-0.902097,-7.362458e-05,0.235608,12253.83,8.160714e-05,6.641650e-05
1.644027,-0.899368,-7.326217e-05,0.234139,12277.18,8.145192e-05,6.588962e-05
1.646027,-0.896603,-7.289893e-05,0.232678,12300.42,8.129804e-05,6.536139e-05
1.648027,-0.893803,-7.253487e-05,0.231224,12323.54,8.114552e-05,6.483187e-05
1.650028,-0.890967,-7.217000e-05,0.229777,12346.55,8.099432e-05,6.430111e-05
1.652028,-0.888097,-7.180431e-05,0.228337,12369.43,8.084444e-05,6.376917e-05
1.654028,-0.885191,-7.143781e-05,0.226905,12392.21,8.069588e-05,6.323611e-05
1.656028,-0.882250,-7.107052e-05,0.225480,12414.86,8.054862e-05,6.270199e-05
1.658028,-0.879275,-7.070242e-05,0.224063,12437.40,8.040265e-05,6.216687e-05
1.660028,-0.876265,-7.033354e-05,0.222653,12459.82,8.025796e-05,6.163080e-05
1.662028,-0.873220,-6.996386e-05,0.221250,12482.13,8.011455e-05,6.109385e-05
1.664028,-0.870141,-6.959341e-05,0.219854,12504.31,7.997240e-05,6.055606e-05
1.666028,-0.867027,-6.922217e-05,0.218466,12526.38,7.983150e-05,6.001751e-05
1.668028,-0.863879,-6.885016e-05,0.217086,12548.33,7.969185e-05,5.947824e-05
1.670028,-0.860698,-6.847738e-05,0.215713,12570.17,7.955344e-05,5.893831e-05
1.672028,-0.857482,-6.810384e-05,0.214347,12591.88,7.941626e-05,5.839779e-05
1.674028,-0.854232,-6.772954e-05,0.212989,12613.47,7.928030e-05,5.785673e-05
1.676028,-0.850948,-6.735449e-05,0.211638,12634.95,7.914555e-05,5.731519e-05
1.678028,-0.847631,-6.697868e-05,0.210295,12656.31,7.901200e-05,5.677323e-05
1.680028,-0.844281,-6.660213e-05,0.208960,12677.54,7.887965e-05,5.623090e-05
1.682028,-0.840897,-6.622484e-05,0.207632,12698.66,7.874848e-05,5.568827e-05
1.684028,-0.837480,-6.584682e-05,0.206311,12719.65,7.861849e-05,5.514538e-05
1.686028,-0.834030,-6.546806e-05,0.204998,12740.53,7.848967e-05,5.460231e-05
1.688028,-0.830547,-6.508858e-05,0.203693,12761.29,7.836201e-05,5.405911e-05
1.690028,-0.827031,-6.470838e-05,0.202395,12781.92,7.823550e-05,5.351583e-05
1.692028,-0.823482,-6.432746e-05,0.201105,12802.43,7.811014e-05,5.297253e-05
1.694028,-0.819901,-6.394583e-05,0.199822,12822.83,7.798592e-05,5.242927e-05
1.696028,-0.816288,-6.356349e-05,0.198547,12843.10,7.786283e-05,5.188612e-05
1.698028,-0.812642,-6.318046e-05,0.197280,12863.25,7.774087e-05,5.134311e-05
1.700028,-0.808965,-6.279672e-05,0.196020,12883.27,7.762002e-05,5.080033e-05
1.702028,-0.805255,-6.241229e-05,0.194769,12903.18,7.750028e-05,5.025781e-05
1.704028,-0.801514,-6.202717e-05,0.193524,12922.96,7.738164e-05,4.971562e-05
1.706028,-0.797741,-6.164137e-05,0.192288,12942.62,7.726409e-05,4.917382e-05
1.708028,-0.793936,-6.125489e-05,0.191059,12962.16,7.714763e-05,4.863246e-05
1.710029,-0.790100,-6.086773e-05,0.189838,12981.57,7.703226e-05,4.809160e-05
1.712029,-0.786233,-6.047991e-05,0.188625,13000.87,7.691795e-05,4.755130e-05
1.714029,-0.782335,-6.009142e-05,0.187419,13020.03,7.680472e-05,4.701162e-05
1.716029,-0.778406,-5.970227e-05,0.186222,13039.08,7.669254e-05,4.647260e-05
1.718029,-0.774446,-5.931247e-05,0.185032,13058.00,7.658142e-05,4.593431e-05
1.720029,-0.770456,-5.892201e-05,0.183849,13076.79,7.647134e-05,4.539681e-05
1.722029,-0.766435,-5.853091e-05,0.182675,13095.47,7.636231e-05,4.486014e-05
1.724029,-0.762384,-5.813917e-05,0.181509,13114.01,7.625430e-05,4.432438e-05
1.726029,-0.758303,-5.774679e-05,0.180350,13132.44,7.614733e-05,4.378956e-05
1.728029,-0.754192,-5.735378e-05,0.179199,13150.73,7.604138e-05,4.325576e-05
1.730029,-0.750051,-5.696014e-05,0.178056,13168.91,7.593645e-05,4.272302e-05
1.732029,-0.745881,-5.656587e-05,0.176921,13186.95,7.583252e-05,4.219140e-05
1.734029,-0.741681,-5.617099e-05,0.175794,13204.88,7.572960e-05,4.166095e-05
1.736029,-0.737452,-5.577550e-05,0.174675,13222.67,7.562767e-05,4.113174e-05
1.738029,-0.733193,-5.537940e-05,0.173563,13240.34,7.552674e-05,4.060381e-05
1.740029,-0.728906,-5.498269e-05,0.172460,13257.89,7.542679e-05,4.007723e-05
1.742029,-0.724590,-5.458538e-05,0.171364,13275.31,7.532783e-05,3.955204e-05
1.744029,-0.720246,-5.418748e-05,0.170277,13292.60,7.522984e-05,3.902830e-05
1.746029,-0.715873,-5.378899e-05,0.169197,13309.76,7.513282e-05,3.850606e-05
1.748029,-0.711471,-5.338991e-05,0.168126,13326.80,7.503676e-05,3.798539e-05
1.750029,-0.707042,-5.299025e-05,0.167062,13343.71,7.494166e-05,3.746633e-05
1.752029,-0.702585,-5.259001e-05,0.166006,13360.50,7.484752e-05,3.694894e-05
1.754029,-0.698100,-5.218920e-05,0.164959,13377.15,7.475432e-05,3.643326e-05
1.756029,-0.693587,-5.178783e-05,0.163919,13393.68,7.466206e-05,3.591937e-05
1.758029,-0.689047,-5.138589e-05,0.162888,13410.08,7.457075e-05,3.540730e-05
1.760029,-0.684480,-5.098339e-05,0.161864,13426.36,7.448036e-05,3.489711e-05
1.762029,-0.679886,-5.058034e-05,0.160849,13442.50,7.439091e-05,3.438885e-05
1.764029,-0.675265,-5.017674e-05,0.159841,13458.52,7.430237e-05,3.388258e-05
1.766029,-0.670617,-4.977260e-05,0.158842,13474.41,7.421476e-05,3.337835e-05
1.768029,-0.665943,-4.936792e-05,0.157851,13490.17,7.412805e-05,3.287621e-05
1.770030,-0.661242,-4.896270e-05,0.156868,13505.80,7.404226e-05,3.237621e-05
1.772030,-0.656516,-4.855695e-05,0.155893,13521.30,7.395737e-05,3.187840e-05
1.774030,-0.651763,-4.815068e-05,0.154926,13536.68,7.387338e-05,3.138284e-05
1.776030,-0.646985,-4.774388e-05,0.153967,13551.92,7.379028e-05,3.088958e-05
1.778030,-0.642181,-4.733657e-05,0.153017,13567.03,7.370807e-05,3.039866e-05
1.780030,-0.637352,-4.692875e-05,0.152074,13582.02,7.362675e-05,2.991014e-05
1.782030,-0.632498,-4.652042e-05,0.151140,13596.87,7.354631e-05,2.942407e-05
1.784030,-0.627619,-4.611158e-05,0.150214,13611.60,7.346675e-05,2.894049e-05
1.786030,-0.622715,-4.570225e-05,0.149296,13626.20,7.338806e-05,2.845946e-05
1.788030,-0.617786,-4.529243e-05,0.148386,13640.66,7.331023e-05,2.798103e-05
1.790030,-0.612833,-4.488211e-05,0.147485,13654.99,7.323328e-05,2.750524e-05
1.792030,-0.607856,-4.447131e-05,0.146591,13669.20,7.315718e-05,2.703215e-05
1.794030,-0.602855,-4.406004e-05,0.145706,13683.27,7.308194e-05,2.656180e-05
1.796030,-0.597830,-4.364828e-05,0.144829,13697.21,7.300755e-05,2.609424e-05
1.798030,-0.592781,-4.323606e-05,0.143961,13711.03,7.293400e-05,2.562951e-05
1.800030,-0.587709,-4.282337e-05,0.143100,13724.71,7.286131e-05,2.516768e-05
1.802030,-0.582614,-4.241022e-05,0.142248,13738.25,7.278945e-05,2.470878e-05
1.804030,-0.577496,-4.199661e-05,0.141404,13751.67,7.271843e-05,2.425286e-05
1.806030,-0.572355,-4.158255e-05,0.140569,13764.96,7.264824e-05,2.379996e-05
1.808030,-0.567191,-4.116804e-05,0.139741,13778.11,7.257888e-05,2.335014e-05
1.810030,-0.562005,-4.075309e-05,0.138922,13791.13,7.251035e-05,2.290344e-05
1.812030,-0.556797,-4.033771e-05,0.138112,13804.02,7.244264e-05,2.245991e-05
1.814030,-0.551567,-3.992188e-05,0.137309,13816.78,7.237575e-05,2.201958e-05
1.816030,-0.546315,-3.950563e-05,0.136515,13829.41,7.230968e-05,2.158251e-05
1.818030,-0.541041,-3.908896e-05,0.135729,13841.90,7.224441e-05,2.114874e-05
1.820030,-0.535746,-3.867186e-05,0.134952,13854.26,7.217996e-05,2.071831e-05
1.822030,-0.530430,-3.825435e-05,0.134183,13866.49,7.211630e-05,2.029127e-05
1.824030,-0.525093,-3.783643e-05,0.133422,13878.58,7.205346e-05,1.986766e-05
1.826030,-0.519736,-3.741810e-05,0.132670,13890.55,7.199140e-05,1.944752e-05
1.828030,-0.514357,-3.699937e-05,0.131926,13902.38,7.193015e-05,1.903090e-05
1.830031,-0.508959,-3.658025e-05,0.131190,13914.07,7.186969e-05,1.861784e-05
1.832031,-0.503540,-3.616073e-05,0.130463,13925.63,7.181001e-05,1.820839e-05
1.834031,-0.498102,-3.574083e-05,0.129744,13937.06,7.175113e-05,1.780257e-05
1.836031,-0.492644,-3.532054e-05,0.129034,13948.36,7.169302e-05,1.740044e-05
1.838031,-0.487166,-3.489987e-05,0.128332,13959.52,7.163570e-05,1.700203e-05
1.840031,-0.481669,-3.447883e-05,0.127638,13970.55,7.157915e-05,1.660739e-05
1.842031,-0.476153,-3.405742e-05,0.126953,13981.44,7.152338e-05,1.621656e-05
1.844031,-0.470619,-3.363564e-05,0.126277,13992.20,7.146838e-05,1.582956e-05
1.846031,-0.465066,-3.321351e-05,0.125608,14002.83,7.141415e-05,1.544646e-05
1.848031,-0.459494,-3.279102e-05,0.124948,14013.32,7.136068e-05,1.506727e-05
1.850031,-0.453904,-3.236818e-05,0.124297,14023.68,7.130798e-05,1.469205e-05
1.852031,-0.448297,-3.194499e-05,0.123654,14033.90,7.125604e-05,1.432083e-05
1.854031,-0.442671,-3.152146e-05,0.123020,14043.99,7.120485e-05,1.395364e-05
1.856031,-0.437028,-3.109760e-05,0.122394,14053.94,7.115443e-05,1.359053e-05
1.858031,-0.431368,-3.067340e-05,0.121776,14063.76,7.110475e-05,1.323153e-05
1.860031,-0.425691,-3.024887e-05,0.121167,14073.44,7.105583e-05,1.287668e-05
1.862031,-0.419997,-2.982402e-05,0.120567,14082.99,7.100765e-05,1.252601e-05
1.864031,-0.414287,-2.939886e-05,0.119975,14092.40,7.096022e-05,1.217956e-05
1.866031,-0.408560,-2.897337e-05,0.119391,14101.68,7.091354e-05,1.183736e-05
1.868031,-0.402817,-2.854758e-05,0.118816,14110.82,7.086759e-05,1.149945e-05
1.870031,-0.397058,-2.812149e-05,0.118250,14119.83,7.082238e-05,1.116586e-05
1.872031,-0.391283,-2.769509e-05,0.117692,14128.70,7.077791e-05,1.083663e-05
1.874031,-0.385493,-2.726840e-05,0.117142,14137.44,7.073418e-05,1.051179e-05
1.876031,-0.379688,-2.684142e-05,0.116601,14146.04,7.069118e-05,1.019137e-05
1.878031,-0.373868,-2.641415e-05,0.116069,14154.50,7.064890e-05,9.875405e-06
1.880031,-0.368033,-2.598660e-05,0.115545,14162.83,7.060736e-05,9.563926e-06
1.882031,-0.362184,-2.555877e-05,0.115030,14171.02,7.056654e-05,9.256966e-06
1.884031,-0.356320,-2.513067e-05,0.114523,14179.08,7.052645e-05,8.954553e-06
1.886031,-0.350442,-2.470230e-05,0.114025,14187.00,7.048707e-05,8.656720e-06
1.888031,-0.344550,-2.427367e-05,0.113536,14194.78,7.044842e-05,8.363497e-06
1.890032,-0.338645,-2.384478e-05,0.113055,14202.43,7.041049e-05,8.074912e-06
1.892032,-0.332726,-2.341564e-05,0.112582,14209.94,7.037327e-05,7.790995e-06
1.894032,-0.326794,-2.298625e-05,0.112119,14217.31,7.033677e-05,7.511774e-06
1.896032,-0.320850,-2.255661e-05,0.111663,14224.55,7.030098e-05,7.237279e-06
1.898032,-0.314892,-2.212673e-05,0.111217,14231.65,7.026590e-05,6.967535e-06
1.900032,-0.308922,-2.169662e-05,0.110779,14238.62,7.023153e-05,6.702571e-06
1.902032,-0.302940,-2.126627e-05,0.110349,14245.45,7.019787e-05,6.442413e-06
1.904032,-0.296946,-2.083570e-05,0.109928,14252.14,7.016492e-05,6.187087e-06
1.906032,-0.290941,-2.040491e-05,0.109516,14258.69,7.013267e-05,5.936619e-06
1.908032,-0.284924,-1.997390e-05,0.109113,14265.11,7.010112e-05,5.691034e-06
1.910032,-0.278895,-1.954268e-05,0.108718,14271.39,7.007027e-05,5.450357e-06
1.912032,-0.272856,-1.911125e-05,0.108331,14277.53,7.004013e-05,5.214612e-06
1.914032,-0.266805,-1.867962e-05,0.107954,14283.54,7.001068e-05,4.983823e-06
1.916032,-0.260745,-1.824778e-05,0.107585,14289.40,6.998193e-05,4.758012e-06
1.918032,-0.254674,-1.781576e-05,0.107224,14295.13,6.995387e-05,4.537204e-06
1.920032,-0.248593,-1.738354e-05,0.106873,14300.73,6.992651e-05,4.321419e-06
1.922032,-0.242502,-1.695114e-05,0.106529,14306.18,6.989985e-05,4.110680e-06
1.924032,-0.236401,-1.651856e-05,0.106195,14311.50,6.987387e-05,3.905007e-06
1.926032,-0.230291,-1.608581e-05,0.105869,14316.68,6.984859e-05,3.704422e-06
1.928032,-0.224172,-1.565288e-05,0.105552,14321.72,6.982399e-05,3.508944e-06
1.930032,-0.218045,-1.521979e-05,0.105243,14326.63,6.980008e-05,3.318593e-06
1.932032,-0.211908,-1.478654e-05,0.104944,14331.40,6.977686e-05,3.133389e-06
1.934032,-0.205764,-1.435312e-05,0.104652,14336.03,6.975433e-05,2.953349e-06
1.936032,-0.199611,-1.391956e-05,0.104370,14340.52,6.973248e-05,2.778493e-06
1.938032,-0.193450,-1.348585e-05,0.104096,14344.87,6.971132e-05,2.608836e-06
1.940032,-0.187282,-1.305199e-05,0.103831,14349.09,6.969083e-05,2.444398e-06
1.942032,-0.181106,-1.261800e-05,0.103574,14353.17,6.967103e-05,2.285193e-06
1.944032,-0.174923,-1.218387e-05,0.103327,14357.11,6.965191e-05,2.131238e-06
1.946032,-0.168733,-1.174962e-05,0.103087,14360.91,6.963347e-05,1.982549e-06
1.948032,-0.162537,-1.131524e-05,0.102857,14364.57,6.961571e-05,1.839139e-06
1.950033,-0.156334,-1.088074e-05,0.102635,14368.10,6.959863e-05,1.701025e-06
1.952033,-0.150125,-1.044612e-05,0.102422,14371.49,6.958222e-05,1.568219e-06
1.954033,-0.143910,-1.001139e-05,0.102218,14374.74,6.956649e-05,1.440735e-06
1.956033,-0.137689,-9.576559e-06,0.102022,14377.85,6.955144e-05,1.318585e-06
1.958033,-0.131463,-9.141625e-06,0.101835,14380.82,6.953706e-05,1.201783e-06
1.960033,-0.125231,-8.706593e-06,0.101657,14383.65,6.952336e-05,1.090339e-06
1.962033,-0.118995,-8.271469e-06,0.101487,14386.35,6.951033e-05,9.842647e-07
1.964033,-0.112754,-7.836257e-06,0.101327,14388.91,6.949798e-05,8.835709e-07
