t_s,V_in_V,I_sim_A,x_sim,R_sim_ohm,G_sim_S,P_sim_W
3.186053,-0.551785,-1.174817e-04,0.710777,4698.64,2.128274e-04,6.482464e-05
3.188053,-0.557014,-1.176585e-04,0.708426,4736.03,2.111473e-04,6.553747e-05
3.190053,-0.562222,-1.178266e-04,0.706071,4773.47,2.094910e-04,6.624464e-05
3.192053,-0.567407,-1.179862e-04,0.703713,4810.97,2.078583e-04,6.694612e-05
3.194053,-0.572569,-1.181374e-04,0.701351,4848.52,2.062487e-04,6.764186e-05
3.196053,-0.577709,-1.182806e-04,0.698987,4886.11,2.046619e-04,6.833181e-05
3.198053,-0.582827,-1.184159e-04,0.696620,4923.74,2.030975e-04,6.901593e-05
3.200053,-0.587921,-1.185435e-04,0.694250,4961.42,2.015551e-04,6.969419e-05
3.202053,-0.592992,-1.186636e-04,0.691878,4999.14,2.000345e-04,7.036654e-05
3.204053,-0.598039,-1.187764e-04,0.689504,5036.89,1.985351e-04,7.103295e-05
3.206053,-0.603063,-1.188820e-04,0.687127,5074.68,1.970567e-04,7.169338e-05
3.208053,-0.608064,-1.189806e-04,0.684748,5112.50,1.955989e-04,7.234780e-05
3.210054,-0.613040,-1.190725e-04,0.682368,5150.35,1.941614e-04,7.299617e-05
3.212054,-0.617992,-1.191576e-04,0.679985,5188.23,1.927439e-04,7.363845e-05
3.214054,-0.622919,-1.192363e-04,0.677601,5226.14,1.913459e-04,7.427462e-05
3.216054,-0.627822,-1.193086e-04,0.675216,5264.07,1.899672e-04,7.490464e-05
3.218054,-0.632701,-1.193748e-04,0.672829,5302.02,1.886074e-04,7.552849e-05
3.220054,-0.637554,-1.194348e-04,0.670441,5339.99,1.872663e-04,7.614612e-05
3.222054,-0.642382,-1.194889e-04,0.668052,5377.98,1.859434e-04,7.675752e-05
3.224054,-0.647185,-1.195372e-04,0.665661,5415.99,1.846386e-04,7.736265e-05
3.226054,-0.651962,-1.195798e-04,0.663270,5454.01,1.833515e-04,7.796149e-05
3.228054,-0.656713,-1.196169e-04,0.660878,5492.04,1.820818e-04,7.855401e-05
3.230054,-0.661439,-1.196486e-04,0.658485,5530.08,1.808291e-04,7.914019e-05
3.232054,-0.666138,-1.196749e-04,0.656092,5568.13,1.795934e-04,7.971999e-05
3.234054,-0.670811,-1.196960e-04,0.653698,5606.20,1.783741e-04,8.029339e-05
3.236054,-0.675458,-1.197120e-04,0.651304,5644.26,1.771711e-04,8.086038e-05
3.238054,-0.680078,-1.197230e-04,0.648910,5682.33,1.759841e-04,8.142092e-05
3.240054,-0.684671,-1.197291e-04,0.646515,5720.40,1.748128e-04,8.197499e-05
3.242054,-0.689237,-1.197304e-04,0.644121,5758.48,1.736570e-04,8.252257e-05
3.244054,-0.693776,-1.197269e-04,0.641726,5796.55,1.725163e-04,8.306364e-05
3.246054,-0.698287,-1.197189e-04,0.639332,5834.62,1.713906e-04,8.359818e-05
3.248054,-0.702771,-1.197064e-04,0.636938,5872.69,1.702796e-04,8.412616e-05
3.250054,-0.707227,-1.196894e-04,0.634544,5910.76,1.691831e-04,8.464758e-05
3.252054,-0.711655,-1.196680e-04,0.632150,5948.81,1.681007e-04,8.516239e-05
3.254054,-0.716055,-1.196424e-04,0.629757,5986.87,1.670323e-04,8.567060e-05
3.256054,-0.720427,-1.196126e-04,0.627364,6024.91,1.659777e-04,8.617218e-05
3.258054,-0.724771,-1.195787e-04,0.624972,6062.94,1.649365e-04,8.666711e-05
3.260054,-0.729085,-1.195407e-04,0.622581,6100.96,1.639087e-04,8.715538e-05
3.262054,-0.733371,-1.194987e-04,0.620191,6138.96,1.628939e-04,8.763696e-05
3.264054,-0.737629,-1.194529e-04,0.617801,6176.96,1.618920e-04,8.811185e-05
3.266054,-0.741856,-1.194032e-04,0.615413,6214.94,1.609027e-04,8.858003e-05
3.268054,-0.746055,-1.193497e-04,0.613025,6252.90,1.599259e-04,8.904148e-05
3.270055,-0.750224,-1.192926e-04,0.610639,6290.84,1.589613e-04,8.949618e-05
3.272055,-0.754364,-1.192318e-04,0.608254,6328.77,1.580087e-04,8.994413e-05
3.274055,-0.758474,-1.191674e-04,0.605870,6366.67,1.570680e-04,9.038531e-05
3.276055,-0.762553,-1.190995e-04,0.603487,6404.55,1.561389e-04,9.081971e-05
3.278055,-0.766603,-1.190281e-04,0.601106,6442.42,1.552213e-04,9.124731e-05
3.280055,-0.770623,-1.189533e-04,0.598726,6480.26,1.543149e-04,9.166811e-05
3.282055,-0.774612,-1.188751e-04,0.596348,6518.07,1.534197e-04,9.208209e-05
3.284055,-0.778570,-1.187937e-04,0.593971,6555.86,1.525353e-04,9.248923e-05
3.286055,-0.782498,-1.187090e-04,0.591596,6593.62,1.516617e-04,9.288954e-05
3.288055,-0.786395,-1.186211e-04,0.589223,6631.36,1.507987e-04,9.328300e-05
3.290055,-0.790261,-1.185300e-04,0.586851,6669.06,1.499461e-04,9.366960e-05
3.292055,-0.794095,-1.184358e-04,0.584482,6706.74,1.491038e-04,9.404933e-05
3.294055,-0.797898,-1.183386e-04,0.582114,6744.38,1.482715e-04,9.442218e-05
3.296055,-0.801670,-1.182383e-04,0.579748,6782.00,1.474491e-04,9.478815e-05
3.298055,-0.805410,-1.181351e-04,0.577385,6819.58,1.466365e-04,9.514723e-05
3.300055,-0.809119,-1.180289e-04,0.575023,6857.13,1.458336e-04,9.549941e-05
3.302055,-0.812795,-1.179199e-04,0.572664,6894.65,1.450401e-04,9.584468e-05
3.304055,-0.816439,-1.178080e-04,0.570306,6932.13,1.442559e-04,9.618304e-05
3.306055,-0.820051,-1.176932e-04,0.567952,6969.57,1.434809e-04,9.651449e-05
3.308055,-0.823631,-1.175757e-04,0.565599,7006.98,1.427149e-04,9.683901e-05
3.310055,-0.827178,-1.174555e-04,0.563249,7044.35,1.419578e-04,9.715661e-05
3.312055,-0.830692,-1.173326e-04,0.560901,7081.68,1.412095e-04,9.746728e-05
3.314055,-0.834174,-1.172070e-04,0.558555,7118.97,1.404698e-04,9.777101e-05
3.316055,-0.837623,-1.170787e-04,0.556213,7156.22,1.397386e-04,9.806781e-05
3.318055,-0.841039,-1.169479e-04,0.553872,7193.43,1.390158e-04,9.835767e-05
3.320055,-0.844421,-1.168145e-04,0.551535,7230.59,1.383012e-04,9.864059e-05
3.322055,-0.847770,-1.166785e-04,0.549200,7267.72,1.375947e-04,9.891656e-05
3.324055,-0.851086,-1.165401e-04,0.546868,7304.80,1.368963e-04,9.918560e-05
3.326055,-0.854368,-1.163991e-04,0.544539,7341.84,1.362057e-04,9.944769e-05
3.328055,-0.857616,-1.162558e-04,0.542212,7378.83,1.355229e-04,9.970283e-05
3.330056,-0.860831,-1.161100e-04,0.539889,7415.77,1.348477e-04,9.995104e-05
3.332056,-0.864011,-1.159618e-04,0.537568,7452.67,1.341801e-04,1.001923e-04
3.334056,-0.867158,-1.158113e-04,0.535250,7489.52,1.335199e-04,1.004266e-04
3.336056,-0.870270,-1.156584e-04,0.532936,7526.32,1.328670e-04,1.006540e-04
3.338056,-0.873348,-1.155032e-04,0.530624,7563.08,1.322213e-04,1.008745e-04
3.340056,-0.876391,-1.153457e-04,0.528316,7599.78,1.315827e-04,1.010880e-04
3.342056,-0.879400,-1.151860e-04,0.526010,7636.43,1.309512e-04,1.012946e-04
3.344056,-0.882374,-1.150241e-04,0.523708,7673.04,1.303265e-04,1.014942e-04
3.346056,-0.885313,-1.148599e-04,0.521410,7709.59,1.297086e-04,1.016870e-04
3.348056,-0.888217,-1.146936e-04,0.519114,7746.08,1.290975e-04,1.018728e-04
3.350056,-0.891086,-1.145251e-04,0.516822,7782.53,1.284929e-04,1.020517e-04
3.352056,-0.893920,-1.143544e-04,0.514533,7818.92,1.278949e-04,1.022237e-04
3.354056,-0.896719,-1.141817e-04,0.512248,7855.26,1.273033e-04,1.023888e-04
3.356056,-0.899482,-1.140068e-04,0.509966,7891.54,1.267180e-04,1.025471e-04
3.358056,-0.902210,-1.138298e-04,0.507688,7927.76,1.261390e-04,1.026984e-04
3.360056,-0.904902,-1.136508e-04,0.505413,7963.93,1.255662e-04,1.028429e-04
3.362056,-0.907558,-1.134698e-04,0.503142,8000.04,1.249994e-04,1.029805e-04
3.364056,-0.910179,-1.132868e-04,0.500875,8036.09,1.244386e-04,1.031112e-04
3.366056,-0.912764,-1.131017e-04,0.498611,8072.09,1.238837e-04,1.032351e-04
3.368056,-0.915312,-1.129147e-04,0.496351,8108.02,1.233346e-04,1.033522e-04
3.370056,-0.917825,-1.127257e-04,0.494094,8143.90,1.227913e-04,1.034624e-04
3.372056,-0.920301,-1.125348e-04,0.491842,8179.71,1.222537e-04,1.035659e-04
3.374056,-0.922741,-1.123419e-04,0.489593,8215.47,1.217216e-04,1.036625e-04
3.376056,-0.925144,-1.121472e-04,0.487348,8251.16,1.211951e-04,1.037523e-04
3.378056,-0.927511,-1.119505e-04,0.485108,8286.79,1.206740e-04,1.038354e-04
3.380056,-0.929842,-1.117520e-04,0.482871,8322.36,1.201583e-04,1.039117e-04
3.382056,-0.932135,-1.115517e-04,0.480638,8357.86,1.196479e-04,1.039812e-04
3.384056,-0.934392,-1.113494e-04,0.478409,8393.30,1.191427e-04,1.040440e-04
3.386056,-0.936612,-1.111454e-04,0.476184,8428.67,1.186426e-04,1.041001e-04
3.388056,-0.938795,-1.109396e-04,0.473963,8463.98,1.181477e-04,1.041495e-04
3.390057,-0.940941,-1.107319e-04,0.471747,8499.23,1.176577e-04,1.041922e-04
3.392057,-0.943050,-1.105225e-04,0.469534,8534.41,1.171728e-04,1.042282e-04
3.394057,-0.945121,-1.103113e-04,0.467326,8569.52,1.166927e-04,1.042575e-04
3.396057,-0.947155,-1.100984e-04,0.465122,8604.56,1.162174e-04,1.042803e-04
3.398057,-0.949152,-1.098837e-04,0.462922,8639.54,1.157469e-04,1.042963e-04
3.400057,-0.951112,-1.096673e-04,0.460727,8674.44,1.152812e-04,1.043058e-04
3.402057,-0.953033,-1.094492e-04,0.458536,8709.28,1.148200e-04,1.043087e-04
3.404057,-0.954917,-1.092294e-04,0.456349,8744.05,1.143635e-04,1.043051e-04
3.406057,-0.956764,-1.090079e-04,0.454167,8778.75,1.139115e-04,1.042948e-04
3.408057,-0.958573,-1.087848e-04,0.451989,8813.37,1.134639e-04,1.042781e-04
3.410057,-0.960343,-1.085599e-04,0.449816,8847.93,1.130208e-04,1.042548e-04
3.412057,-0.962076,-1.083335e-04,0.447647,8882.42,1.125820e-04,1.042251e-04
3.414057,-0.963771,-1.081054e-04,0.445483,8916.83,1.121475e-04,1.041889e-04
3.416057,-0.965428,-1.078757e-04,0.443323,8951.17,1.117173e-04,1.041462e-04
3.418057,-0.967047,-1.076444e-04,0.441168,8985.43,1.112913e-04,1.040972e-04
3.420057,-0.968628,-1.074115e-04,0.439017,9019.62,1.108694e-04,1.040417e-04
3.422057,-0.970170,-1.071770e-04,0.436872,9053.74,1.104516e-04,1.039799e-04
3.424057,-0.971674,-1.069409e-04,0.434731,9087.79,1.100378e-04,1.039117e-04
3.426057,-0.973140,-1.067033e-04,0.432594,9121.75,1.096281e-04,1.038372e-04
3.428057,-0.974567,-1.064641e-04,0.430463,9155.64,1.092222e-04,1.037564e-04
3.430057,-0.975956,-1.062234e-04,0.428336,9189.46,1.088203e-04,1.036693e-04
3.432057,-0.977306,-1.059811e-04,0.426214,9223.20,1.084223e-04,1.035760e-04
3.434057,-0.978618,-1.057373e-04,0.424097,9256.86,1.080280e-04,1.034764e-04
3.436057,-0.979891,-1.054921e-04,0.421985,9290.44,1.076375e-04,1.033707e-04
3.438057,-0.981125,-1.052453e-04,0.419877,9323.95,1.072507e-04,1.032588e-04
3.440057,-0.982321,-1.049970e-04,0.417775,9357.38,1.068676e-04,1.031408e-04
3.442057,-0.983478,-1.047472e-04,0.415678,9390.72,1.064881e-04,1.030166e-04
3.444057,-0.984596,-1.044960e-04,0.413586,9423.99,1.061122e-04,1.028864e-04
3.446057,-0.985675,-1.042433e-04,0.411498,9457.18,1.057398e-04,1.027501e-04
3.448057,-0.986715,-1.039892e-04,0.409416,9490.28,1.053709e-04,1.026077e-04
3.450058,-0.987717,-1.037336e-04,0.407339,9523.31,1.050055e-04,1.024594e-04
3.452058,-0.988679,-1.034766e-04,0.405267,9556.26,1.046435e-04,1.023052e-04
3.454058,-0.989602,-1.032182e-04,0.403200,9589.12,1.042849e-04,1.021450e-04
3.456058,-0.990486,-1.029584e-04,0.401139,9621.90,1.039296e-04,1.019789e-04
3.458058,-0.991331,-1.026971e-04,0.399082,9654.59,1.035776e-04,1.018069e-04
3.460058,-0.992137,-1.024345e-04,0.397031,9687.21,1.032289e-04,1.016291e-04
3.462058,-0.992904,-1.021705e-04,0.394985,9719.74,1.028834e-04,1.014455e-04
3.464058,-0.993632,-1.019050e-04,0.392944,9752.18,1.025411e-04,1.012561e-04
3.466058,-0.994320,-1.016383e-04,0.390909,9784.55,1.022020e-04,1.010610e-04
3.468058,-0.994969,-1.013701e-04,0.388879,9816.82,1.018660e-04,1.008602e-04
3.470058,-0.995579,-1.011006e-04,0.386855,9849.01,1.015330e-04,1.006537e-04
3.472058,-0.996150,-1.008298e-04,0.384835,9881.12,1.012031e-04,1.004416e-04
3.474058,-0.996681,-1.005576e-04,0.382822,9913.14,1.008762e-04,1.002239e-04
3.476058,-0.997173,-1.002841e-04,0.380813,9945.07,1.005524e-04,1.000006e-04
3.478058,-0.997625,-1.000093e-04,0.378811,9976.91,1.002314e-04,9.977179e-05
3.480058,-0.998038,-9.973317e-05,0.376813,10008.67,9.991338e-05,9.953751e-05
3.482058,-0.998412,-9.945572e-05,0.374821,10040.34,9.959824e-05,9.929777e-05
3.484058,-0.998746,-9.917698e-05,0.372835,10071.92,9.928595e-05,9.905262e-05
3.486058,-0.999041,-9.889695e-05,0.370855,10103.41,9.897648e-05,9.880210e-05
3.488058,-0.999296,-9.861563e-05,0.368880,10134.81,9.866981e-05,9.854624e-05
3.490058,-0.999512,-9.833304e-05,0.366910,10166.13,9.836589e-05,9.828508e-05
3.492058,-0.999689,-9.804918e-05,0.364947,10197.35,9.806471e-05,9.801867e-05
3.494058,-0.999826,-9.776406e-05,0.362989,10228.48,9.776624e-05,9.774703e-05
3.496058,-0.999923,-9.747769e-05,0.361036,10259.52,9.747044e-05,9.747021e-05
3.498058,-0.999981,-9.719007e-05,0.359090,10290.47,9.717728e-05,9.718826e-05
3.500058,-1.000000,-9.690121e-05,0.357149,10321.33,9.688674e-05,9.690121e-05
3.502058,-0.999979,-9.661112e-05,0.355214,10352.10,9.659880e-05,9.660910e-05
3.504058,-0.999919,-9.631980e-05,0.353285,10382.77,9.631342e-05,9.631197e-05
3.506058,-0.999819,-9.602726e-05,0.351362,10413.35,9.603057e-05,9.600987e-05
3.508058,-0.999680,-9.573351e-05,0.349444,10443.84,9.575024e-05,9.570284e-05
3.510059,-0.999501,-9.543856e-05,0.347533,10474.23,9.547240e-05,9.539091e-05
3.512059,-0.999283,-9.514241e-05,0.345627,10504.53,9.519701e-05,9.507415e-05
3.514059,-0.999025,-9.484506e-05,0.343727,10534.74,9.492405e-05,9.475257e-05
3.516059,-0.998728,-9.454654e-05,0.341833,10564.85,9.465351e-05,9.442624e-05
3.518059,-0.998391,-9.424683e-05,0.339946,10594.86,9.438535e-05,9.409520e-05
3.520059,-0.998015,-9.394595e-05,0.338064,10624.78,9.411956e-05,9.375948e-05
3.522059,-0.997600,-9.364390e-05,0.336188,10654.61,9.385610e-05,9.341914e-05
3.524059,-0.997145,-9.334070e-05,0.334318,10684.34,9.359495e-05,9.307421e-05
3.526059,-0.996651,-9.303634e-05,0.332455,10713.97,9.333609e-05,9.272475e-05
3.528059,-0.996117,-9.273084e-05,0.330597,10743.50,9.307951e-05,9.237080e-05
3.530059,-0.995545,-9.242420e-05,0.328746,10772.94,9.282517e-05,9.201241e-05
3.532059,-0.994932,-9.211642e-05,0.326901,10802.28,9.257305e-05,9.164961e-05
3.534059,-0.994281,-9.180751e-05,0.325062,10831.52,9.232313e-05,9.128247e-05
3.536059,-0.993590,-9.149749e-05,0.323229,10860.66,9.207540e-05,9.091102e-05
3.538059,-0.992861,-9.118634e-05,0.321402,10889.71,9.182982e-05,9.053532e-05
3.540059,-0.992091,-9.087409e-05,0.319582,10918.65,9.158638e-05,9.015541e-05
3.542059,-0.991283,-9.056073e-05,0.317767,10947.50,9.134506e-05,8.977134e-05
3.544059,-0.990436,-9.024628e-05,0.315959,10976.25,9.110583e-05,8.938315e-05
3.546059,-0.989549,-8.993073e-05,0.314158,11004.89,9.086869e-05,8.899090e-05
3.548059,-0.988624,-8.961410e-05,0.312362,11033.44,9.063359e-05,8.859464e-05
3.550059,-0.987659,-8.929639e-05,0.310574,11061.88,9.040054e-05,8.819441e-05
3.552059,-0.986656,-8.897761e-05,0.308791,11090.22,9.016951e-05,8.779026e-05
3.554059,-0.985613,-8.865775e-05,0.307015,11118.47,8.994047e-05,8.738225e-05
3.556059,-0.984532,-8.833684e-05,0.305245,11146.60,8.971342e-05,8.697042e-05
3.558059,-0.983411,-8.801486e-05,0.303482,11174.64,8.948832e-05,8.655482e-05
3.560059,-0.982252,-8.769184e-05,0.301725,11202.58,8.926517e-05,8.613551e-05
3.562059,-0.981054,-8.736777e-05,0.299974,11230.41,8.904395e-05,8.571253e-05
3.564059,-0.979818,-8.704266e-05,0.298230,11258.14,8.882464e-05,8.528594e-05
3.566059,-0.978542,-8.671651e-05,0.296493,11285.76,8.860721e-05,8.485579e-05
3.568059,-0.977228,-8.638934e-05,0.294762,11313.28,8.839166e-05,8.442213e-05
3.570060,-0.975876,-8.606115e-05,0.293038,11340.70,8.817797e-05,8.398500e-05
3.572060,-0.974485,-8.573193e-05,0.291320,11368.01,8.796612e-05,8.354447e-05
3.574060,-0.973055,-8.540171e-05,0.289609,11395.22,8.775608e-05,8.310059e-05
3.576060,-0.971587,-8.507047e-05,0.287904,11422.32,8.754786e-05,8.265340e-05
3.578060,-0.970081,-8.473824e-05,0.286206,11449.32,8.734143e-05,8.220297e-05
3.580060,-0.968537,-8.440501e-05,0.284515,11476.21,8.713677e-05,8.174934e-05
3.582060,-0.966954,-8.407079e-05,0.282830,11503.00,8.693387e-05,8.129256e-05
3.584060,-0.965333,-8.373559e-05,0.281152,11529.68,8.673271e-05,8.083270e-05
3.586060,-0.963674,-8.339940e-05,0.279481,11556.25,8.653328e-05,8.036980e-05
3.588060,-0.961976,-8.306225e-05,0.277817,11582.71,8.633557e-05,7.990392e-05
3.590060,-0.960241,-8.272412e-05,0.276159,11609.07,8.613955e-05,7.943511e-05
3.592060,-0.958468,-8.238503e-05,0.274508,11635.32,8.594521e-05,7.896343e-05
3.594060,-0.956657,-8.204498e-05,0.272864,11661.46,8.575255e-05,7.848892e-05
3.596060,-0.954809,-8.170398e-05,0.271227,11687.49,8.556154e-05,7.801166e-05
3.598060,-0.952922,-8.136203e-05,0.269596,11713.42,8.537217e-05,7.753168e-05
3.600060,-0.950998,-8.101913e-05,0.267973,11739.23,8.518443e-05,7.704905e-05
3.602060,-0.949037,-8.067530e-05,0.266356,11764.94,8.499830e-05,7.656382e-05
3.604060,-0.947038,-8.033054e-05,0.264746,11790.54,8.481377e-05,7.607605e-05
3.606060,-0.945001,-7.998485e-05,0.263143,11816.03,8.463082e-05,7.558579e-05
3.608060,-0.942928,-7.963824e-05,0.261547,11841.40,8.444945e-05,7.509309e-05
3.610060,-0.940817,-7.929071e-05,0.259958,11866.67,8.426964e-05,7.459802e-05
3.612060,-0.938669,-7.894227e-05,0.258376,11891.83,8.409137e-05,7.410063e-05
3.614060,-0.936484,-7.859292e-05,0.256800,11916.87,8.391464e-05,7.360097e-05
3.616060,-0.934261,-7.824267e-05,0.255232,11941.81,8.373943e-05,7.309911e-05
3.618060,-0.932002,-7.789152e-05,0.253671,11966.63,8.356572e-05,7.259509e-05
3.620060,-0.929707,-7.753948e-05,0.252117,11991.34,8.339352e-05,7.208898e-05
3.622060,-0.927374,-7.718656e-05,0.250570,12015.94,8.322280e-05,7.158083e-05
3.624060,-0.925005,-7.683275e-05,0.249030,12040.42,8.305355e-05,7.107069e-05
3.626060,-0.922600,-7.647807e-05,0.247497,12064.80,8.288576e-05,7.055863e-05
3.628060,-0.920157,-7.612252e-05,0.245971,12089.06,8.271943e-05,7.004471e-05
3.630061,-0.917679,-7.576610e-05,0.244452,12113.21,8.255453e-05,6.952897e-05
3.632061,-0.915165,-7.540882e-05,0.242941,12137.24,8.239105e-05,6.901148e-05
3.634061,-0.912614,-7.505068e-05,0.241436,12161.16,8.222899e-05,6.849229e-05
3.636061,-0.910027,-7.469169e-05,0.239939,12184.97,8.206834e-05,6.797146e-05
3.638061,-0.907404,-7.433185e-05,0.238449,12208.66,8.190908e-05,6.744905e-05
3.640061,-0.904746,-7.397118e-05,0.236966,12232.24,8.175120e-05,6.692512e-05
3.642061,-0.902052,-7.360966e-05,0.235491,12255.70,8.159470e-05,6.639972e-05
3.644061,-0.899322,-7.324731e-05,0.234022,12279.05,8.143955e-05,6.587291e-05
3.646061,-0.896556,-7.288414e-05,0.232561,12302.28,8.128576e-05,6.534475e-05
3.648061,-0.893756,-7.252014e-05,0.231107,12325.39,8.113331e-05,6.481530e-05
3.650061,-0.890920,-7.215533e-05,0.229661,12348.39,8.098219e-05,6.428461e-05
3.652061,-0.888049,-7.178971e-05,0.228221,12371.28,8.083238e-05,6.375274e-05
3.654061,-0.885142,-7.142327e-05,0.226789,12394.05,8.068389e-05,6.321976e-05
3.656061,-0.882201,-7.105604e-05,0.225365,12416.70,8.053671e-05,6.268571e-05
3.658061,-0.879225,-7.068800e-05,0.223948,12439.23,8.039081e-05,6.215066e-05
3.660061,-0.876214,-7.031918e-05,0.222538,12461.65,8.024619e-05,6.161467e-05
3.662061,-0.873169,-6.994956e-05,0.221135,12483.95,8.010285e-05,6.107779e-05
3.664061,-0.870089,-6.957916e-05,0.219740,12506.13,7.996077e-05,6.054008e-05
3.666061,-0.866975,-6.920798e-05,0.218352,12528.20,7.981995e-05,6.000160e-05
3.668061,-0.863827,-6.883603e-05,0.216972,12550.14,7.968037e-05,5.946240e-05
3.670061,-0.860644,-6.846331e-05,0.215599,12571.97,7.954203e-05,5.892255e-05
3.672061,-0.857428,-6.808983e-05,0.214234,12593.68,7.940491e-05,5.838211e-05
3.674061,-0.854177,-6.771558e-05,0.212876,12615.27,7.926902e-05,5.784112e-05
3.676061,-0.850893,-6.734059e-05,0.211526,12636.74,7.913433e-05,5.729966e-05
3.678061,-0.847576,-6.696484e-05,0.210183,12658.09,7.900085e-05,5.675777e-05
3.680061,-0.844225,-6.658834e-05,0.208848,12679.32,7.886856e-05,5.621552e-05
3.682061,-0.840840,-6.621111e-05,0.207520,12700.44,7.873746e-05,5.567297e-05
3.684061,-0.837423,-6.583314e-05,0.206200,12721.43,7.860753e-05,5.513016e-05
3.686061,-0.833972,-6.545444e-05,0.204887,12742.30,7.847877e-05,5.458717e-05
3.688061,-0.830488,-6.507501e-05,0.203582,12763.05,7.835117e-05,5.404404e-05
3.690062,-0.826972,-6.469486e-05,0.202284,12783.68,7.822473e-05,5.350084e-05
3.692062,-0.823423,-6.431400e-05,0.200994,12804.19,7.809943e-05,5.295762e-05
3.694062,-0.819841,-6.393242e-05,0.199712,12824.58,7.797527e-05,5.241444e-05
3.696062,-0.816227,-6.355014e-05,0.198437,12844.85,7.785224e-05,5.187137e-05
3.698062,-0.812581,-6.316715e-05,0.197170,12864.99,7.773033e-05,5.132845e-05
3.700062,-0.808903,-6.278346e-05,0.195911,12885.01,7.760954e-05,5.078574e-05
3.702062,-0.805193,-6.239908e-05,0.194659,12904.91,7.748986e-05,5.024330e-05
3.704062,-0.801451,-6.201402e-05,0.193416,12924.69,7.737128e-05,4.970120e-05
3.706062,-0.797677,-6.162827e-05,0.192179,12944.35,7.725379e-05,4.915948e-05
3.708062,-0.793872,-6.124184e-05,0.190951,12963.88,7.713738e-05,4.861820e-05
3.710062,-0.790036,-6.085473e-05,0.189730,12983.29,7.702206e-05,4.807743e-05
3.712062,-0.786168,-6.046696e-05,0.188517,13002.58,7.690781e-05,4.753721e-05
3.714062,-0.782270,-6.007852e-05,0.187312,13021.74,7.679463e-05,4.699760e-05
3.716062,-0.778340,-5.968942e-05,0.186114,13040.78,7.668251e-05,4.645867e-05
3.718062,-0.774380,-5.929966e-05,0.184925,13059.70,7.657144e-05,4.592047e-05
3.720062,-0.770389,-5.890926e-05,0.183743,13078.49,7.646141e-05,4.538305e-05
3.722062,-0.766368,-5.851820e-05,0.182569,13097.16,7.635243e-05,4.484647e-05
3.724062,-0.762316,-5.812651e-05,0.181402,13115.70,7.624448e-05,4.431079e-05
3.726062,-0.758235,-5.773418e-05,0.180244,13134.12,7.613756e-05,4.377606e-05
3.728062,-0.754123,-5.734121e-05,0.179093,13152.42,7.603166e-05,4.324234e-05
3.730062,-0.749982,-5.694762e-05,0.177951,13170.58,7.592677e-05,4.270968e-05
3.732062,-0.745811,-5.655341e-05,0.176816,13188.63,7.582290e-05,4.217815e-05
3.734062,-0.741611,-5.615857e-05,0.175689,13206.55,7.572002e-05,4.164779e-05
3.736062,-0.737381,-5.576312e-05,0.174570,13224.34,7.561815e-05,4.111867e-05
3.738062,-0.733122,-5.536707e-05,0.173459,13242.01,7.551726e-05,4.059083e-05
3.740062,-0.728835,-5.497040e-05,0.172356,13259.55,7.541736e-05,4.006433e-05
3.742062,-0.724518,-5.457314e-05,0.171260,13276.96,7.531845e-05,3.953923e-05
3.744062,-0.720173,-5.417529e-05,0.170173,13294.25,7.522050e-05,3.901558e-05
3.746062,-0.715800,-5.377684e-05,0.169094,13311.41,7.512353e-05,3.849344e-05
3.748062,-0.711398,-5.337781e-05,0.168022,13328.44,7.502751e-05,3.797285e-05
3.750063,-0.706968,-5.297819e-05,0.166959,13345.35,7.493246e-05,3.745388e-05
3.752063,-0.702510,-5.257800e-05,0.165904,13362.13,7.483836e-05,3.693658e-05
3.754063,-0.698025,-5.217723e-05,0.164856,13378.78,7.474521e-05,3.642100e-05
3.756063,-0.693512,-5.177590e-05,0.163817,13395.31,7.465300e-05,3.590719e-05
3.758063,-0.688971,-5.137401e-05,0.162786,13411.71,7.456172e-05,3.539521e-05
3.760063,-0.684404,-5.097156e-05,0.161762,13427.98,7.447138e-05,3.488512e-05
3.762063,-0.679809,-5.056855e-05,0.160747,13444.12,7.438197e-05,3.437695e-05
3.764063,-0.675187,-5.016499e-05,0.159740,13460.13,7.429348e-05,3.387077e-05
3.766063,-0.670539,-4.976089e-05,0.158741,13476.02,7.420590e-05,3.336664e-05
3.768063,-0.665865,-4.935625e-05,0.157750,13491.77,7.411924e-05,3.286459e-05
3.770063,-0.661164,-4.895108e-05,0.156767,13507.40,7.403349e-05,3.236468e-05
3.772063,-0.656437,-4.854537e-05,0.155792,13522.90,7.394864e-05,3.186697e-05
3.774063,-0.651684,-4.813914e-05,0.154826,13538.27,7.386468e-05,3.137150e-05
3.776063,-0.646905,-4.773239e-05,0.153867,13553.51,7.378163e-05,3.087833e-05
3.778063,-0.642101,-4.732512e-05,0.152917,13568.62,7.369946e-05,3.038751e-05
3.780063,-0.637271,-4.691734e-05,0.151975,13583.60,7.361817e-05,2.989908e-05
3.782063,-0.632417,-4.650905e-05,0.151041,13598.45,7.353777e-05,2.941310e-05
3.784063,-0.627537,-4.610026e-05,0.150115,13613.18,7.345825e-05,2.892962e-05
3.786063,-0.622633,-4.569097e-05,0.149197,13627.77,7.337959e-05,2.844869e-05
3.788063,-0.617704,-4.528118e-05,0.148288,13642.23,7.330181e-05,2.797035e-05
3.790063,-0.612750,-4.487091e-05,0.147386,13656.56,7.322489e-05,2.749466e-05
