t_s,V_signal_V,I_out_A,x_state
0.219855,1.168213,2.197138e-05,0.952664
0.219905,1.170762,2.510944e-05,0.959238
0.219955,1.173307,2.926858e-05,0.965807
0.220006,1.175850,3.504386e-05,0.972371
0.220056,1.178390,4.360426e-05,0.978930
0.220106,1.180927,5.760420e-05,0.985485
0.220156,1.183461,8.464204e-05,0.992033
0.220206,1.185992,1.587990e-04,0.998577
0.220256,1.188520,2.502148e-04,1.000000
0.220306,1.191046,2.507465e-04,1.000000
0.220356,1.193568,2.512775e-04,1.000000
0.220406,1.196087,2.518079e-04,1.000000
0.220456,1.198604,2.523377e-04,1.000000
0.220506,1.201117,2.528668e-04,1.000000
0.220556,1.203628,2.533954e-04,1.000000
0.220606,1.206136,2.539233e-04,1.000000
0.220656,1.208640,2.544506e-04,1.000000
0.220706,1.211142,2.549772e-04,1.000000
0.220756,1.213640,2.555032e-04,1.000000
0.220806,1.216136,2.560286e-04,1.000000
0.220856,1.218629,2.565534e-04,1.000000
0.220906,1.221118,2.570775e-04,1.000000
0.220956,1.223605,2.576010e-04,1.000000
0.221006,1.226088,2.581239e-04,1.000000
0.221056,1.228569,2.586461e-04,1.000000
0.221106,1.231046,2.591677e-04,1.000000
0.221156,1.233521,2.596886e-04,1.000000
0.221206,1.235992,2.602089e-04,1.000000
0.221256,1.238461,2.607286e-04,1.000000
0.221306,1.240926,2.612476e-04,1.000000
0.221356,1.243388,2.617660e-04,1.000000
0.221406,1.245848,2.622837e-04,1.000000
0.221456,1.248304,2.628008e-04,1.000000
0.221506,1.250757,2.633172e-04,1.000000
0.221556,1.253207,2.638330e-04,1.000000
0.221606,1.255654,2.643481e-04,1.000000
0.221656,1.258097,2.648626e-04,1.000000
0.221706,1.260538,2.653765e-04,1.000000
0.221756,1.262976,2.658896e-04,1.000000
0.221806,1.265410,2.664021e-04,1.000000
0.221856,1.267841,2.669140e-04,1.000000
0.221906,1.270270,2.674252e-04,1.000000
0.221956,1.272695,2.679357e-04,1.000000
0.222006,1.275117,2.684456e-04,1.000000
0.222056,1.277535,2.689548e-04,1.000000
0.222106,1.279951,2.694634e-04,1.000000
0.222156,1.282364,2.699713e-04,1.000000
0.222206,1.284773,2.704785e-04,1.000000
0.222256,1.287179,2.709850e-04,1.000000
0.222306,1.289582,2.714909e-04,1.000000
0.222356,1.291982,2.719961e-04,1.000000
0.222406,1.294378,2.725007e-04,1.000000
0.222456,1.296772,2.730046e-04,1.000000
0.222506,1.299162,2.735078e-04,1.000000
0.222556,1.301549,2.740103e-04,1.000000
0.222606,1.303933,2.745121e-04,1.000000
0.222656,1.306313,2.750133e-04,1.000000
0.222706,1.308690,2.755138e-04,1.000000
0.222756,1.311065,2.760136e-04,1.000000
0.222806,1.313435,2.765127e-04,1.000000
0.222856,1.315803,2.770112e-04,1.000000
0.222906,1.318167,2.775089e-04,1.000000
0.222956,1.320529,2.780060e-04,1.000000
0.223006,1.322886,2.785024e-04,1.000000
0.223056,1.325241,2.789981e-04,1.000000
0.223106,1.327592,2.794931e-04,1.000000
0.223156,1.329940,2.799875e-04,1.000000
0.223206,1.332285,2.804811e-04,1.000000
0.223256,1.334627,2.809741e-04,1.000000
0.223306,1.336965,2.814663e-04,1.000000
0.223356,1.339300,2.819579e-04,1.000000
0.223406,1.341631,2.824487e-04,1.000000
0.223456,1.343960,2.829389e-04,1.000000
0.223506,1.346285,2.834284e-04,1.000000
0.223556,1.348606,2.839171e-04,1.000000
0.223606,1.350925,2.844052e-04,1.000000
0.223656,1.353240,2.848926e-04,1.000000
0.223706,1.355551,2.853792e-04,1.000000
0.223756,1.357860,2.858652e-04,1.000000
0.223806,1.360165,2.863504e-04,1.000000
0.223856,1.362466,2.868350e-04,1.000000
0.223906,1.364764,2.873188e-04,1.000000
0.223956,1.367059,2.878019e-04,1.000000
0.224006,1.369351,2.882844e-04,1.000000
0.224056,1.371639,2.887661e-04,1.000000
0.224106,1.373924,2.892471e-04,1.000000
0.224156,1.376205,2.897273e-04,1.000000
0.224206,1.378483,2.902069e-04,1.000000
0.224256,1.380757,2.906858e-04,1.000000
0.224306,1.383028,2.911639e-04,1.000000
0.224356,1.385296,2.916413e-04,1.000000
0.224406,1.387560,2.921180e-04,1.000000
0.224456,1.389821,2.925940e-04,1.000000
0.224506,1.392079,2.930692e-04,1.000000
0.224556,1.394333,2.935438e-04,1.000000
0.224606,1.396583,2.940176e-04,1.000000
0.224656,1.398831,2.944906e-04,1.000000
0.224706,1.401074,2.949630e-04,1.000000
0.224756,1.403314,2.954346e-04,1.000000
0.224806,1.405551,2.959055e-04,1.000000
0.224856,1.407784,2.963757e-04,1.000000
0.224906,1.410014,2.968451e-04,1.000000
0.224956,1.412241,2.973138e-04,1.000000
0.225006,1.414463,2.977818e-04,1.000000
0.225056,1.416683,2.982490e-04,1.000000
0.225106,1.418899,2.987155e-04,1.000000
0.225156,1.421111,2.991813e-04,1.000000
0.225206,1.423320,2.996463e-04,1.000000
0.225256,1.425525,3.001106e-04,1.000000
0.225306,1.427727,3.005741e-04,1.000000
0.225356,1.429925,3.010369e-04,1.000000
0.225406,1.432120,3.014990e-04,1.000000
0.225456,1.434311,3.019603e-04,1.000000
0.225506,1.436499,3.024209e-04,1.000000
0.225556,1.438683,3.028807e-04,1.000000
0.225606,1.440864,3.033398e-04,1.000000
0.225656,1.443041,3.037981e-04,1.000000
0.225706,1.445214,3.042557e-04,1.000000
0.225756,1.447384,3.047125e-04,1.000000
0.225806,1.449551,3.051686e-04,1.000000
0.225856,1.451713,3.056239e-04,1.000000
0.225906,1.453873,3.060784e-04,1.000000
0.225956,1.456028,3.065323e-04,1.000000
0.226006,1.458180,3.069853e-04,1.000000
0.226056,1.460329,3.074376e-04,1.000000
0.226106,1.462473,3.078892e-04,1.000000
0.226156,1.464615,3.083399e-04,1.000000
0.226206,1.466752,3.087900e-04,1.000000
0.226256,1.468886,3.092392e-04,1.000000
0.226306,1.471017,3.096877e-04,1.000000
0.226356,1.473143,3.101354e-04,1.000000
0.226406,1.475266,3.105824e-04,1.000000
0.226456,1.477386,3.110286e-04,1.000000
0.226506,1.479502,3.114740e-04,1.000000
0.226556,1.481614,3.119187e-04,1.000000
0.226606,1.483722,3.123626e-04,1.000000
0.226656,1.485827,3.128057e-04,1.000000
0.226706,1.487928,3.132481e-04,1.000000
0.226756,1.490026,3.136896e-04,1.000000
0.226806,1.492120,3.141304e-04,1.000000
0.226856,1.494210,3.145705e-04,1.000000
0.226906,1.496296,3.150097e-04,1.000000
0.226956,1.498379,3.154482e-04,1.000000
0.227006,1.500458,3.158859e-04,1.000000
0.227056,1.502533,3.163228e-04,1.000000
0.227106,1.504605,3.167589e-04,1.000000
0.227156,1.506673,3.171943e-04,1.000000
0.227206,1.508737,3.176289e-04,1.000000
0.227256,1.510798,3.180626e-04,1.000000
0.227306,1.512854,3.184956e-04,1.000000
0.227356,1.514907,3.189279e-04,1.000000
0.227406,1.516957,3.193593e-04,1.000000
0.227456,1.519002,3.197899e-04,1.000000
0.227506,1.521044,3.202198e-04,1.000000
0.227556,1.523082,3.206489e-04,1.000000
0.227606,1.525116,3.210771e-04,1.000000
0.227656,1.527147,3.215046e-04,1.000000
0.227706,1.529174,3.219313e-04,1.000000
0.227756,1.531197,3.223572e-04,1.000000
0.227806,1.533216,3.227823e-04,1.000000
0.227856,1.535231,3.232066e-04,1.000000
0.227906,1.537243,3.236301e-04,1.000000
0.227956,1.539251,3.240528e-04,1.000000
0.228006,1.541255,3.244747e-04,1.000000
0.228056,1.543255,3.248958e-04,1.000000
0.228106,1.545251,3.253161e-04,1.000000
0.228156,1.547244,3.257356e-04,1.000000
0.228206,1.549233,3.261543e-04,1.000000
0.228256,1.551218,3.265722e-04,1.000000
0.228306,1.553199,3.269893e-04,1.000000
0.228356,1.555176,3.274055e-04,1.000000
0.228406,1.557150,3.278210e-04,1.000000
0.228456,1.559119,3.282357e-04,1.000000
0.228506,1.561085,3.286495e-04,1.000000
0.228556,1.563047,3.290626e-04,1.000000
0.228606,1.565005,3.294748e-04,1.000000
0.228656,1.566959,3.298862e-04,1.000000
0.228706,1.568910,3.302968e-04,1.000000
0.228756,1.570856,3.307066e-04,1.000000
0.228806,1.572799,3.311156e-04,1.000000
0.228856,1.574738,3.315237e-04,1.000000
0.228906,1.576672,3.319310e-04,1.000000
0.228956,1.578603,3.323376e-04,1.000000
0.229006,1.580530,3.327433e-04,1.000000
0.229056,1.582454,3.331481e-04,1.000000
0.229106,1.584373,3.335522e-04,1.000000
0.229156,1.586288,3.339554e-04,1.000000
0.229206,1.588200,3.343578e-04,1.000000
0.229256,1.590107,3.347594e-04,1.000000
0.229306,1.592011,3.351602e-04,1.000000
0.229356,1.593910,3.355601e-04,1.000000
0.229406,1.595806,3.359592e-04,1.000000
0.229456,1.597698,3.363575e-04,1.000000
0.229506,1.599586,3.367549e-04,1.000000
0.229556,1.601470,3.371515e-04,1.000000
0.229606,1.603350,3.375473e-04,1.000000
0.229656,1.605226,3.379422e-04,1.000000
0.229706,1.607098,3.383363e-04,1.000000
0.229756,1.608966,3.387296e-04,1.000000
0.229806,1.610830,3.391221e-04,1.000000
0.229856,1.612690,3.395137e-04,1.000000
0.229906,1.614546,3.399044e-04,1.000000
0.229956,1.616398,3.402943e-04,1.000000
0.230006,1.618246,3.406834e-04,1.000000
0.230056,1.620090,3.410717e-04,1.000000
0.230106,1.621931,3.414591e-04,1.000000
0.230156,1.623767,3.418457e-04,1.000000
0.230206,1.625599,3.422314e-04,1.000000
0.230256,1.627427,3.426162e-04,1.000000
0.230306,1.629251,3.430003e-04,1.000000
0.230356,1.631071,3.433835e-04,1.000000
0.230406,1.632888,3.437658e-04,1.000000
0.230456,1.634700,3.441473e-04,1.000000
0.230506,1.636508,3.445279e-04,1.000000
0.230556,1.638312,3.449077e-04,1.000000
0.230606,1.640112,3.452866e-04,1.000000
0.230656,1.641907,3.456647e-04,1.000000
0.230706,1.643699,3.460420e-04,1.000000
0.230756,1.645487,3.464183e-04,1.000000
0.230806,1.647271,3.467939e-04,1.000000
0.230856,1.649051,3.471685e-04,1.000000
0.230906,1.650826,3.475423e-04,1.000000
0.230956,1.652598,3.479153e-04,1.000000
0.231006,1.654365,3.482874e-04,1.000000
0.231056,1.656128,3.486586e-04,1.000000
0.231106,1.657888,3.490290e-04,1.000000
0.231156,1.659643,3.493985e-04,1.000000
0.231206,1.661394,3.497672e-04,1.000000
0.231256,1.663141,3.501349e-04,1.000000
0.231306,1.664884,3.505019e-04,1.000000
0.231356,1.666623,3.508679e-04,1.000000
0.231406,1.668357,3.512331e-04,1.000000
0.231456,1.670088,3.515975e-04,1.000000
0.231506,1.671814,3.519609e-04,1.000000
0.231556,1.673537,3.523235e-04,1.000000
0.231606,1.675255,3.526852e-04,1.000000
0.231656,1.676969,3.530461e-04,1.000000
0.231706,1.678679,3.534061e-04,1.000000
0.231756,1.680385,3.537652e-04,1.000000
0.231806,1.682086,3.541234e-04,1.000000
0.231856,1.683784,3.544808e-04,1.000000
0.231906,1.685477,3.548373e-04,1.000000
0.231956,1.687166,3.551929e-04,1.000000
0.232006,1.688851,3.555476e-04,1.000000
0.232056,1.690532,3.559015e-04,1.000000
0.232106,1.692209,3.562544e-04,1.000000
0.232156,1.693881,3.566065e-04,1.000000
0.232206,1.695549,3.569578e-04,1.000000
0.232256,1.697213,3.573081e-04,1.000000
0.232306,1.698873,3.576576e-04,1.000000
0.232356,1.700529,3.580061e-04,1.000000
0.232406,1.702181,3.583538e-04,1.000000
0.232456,1.703828,3.587006e-04,1.000000
0.232506,1.705471,3.590466e-04,1.000000
0.232556,1.707110,3.593916e-04,1.000000
0.232606,1.708745,3.597357e-04,1.000000
0.232656,1.710375,3.600790e-04,1.000000
0.232706,1.712002,3.604214e-04,1.000000
0.232756,1.713624,3.607629e-04,1.000000
0.232806,1.715241,3.611035e-04,1.000000
0.232856,1.716855,3.614432e-04,1.000000
0.232906,1.718464,3.617820e-04,1.000000
0.232956,1.720069,3.621199e-04,1.000000
0.233006,1.721670,3.624569e-04,1.000000
0.233056,1.723267,3.627930e-04,1.000000
0.233106,1.724859,3.631283e-04,1.000000
0.233156,1.726447,3.634626e-04,1.000000
0.233206,1.728031,3.637961e-04,1.000000
0.233256,1.729611,3.641286e-04,1.000000
0.233306,1.731186,3.644603e-04,1.000000
0.233356,1.732757,3.647910e-04,1.000000
0.233406,1.734324,3.651208e-04,1.000000
0.233456,1.735887,3.654498e-04,1.000000
0.233506,1.737445,3.657778e-04,1.000000
0.233556,1.738999,3.661050e-04,1.000000
0.233606,1.740548,3.664312e-04,1.000000
0.233656,1.742094,3.667566e-04,1.000000
0.233706,1.743635,3.670810e-04,1.000000
0.233756,1.745171,3.674045e-04,1.000000
0.233806,1.746704,3.677271e-04,1.000000
0.233856,1.748232,3.680488e-04,1.000000
0.233906,1.749756,3.683696e-04,1.000000
0.233956,1.751275,3.686895e-04,1.000000
0.234006,1.752790,3.690085e-04,1.000000
0.234056,1.754301,3.693266e-04,1.000000
0.234106,1.755808,3.696437e-04,1.000000
0.234156,1.757310,3.699600e-04,1.000000
0.234206,1.758808,3.702753e-04,1.000000
0.234256,1.760301,3.705897e-04,1.000000
0.234306,1.761790,3.709033e-04,1.000000
0.234356,1.763275,3.712158e-04,1.000000
0.234406,1.764756,3.715275e-04,1.000000
0.234456,1.766232,3.718383e-04,1.000000
0.234506,1.767704,3.721481e-04,1.000000
0.234556,1.769171,3.724570e-04,1.000000
0.234606,1.770634,3.727651e-04,1.000000
0.234656,1.772093,3.730721e-04,1.000000
0.234706,1.773547,3.733783e-04,1.000000
0.234756,1.774997,3.736835e-04,1.000000
0.234806,1.776442,3.739879e-04,1.000000
0.234856,1.777884,3.742913e-04,1.000000
0.234906,1.779320,3.745937e-04,1.000000
0.234956,1.780753,3.748953e-04,1.000000
0.235006,1.782181,3.751959e-04,1.000000
0.235056,1.783604,3.754956e-04,1.000000
0.235106,1.785023,3.757944e-04,1.000000
0.235156,1.786438,3.760922e-04,1.000000
0.235206,1.787848,3.763892e-04,1.000000
0.235256,1.789254,3.766851e-04,1.000000
0.235306,1.790656,3.769802e-04,1.000000
0.235356,1.792053,3.772743e-04,1.000000
0.235406,1.793446,3.775675e-04,1.000000
0.235456,1.794834,3.778598e-04,1.000000
0.235506,1.796218,3.781511e-04,1.000000
0.235556,1.797597,3.784415e-04,1.000000
0.235606,1.798972,3.787310e-04,1.000000
0.235656,1.800343,3.790195e-04,1.000000
0.235706,1.801709,3.793071e-04,1.000000
0.235756,1.803071,3.795938e-04,1.000000
0.235806,1.804428,3.798795e-04,1.000000
0.235856,1.805780,3.801643e-04,1.000000
0.235906,1.807129,3.804482e-04,1.000000
0.235956,1.808473,3.807311e-04,1.000000
0.236006,1.809812,3.810130e-04,1.000000
0.236056,1.811147,3.812941e-04,1.000000
0.236106,1.812477,3.815742e-04,1.000000
0.236156,1.813803,3.818533e-04,1.000000
0.236206,1.815125,3.821315e-04,1.000000
0.236256,1.816442,3.824088e-04,1.000000
0.236306,1.817754,3.826851e-04,1.000000
0.236356,1.819062,3.829605e-04,1.000000
0.236406,1.820366,3.832349e-04,1.000000
0.236456,1.821665,3.835084e-04,1.000000
0.236506,1.822959,3.837809e-04,1.000000
0.236556,1.824249,3.840525e-04,1.000000
0.236606,1.825535,3.843232e-04,1.000000
0.236656,1.826816,3.845929e-04,1.000000
0.236706,1.828093,3.848616e-04,1.000000
0.236756,1.829365,3.851294e-04,1.000000
0.236806,1.830632,3.853962e-04,1.000000
0.236856,1.831895,3.856621e-04,1.000000
0.236906,1.833154,3.859271e-04,1.000000
0.236956,1.834408,3.861911e-04,1.000000
0.237006,1.835657,3.864541e-04,1.000000
0.237056,1.836902,3.867162e-04,1.000000
0.237106,1.838142,3.869773e-04,1.000000
0.237156,1.839378,3.872375e-04,1.000000
0.237206,1.840609,3.874967e-04,1.000000
0.237256,1.841836,3.877550e-04,1.000000
0.237306,1.843058,3.880123e-04,1.000000
0.237356,1.844276,3.882687e-04,1.000000
0.237406,1.845489,3.885241e-04,1.000000
0.237456,1.846698,3.887785e-04,1.000000
0.237506,1.847902,3.890320e-04,1.000000
0.237556,1.849101,3.892845e-04,1.000000
0.237606,1.850296,3.895360e-04,1.000000
0.237656,1.851486,3.897866e-04,1.000000
0.237706,1.852672,3.900363e-04,1.000000
0.237756,1.853853,3.902849e-04,1.000000
0.237806,1.855030,3.905326e-04,1.000000
0.237856,1.856202,3.907794e-04,1.000000
0.237906,1.857369,3.910251e-04,1.000000
0.237956,1.858532,3.912700e-04,1.000000
0.238006,1.859691,3.915138e-04,1.000000
0.238056,1.860844,3.917567e-04,1.000000
0.238106,1.861993,3.919986e-04,1.000000
0.238156,1.863138,3.922395e-04,1.000000
0.238206,1.864278,3.924795e-04,1.000000
0.238256,1.865413,3.927185e-04,1.000000
0.238306,1.866544,3.929566e-04,1.000000
0.238356,1.867670,3.931937e-04,1.000000
0.238406,1.868791,3.934298e-04,1.000000
0.238456,1.869908,3.936649e-04,1.000000
0.238506,1.871020,3.938990e-04,1.000000
0.238556,1.872128,3.941322e-04,1.000000
0.238606,1.873231,3.943644e-04,1.000000
0.238656,1.874330,3.945957e-04,1.000000
0.238706,1.875423,3.948260e-04,1.000000
0.238756,1.876512,3.950553e-04,1.000000
0.238806,1.877597,3.952836e-04,1.000000
0.238856,1.878677,3.955109e-04,1.000000
0.238906,1.879752,3.957373e-04,1.000000
0.238956,1.880823,3.959627e-04,1.000000
0.239006,1.881889,3.961871e-04,1.000000
0.239056,1.882950,3.964105e-04,1.000000
0.239106,1.884007,3.966330e-04,1.000000
0.239156,1.885059,3.968545e-04,1.000000
0.239206,1.886106,3.970750e-04,1.000000
0.239256,1.887149,3.972945e-04,1.000000
0.239306,1.888187,3.975130e-04,1.000000
0.239356,1.889220,3.977306e-04,1.000000
0.239406,1.890249,3.979472e-04,1.000000
0.239456,1.891273,3.981628e-04,1.000000
0.239506,1.892293,3.983774e-04,1.000000
0.239556,1.893307,3.985910e-04,1.000000
0.239606,1.894317,3.988037e-04,1.000000
0.239656,1.895323,3.990153e-04,1.000000
0.239706,1.896323,3.992260e-04,1.000000
0.239756,1.897320,3.994357e-04,1.000000
0.239806,1.898311,3.996444e-04,1.000000
0.239856,1.899298,3.998521e-04,1.000000
0.239906,1.900280,4.000589e-04,1.000000
0.239956,1.901257,4.002646e-04,1.000000
0.240006,1.902229,4.004694e-04,1.000000
0.240056,1.903197,4.006731e-04,1.000000
0.240106,1.904161,4.008759e-04,1.000000
0.240156,1.905119,4.010777e-04,1.000000
0.240206,1.906073,4.012785e-04,1.000000
0.240256,1.907022,4.014783e-04,1.000000
0.240306,1.907967,4.016772e-04,1.000000
0.240356,1.908906,4.018750e-04,1.000000
0.240406,1.909841,4.020718e-04,1.000000
0.240456,1.910772,4.022677e-04,1.000000
0.240506,1.911697,4.024625e-04,1.000000
0.240556,1.912618,4.026564e-04,1.000000
0.240606,1.913534,4.028493e-04,1.000000
0.240656,1.914445,4.030412e-04,1.000000
0.240706,1.915352,4.032320e-04,1.000000
0.240756,1.916254,4.034219e-04,1.000000
0.240806,1.917151,4.036108e-04,1.000000
0.240856,1.918044,4.037987e-04,1.000000
0.240906,1.918932,4.039856e-04,1.000000
0.240956,1.919815,4.041715e-04,1.000000
0.241006,1.920693,4.043564e-04,1.000000
0.241056,1.921567,4.045403e-04,1.000000
0.241106,1.922435,4.047232e-04,1.000000
0.241156,1.923299,4.049051e-04,1.000000
0.241206,1.924159,4.050860e-04,1.000000
0.241256,1.925013,4.052660e-04,1.000000
0.241306,1.925863,4.054449e-04,1.000000
0.241356,1.926708,4.056228e-04,1.000000
0.241406,1.927549,4.057997e-04,1.000000
0.241456,1.928384,4.059756e-04,1.000000
0.241506,1.929215,4.061505e-04,1.000000
0.241556,1.930041,4.063244e-04,1.000000
0.241606,1.930862,4.064973e-04,1.000000
0.241656,1.931679,4.066692e-04,1.000000
0.241706,1.932491,4.068401e-04,1.000000
0.241756,1.933297,4.070100e-04,1.000000
0.241806,1.934100,4.071789e-04,1.000000
0.241856,1.934897,4.073468e-04,1.000000
0.241906,1.935690,4.075136e-04,1.000000
0.241956,1.936478,4.076795e-04,1.000000
0.242006,1.937261,4.078444e-04,1.000000
0.242056,1.938039,4.080082e-04,1.000000
0.242106,1.938813,4.081711e-04,1.000000
0.242156,1.939581,4.083329e-04,1.000000
0.242206,1.940345,4.084938e-04,1.000000
0.242256,1.941105,4.086536e-04,1.000000
0.242306,1.941859,4.088124e-04,1.000000
0.242356,1.942609,4.089702e-04,1.000000
0.242406,1.943353,4.091270e-04,1.000000
0.242456,1.944094,4.092828e-04,1.000000
0.242506,1.944829,4.094376e-04,1.000000
0.242556,1.945559,4.095914e-04,1.000000
0.242606,1.946285,4.097442e-04,1.000000
0.242656,1.947006,4.098959e-04,1.000000
0.242706,1.947722,4.100467e-04,1.000000
0.242756,1.948433,4.101964e-04,1.000000
0.242806,1.949139,4.103451e-04,1.000000
0.242856,1.949841,4.104928e-04,1.000000
0.242906,1.950538,4.106395e-04,1.000000
0.242956,1.951230,4.107852e-04,1.000000
0.243006,1.951917,4.109298e-04,1.000000
0.243056,1.952599,4.110735e-04,1.000000
0.243106,1.953277,4.112161e-04,1.000000
0.243156,1.953949,4.113578e-04,1.000000
0.243206,1.954617,4.114984e-04,1.000000
0.243256,1.955280,4.116379e-04,1.000000
0.243306,1.955938,4.117765e-04,1.000000
0.243356,1.956592,4.119141e-04,1.000000
0.243406,1.957240,4.120506e-04,1.000000
0.243456,1.957884,4.121862e-04,1.000000
0.243506,1.958523,4.123207e-04,1.000000
0.243556,1.959157,4.124542e-04,1.000000
0.243606,1.959786,4.125866e-04,1.000000
0.243656,1.960411,4.127181e-04,1.000000
0.243706,1.961030,4.128485e-04,1.000000
0.243756,1.961645,4.129779e-04,1.000000
0.243806,1.962255,4.131063e-04,1.000000
0.243856,1.962860,4.132337e-04,1.000000
0.243906,1.963460,4.133601e-04,1.000000
0.243956,1.964056,4.134854e-04,1.000000
0.244006,1.964646,4.136097e-04,1.000000
0.244056,1.965232,4.137330e-04,1.000000
0.244106,1.965813,4.138553e-04,1.000000
0.244156,1.966389,4.139766e-04,1.000000
0.244206,1.966960,4.140968e-04,1.000000
0.244256,1.967526,4.142160e-04,1.000000
0.244306,1.968088,4.143342e-04,1.000000
0.244356,1.968644,4.144514e-04,1.000000
0.244406,1.969196,4.145675e-04,1.000000
0.244456,1.969743,4.146827e-04,1.000000
0.244506,1.970285,4.147968e-04,1.000000
0.244556,1.970822,4.149098e-04,1.000000
0.244606,1.971354,4.150219e-04,1.000000
0.244656,1.971881,4.151329e-04,1.000000
0.244706,1.972404,4.152429e-04,1.000000
0.244756,1.972922,4.153519e-04,1.000000
0.244806,1.973434,4.154599e-04,1.000000
0.244856,1.973942,4.155668e-04,1.000000
0.244906,1.974445,4.156727e-04,1.000000
0.244956,1.974944,4.157776e-04,1.000000
0.245006,1.975437,4.158814e-04,1.000000
0.245056,1.975925,4.159843e-04,1.000000
0.245106,1.976409,4.160861e-04,1.000000
0.245156,1.976888,4.161868e-04,1.000000
0.245206,1.977361,4.162866e-04,1.000000
0.245256,1.977830,4.163853e-04,1.000000
0.245306,1.978294,4.164830e-04,1.000000
0.245356,1.978753,4.165797e-04,1.000000
0.245406,1.979208,4.166753e-04,1.000000
0.245456,1.979657,4.167699e-04,1.000000
0.245506,1.980102,4.168635e-04,1.000000
0.245556,1.980541,4.169561e-04,1.000000
0.245606,1.980976,4.170476e-04,1.000000
0.245656,1.981406,4.171381e-04,1.000000
0.245706,1.981831,4.172275e-04,1.000000
0.245756,1.982251,4.173160e-04,1.000000
0.245806,1.982666,4.174034e-04,1.000000
0.245856,1.983076,4.174897e-04,1.000000
0.245906,1.983482,4.175751e-04,1.000000
0.245956,1.983882,4.176594e-04,1.000000
0.246006,1.984278,4.177427e-04,1.000000
0.246056,1.984669,4.178249e-04,1.000000
0.246106,1.985054,4.179062e-04,1.000000
0.246156,1.985435,4.179864e-04,1.000000
0.246206,1.985811,4.180655e-04,1.000000
0.246256,1.986182,4.181437e-04,1.000000
0.246306,1.986549,4.182207e-04,1.000000
0.246356,1.986910,4.182968e-04,1.000000
0.246406,1.987266,4.183718e-04,1.000000
0.246456,1.987618,4.184458e-04,1.000000
0.246506,1.987964,4.185188e-04,1.000000
0.246556,1.988306,4.185907e-04,1.000000
0.246606,1.988643,4.186617e-04,1.000000
0.246656,1.988975,4.187315e-04,1.000000
0.246706,1.989302,4.188004e-04,1.000000
0.246756,1.989624,4.188682e-04,1.000000
0.246806,1.989941,4.189349e-04,1.000000
0.246856,1.990253,4.190007e-04,1.000000
0.246906,1.990560,4.190654e-04,1.000000
0.246956,1.990863,4.191290e-04,1.000000
0.247006,1.991160,4.191917e-04,1.000000
0.247056,1.991453,4.192533e-04,1.000000
0.247106,1.991741,4.193138e-04,1.000000
0.247156,1.992023,4.193734e-04,1.000000
0.247206,1.992301,4.194319e-04,1.000000
0.247256,1.992574,4.194893e-04,1.000000
0.247306,1.992842,4.195457e-04,1.000000
0.247356,1.993105,4.196011e-04,1.000000
0.247406,1.993364,4.196555e-04,1.000000
0.247456,1.993617,4.197088e-04,1.000000
0.247506,1.993865,4.197611e-04,1.000000
0.247556,1.994109,4.198123e-04,1.000000
0.247606,1.994347,4.198625e-04,1.000000
0.247656,1.994581,4.199117e-04,1.000000
0.247706,1.994809,4.199599e-04,1.000000
0.247756,1.995033,4.200070e-04,1.000000
0.247806,1.995252,4.200530e-04,1.000000
0.247856,1.995466,4.200981e-04,1.000000
0.247906,1.995675,4.201420e-04,1.000000
0.247956,1.995879,4.201850e-04,1.000000
0.248006,1.996078,4.202269e-04,1.000000
0.248056,1.996272,4.202678e-04,1.000000
0.248106,1.996461,4.203077e-04,1.000000
0.248156,1.996646,4.203465e-04,1.000000
0.248206,1.996825,4.203842e-04,1.000000
0.248256,1.997000,4.204210e-04,1.000000
0.248306,1.997169,4.204567e-04,1.000000
0.248356,1.997334,4.204913e-04,1.000000
0.248406,1.997493,4.205249e-04,1.000000
0.248456,1.997648,4.205575e-04,1.000000
0.248506,1.997798,4.205891e-04,1.000000
0.248556,1.997943,4.206196e-04,1.000000
0.248606,1.998083,4.206491e-04,1.000000
0.248656,1.998218,4.206775e-04,1.000000
0.248706,1.998348,4.207049e-04,1.000000
0.248756,1.998473,4.207312e-04,1.000000
0.248806,1.998594,4.207566e-04,1.000000
0.248856,1.998709,4.207808e-04,1.000000
0.248906,1.998819,4.208041e-04,1.000000
0.248956,1.998925,4.208263e-04,1.000000
0.249006,1.999025,4.208474e-04,1.000000
0.249056,1.999121,4.208676e-04,1.000000
0.249106,1.999212,4.208867e-04,1.000000
0.249156,1.999297,4.209047e-04,1.000000
0.249206,1.999378,4.209217e-04,1.000000
0.249256,1.999454,4.209377e-04,1.000000
0.249306,1.999525,4.209526e-04,1.000000
0.249356,1.999591,4.209665e-04,1.000000
0.249406,1.999652,4.209794e-04,1.000000
0.249456,1.999708,4.209912e-04,1.000000
0.249506,1.999759,4.210020e-04,1.000000
0.249556,1.999806,4.210117e-04,1.000000
0.249606,1.999847,4.210204e-04,1.000000
0.249656,1.999883,4.210281e-04,1.000000
0.249706,1.999915,4.210347e-04,1.000000
0.249756,1.999941,4.210403e-04,1.000000
0.249806,1.999963,4.210448e-04,1.000000
0.249856,1.999980,4.210483e-04,1.000000
0.249906,1.999991,4.210508e-04,1.000000
0.249956,1.999998,4.210522e-04,1.000000
0.250006,2.000000,4.210526e-04,1.000000
0.250056,1.999997,4.210520e-04,1.000000
0.250106,1.999989,4.210503e-04,1.000000
0.250156,1.999976,4.210476e-04,1.000000
