t_s,V_signal_V,I_out_A,x_state
0.109653,-0.597247,-3.412838e-04,1.000000
0.109703,-0.600244,-3.429967e-04,1.000000
0.109753,-0.603240,-3.447087e-04,1.000000
0.109803,-0.606235,-3.464199e-04,1.000000
0.109853,-0.609228,-3.481303e-04,1.000000
0.109903,-0.612220,-3.498398e-04,1.000000
0.109953,-0.615210,-3.515484e-04,1.000000
0.110003,-0.618198,-3.532562e-04,1.000000
0.110053,-0.621185,-3.549631e-04,1.000000
0.110103,-0.624171,-3.566691e-04,1.000000
0.110153,-0.627155,-3.583742e-04,1.000000
0.110203,-0.630137,-3.600785e-04,1.000000
0.110253,-0.633118,-3.617818e-04,1.000000
0.110303,-0.636098,-3.634843e-04,1.000000
0.110353,-0.639075,-3.651859e-04,1.000000
0.110403,-0.642051,-3.668866e-04,1.000000
0.110453,-0.645026,-3.685863e-04,1.000000
0.110503,-0.647999,-3.702852e-04,1.000000
0.110553,-0.650970,-3.719831e-04,1.000000
0.110603,-0.653940,-3.736801e-04,1.000000
0.110653,-0.656908,-3.753762e-04,1.000000
0.110703,-0.659875,-3.770714e-04,1.000000
0.110753,-0.662840,-3.787657e-04,1.000000
0.110803,-0.665803,-3.804590e-04,1.000000
0.110853,-0.668765,-3.821514e-04,1.000000
0.110903,-0.671725,-3.838428e-04,1.000000
0.110953,-0.674683,-3.855333e-04,1.000000
0.111003,-0.677640,-3.872228e-04,1.000000
0.111053,-0.680595,-3.889114e-04,1.000000
0.111103,-0.683548,-3.905990e-04,1.000000
0.111153,-0.686500,-3.922856e-04,1.000000
0.111203,-0.689450,-3.939713e-04,1.000000
0.111253,-0.692398,-3.956560e-04,1.000000
0.111303,-0.695345,-3.973398e-04,1.000000
0.111353,-0.698289,-3.990225e-04,1.000000
0.111403,-0.701233,-4.007043e-04,1.000000
0.111453,-0.704174,-4.023851e-04,1.000000
0.111503,-0.707114,-4.040649e-04,1.000000
0.111553,-0.710051,-4.057437e-04,1.000000
0.111603,-0.712988,-4.074215e-04,1.000000
0.111653,-0.715922,-4.090982e-04,1.000000
0.111703,-0.718855,-4.107740e-04,1.000000
0.111753,-0.721785,-4.124488e-04,1.000000
0.111803,-0.724714,-4.141225e-04,1.000000
0.111853,-0.727642,-4.157952e-04,1.000000
0.111903,-0.730567,-4.174669e-04,1.000000
0.111953,-0.733491,-4.191376e-04,1.000000
0.112003,-0.736413,-4.208072e-04,1.000000
0.112053,-0.739333,-4.224758e-04,1.000000
0.112103,-0.742251,-4.241434e-04,1.000000
0.112153,-0.745167,-4.258099e-04,1.000000
0.112203,-0.748082,-4.274754e-04,1.000000
0.112253,-0.750995,-4.291398e-04,1.000000
0.112303,-0.753905,-4.308031e-04,1.000000
0.112353,-0.756814,-4.324654e-04,1.000000
0.112403,-0.759722,-4.341266e-04,1.000000
0.112453,-0.762627,-4.357867e-04,1.000000
0.112503,-0.765530,-4.374458e-04,1.000000
0.112553,-0.768432,-4.391038e-04,1.000000
0.112603,-0.771331,-4.407607e-04,1.000000
0.112653,-0.774229,-4.424165e-04,1.000000
0.112703,-0.777125,-4.440712e-04,1.000000
0.112753,-0.780018,-4.457248e-04,1.000000
0.112803,-0.782910,-4.473774e-04,1.000000
0.112853,-0.785800,-4.490288e-04,1.000000
0.112903,-0.788688,-4.506791e-04,1.000000
0.112953,-0.791575,-4.523283e-04,1.000000
0.113003,-0.794459,-4.539764e-04,1.000000
0.113053,-0.797341,-4.556234e-04,1.000000
0.113103,-0.800221,-4.572692e-04,1.000000
0.113153,-0.803099,-4.589139e-04,1.000000
0.113203,-0.805976,-4.605575e-04,1.000000
0.113253,-0.808850,-4.621999e-04,1.000000
0.113303,-0.811722,-4.638412e-04,1.000000
0.113353,-0.814592,-4.654814e-04,1.000000
0.113403,-0.817461,-4.671204e-04,1.000000
0.113453,-0.820327,-4.687583e-04,1.000000
0.113503,-0.823191,-4.703950e-04,1.000000
0.113553,-0.826053,-4.720305e-04,1.000000
0.113603,-0.828914,-4.736649e-04,1.000000
0.113653,-0.831772,-4.752981e-04,1.000000
0.113703,-0.834628,-4.769301e-04,1.000000
0.113753,-0.837482,-4.785610e-04,1.000000
0.113803,-0.840334,-4.801907e-04,1.000000
0.113853,-0.843184,-4.818192e-04,1.000000
0.113903,-0.846031,-4.834465e-04,1.000000
0.113953,-0.848877,-4.850726e-04,1.000000
0.114003,-0.851721,-4.799676e-04,0.999951
0.114053,-0.854562,-4.326780e-04,0.999710
0.114103,-0.857401,-3.609416e-04,0.999269
0.114153,-0.860239,-2.890423e-04,0.998627
0.114203,-0.863074,-2.284710e-04,0.997784
0.114253,-0.865907,-1.811448e-04,0.996739
0.114303,-0.868738,-1.451685e-04,0.995493
0.114353,-0.871567,-1.179311e-04,0.994044
0.114403,-0.874393,-9.716547e-05,0.992392
0.114453,-0.877218,-8.114596e-05,0.990536
0.114503,-0.880040,-6.861929e-05,0.988478
0.114553,-0.882860,-5.868825e-05,0.986215
0.114603,-0.885678,-5.071001e-05,0.983747
0.114653,-0.888494,-4.422047e-05,0.981075
0.114703,-0.891307,-3.888081e-05,0.978197
0.114753,-0.894118,-3.444064e-05,0.975113
0.114803,-0.896928,-3.071255e-05,0.971823
0.114853,-0.899735,-2.755450e-05,0.968327
0.114903,-0.902539,-2.485756e-05,0.964624
0.114953,-0.905342,-2.253721e-05,0.960713
0.115003,-0.908142,-2.052720e-05,0.956594
0.115053,-0.910940,-1.877504e-05,0.952267
0.115103,-0.913736,-1.723878e-05,0.947732
0.115153,-0.916529,-1.588457e-05,0.942987
0.115203,-0.919320,-1.468491e-05,0.938033
0.115253,-0.922109,-1.361725e-05,0.932868
0.115303,-0.924896,-1.266298e-05,0.927494
0.115353,-0.927681,-1.180664e-05,0.921909
0.115403,-0.930463,-1.103530e-05,0.916112
0.115453,-0.933242,-1.033809e-05,0.910104
0.115503,-0.936020,-9.705819e-06,0.903884
0.115553,-0.938795,-9.130663e-06,0.897451
0.115603,-0.941568,-8.605945e-06,0.890806
0.115653,-0.944339,-8.125931e-06,0.883948
0.115703,-0.947107,-7.685675e-06,0.876875
0.115753,-0.949873,-7.280899e-06,0.869589
0.115803,-0.952636,-6.907882e-06,0.862088
0.115853,-0.955398,-6.563378e-06,0.854373
0.115903,-0.958156,-6.244543e-06,0.846442
0.115953,-0.960913,-5.948883e-06,0.838295
0.116003,-0.963667,-5.674195e-06,0.829932
0.116053,-0.966419,-5.418533e-06,0.821353
0.116103,-0.969168,-5.180174e-06,0.812557
0.116153,-0.971915,-4.957582e-06,0.803543
0.116203,-0.974660,-4.749479e-06,0.794323
0.116253,-0.977402,-4.555957e-06,0.784962
0.116303,-0.980142,-4.376047e-06,0.775474
0.116353,-0.982879,-4.208463e-06,0.765864
0.116403,-0.985614,-4.052071e-06,0.756134
0.116453,-0.988346,-3.905868e-06,0.746290
0.116503,-0.991076,-3.768964e-06,0.736335
0.116553,-0.993804,-3.640563e-06,0.726273
0.116603,-0.996529,-3.519958e-06,0.716107
0.116653,-0.999252,-3.406511e-06,0.705842
0.116703,-1.001972,-3.299653e-06,0.695481
0.116753,-1.004690,-3.198870e-06,0.685028
0.116803,-1.007405,-3.103698e-06,0.674487
0.116853,-1.010118,-3.013717e-06,0.663860
0.116903,-1.012828,-2.928546e-06,0.653152
0.116953,-1.015536,-2.847840e-06,0.642366
0.117003,-1.018241,-2.771285e-06,0.631505
0.117053,-1.020944,-2.698592e-06,0.620573
0.117103,-1.023644,-2.629501e-06,0.609573
0.117153,-1.026342,-2.563771e-06,0.598508
0.117203,-1.029037,-2.501183e-06,0.587382
0.117253,-1.031730,-2.441533e-06,0.576196
0.117303,-1.034420,-2.384637e-06,0.564955
0.117353,-1.037107,-2.330323e-06,0.553661
0.117403,-1.039792,-2.278433e-06,0.542318
0.117453,-1.042475,-2.228822e-06,0.530927
0.117503,-1.045154,-2.181355e-06,0.519492
0.117553,-1.047832,-2.135906e-06,0.508015
0.117603,-1.050506,-2.092361e-06,0.496499
0.117653,-1.053179,-2.050611e-06,0.484947
0.117703,-1.055848,-2.010557e-06,0.473361
0.117753,-1.058515,-1.972106e-06,0.461743
0.117803,-1.061179,-1.935171e-06,0.450095
0.117853,-1.063841,-1.899671e-06,0.438421
0.117903,-1.066500,-1.865532e-06,0.426722
0.117953,-1.069156,-1.832682e-06,0.415001
0.118003,-1.071810,-1.801056e-06,0.403259
0.118053,-1.074461,-1.770592e-06,0.391498
0.118103,-1.077110,-1.741232e-06,0.379722
0.118153,-1.079755,-1.712923e-06,0.367930
0.118203,-1.082399,-1.685613e-06,0.356126
0.118253,-1.085039,-1.659254e-06,0.344311
0.118303,-1.087677,-1.633803e-06,0.332487
0.118353,-1.090312,-1.609216e-06,0.320656
0.118403,-1.092944,-1.585453e-06,0.308819
0.118453,-1.095574,-1.562478e-06,0.296978
0.118503,-1.098201,-1.540254e-06,0.285134
0.118553,-1.100826,-1.518749e-06,0.273289
0.118603,-1.103447,-1.497930e-06,0.261445
0.118653,-1.106066,-1.477769e-06,0.249602
0.118703,-1.108682,-1.458237e-06,0.237763
0.118753,-1.111296,-1.439307e-06,0.225928
0.118803,-1.113906,-1.420954e-06,0.214099
0.118853,-1.116514,-1.403154e-06,0.202277
0.118903,-1.119119,-1.385884e-06,0.190463
0.118953,-1.121722,-1.369124e-06,0.178658
0.119003,-1.124321,-1.352852e-06,0.166863
0.119053,-1.126918,-1.337049e-06,0.155080
0.119103,-1.129512,-1.321697e-06,0.143310
0.119153,-1.132104,-1.306779e-06,0.131552
0.119203,-1.134692,-1.292276e-06,0.119810
0.119253,-1.137278,-1.278175e-06,0.108082
0.119303,-1.139861,-1.264459e-06,0.096371
0.119353,-1.142441,-1.251115e-06,0.084677
0.119403,-1.145018,-1.238128e-06,0.073000
0.119453,-1.147592,-1.225486e-06,0.061342
0.119503,-1.150164,-1.213175e-06,0.049704
0.119553,-1.152733,-1.201185e-06,0.038086
0.119603,-1.155299,-1.189503e-06,0.026488
0.119653,-1.157862,-1.178120e-06,0.014912
0.119703,-1.160422,-1.167024e-06,0.003358
0.119753,-1.162979,-1.162979e-06,0.000000
0.119803,-1.165534,-1.165534e-06,0.000000
0.119853,-1.168085,-1.168085e-06,0.000000
0.119903,-1.170634,-1.170634e-06,0.000000
0.119953,-1.173180,-1.173180e-06,0.000000
0.120003,-1.175723,-1.175723e-06,0.000000
0.120053,-1.178263,-1.178263e-06,0.000000
0.120103,-1.180800,-1.180800e-06,0.000000
0.120153,-1.183334,-1.183334e-06,0.000000
0.120203,-1.185866,-1.185866e-06,0.000000
0.120253,-1.188394,-1.188394e-06,0.000000
0.120303,-1.190920,-1.190920e-06,0.000000
0.120353,-1.193442,-1.193442e-06,0.000000
0.120403,-1.195962,-1.195962e-06,0.000000
0.120453,-1.198478,-1.198478e-06,0.000000
0.120503,-1.200992,-1.200992e-06,0.000000
0.120553,-1.203502,-1.203502e-06,0.000000
0.120603,-1.206010,-1.206010e-06,0.000000
0.120653,-1.208515,-1.208515e-06,0.000000
0.120703,-1.211017,-1.211017e-06,0.000000
0.120753,-1.213515,-1.213515e-06,0.000000
0.120803,-1.216011,-1.216011e-06,0.000000
0.120853,-1.218504,-1.218504e-06,0.000000
0.120903,-1.220994,-1.220994e-06,0.000000
0.120953,-1.223481,-1.223481e-06,0.000000
0.121003,-1.225964,-1.225964e-06,0.000000
0.121053,-1.228445,-1.228445e-06,0.000000
0.121103,-1.230923,-1.230923e-06,0.000000
0.121153,-1.233397,-1.233397e-06,0.000000
0.121203,-1.235869,-1.235869e-06,0.000000
0.121253,-1.238337,-1.238337e-06,0.000000
0.121303,-1.240803,-1.240803e-06,0.000000
0.121353,-1.243265,-1.243265e-06,0.000000
0.121403,-1.245725,-1.245725e-06,0.000000
0.121453,-1.248181,-1.248181e-06,0.000000
0.121503,-1.250634,-1.250634e-06,0.000000
0.121553,-1.253084,-1.253084e-06,0.000000
0.121603,-1.255531,-1.255531e-06,0.000000
0.121653,-1.257975,-1.257975e-06,0.000000
0.121703,-1.260416,-1.260416e-06,0.000000
0.121753,-1.262854,-1.262854e-06,0.000000
0.121803,-1.265289,-1.265289e-06,0.000000
0.121853,-1.267720,-1.267720e-06,0.000000
0.121903,-1.270148,-1.270148e-06,0.000000
0.121953,-1.272574,-1.272574e-06,0.000000
0.122003,-1.274996,-1.274996e-06,0.000000
0.122053,-1.277415,-1.277415e-06,0.000000
0.122103,-1.279830,-1.279830e-06,0.000000
0.122153,-1.282243,-1.282243e-06,0.000000
0.122203,-1.284652,-1.284652e-06,0.000000
0.122253,-1.287059,-1.287059e-06,0.000000
0.122303,-1.289462,-1.289462e-06,0.000000
0.122353,-1.291862,-1.291862e-06,0.000000
0.122403,-1.294259,-1.294259e-06,0.000000
0.122453,-1.296652,-1.296652e-06,0.000000
0.122503,-1.299042,-1.299042e-06,0.000000
0.122553,-1.301430,-1.301430e-06,0.000000
0.122603,-1.303813,-1.303813e-06,0.000000
0.122653,-1.306194,-1.306194e-06,0.000000
0.122703,-1.308572,-1.308572e-06,0.000000
0.122753,-1.310946,-1.310946e-06,0.000000
0.122803,-1.313317,-1.313317e-06,0.000000
0.122853,-1.315685,-1.315685e-06,0.000000
0.122903,-1.318049,-1.318049e-06,0.000000
0.122953,-1.320411,-1.320411e-06,0.000000
0.123003,-1.322769,-1.322769e-06,0.000000
0.123053,-1.325123,-1.325123e-06,0.000000
0.123103,-1.327475,-1.327475e-06,0.000000
0.123153,-1.329823,-1.329823e-06,0.000000
0.123203,-1.332168,-1.332168e-06,0.000000
0.123253,-1.334510,-1.334510e-06,0.000000
0.123303,-1.336848,-1.336848e-06,0.000000
0.123353,-1.339183,-1.339183e-06,0.000000
0.123403,-1.341515,-1.341515e-06,0.000000
0.123453,-1.343843,-1.343843e-06,0.000000
0.123503,-1.346169,-1.346169e-06,0.000000
0.123553,-1.348490,-1.348490e-06,0.000000
0.123603,-1.350809,-1.350809e-06,0.000000
0.123653,-1.353124,-1.353124e-06,0.000000
0.123703,-1.355436,-1.355436e-06,0.000000
0.123753,-1.357744,-1.357744e-06,0.000000
0.123803,-1.360049,-1.360049e-06,0.000000
0.123853,-1.362351,-1.362351e-06,0.000000
0.123903,-1.364650,-1.364650e-06,0.000000
0.123953,-1.366945,-1.366945e-06,0.000000
0.124003,-1.369236,-1.369236e-06,0.000000
0.124053,-1.371524,-1.371524e-06,0.000000
0.124103,-1.373809,-1.373809e-06,0.000000
0.124153,-1.376091,-1.376091e-06,0.000000
0.124203,-1.378369,-1.378369e-06,0.000000
0.124253,-1.380644,-1.380644e-06,0.000000
0.124303,-1.382915,-1.382915e-06,0.000000
0.124353,-1.385183,-1.385183e-06,0.000000
0.124403,-1.387447,-1.387447e-06,0.000000
0.124453,-1.389708,-1.389708e-06,0.000000
0.124503,-1.391966,-1.391966e-06,0.000000
0.124553,-1.394220,-1.394220e-06,0.000000
0.124603,-1.396471,-1.396471e-06,0.000000
0.124653,-1.398718,-1.398718e-06,0.000000
0.124703,-1.400962,-1.400962e-06,0.000000
0.124753,-1.403202,-1.403202e-06,0.000000
0.124803,-1.405439,-1.405439e-06,0.000000
0.124853,-1.407673,-1.407673e-06,0.000000
0.124903,-1.409903,-1.409903e-06,0.000000
0.124953,-1.412129,-1.412129e-06,0.000000
0.125003,-1.414352,-1.414352e-06,0.000000
0.125053,-1.416572,-1.416572e-06,0.000000
0.125103,-1.418788,-1.418788e-06,0.000000
0.125153,-1.421001,-1.421001e-06,0.000000
0.125203,-1.423210,-1.423210e-06,0.000000
0.125253,-1.425415,-1.425415e-06,0.000000
0.125303,-1.427617,-1.427617e-06,0.000000
0.125353,-1.429816,-1.429816e-06,0.000000
0.125403,-1.432010,-1.432010e-06,0.000000
0.125453,-1.434202,-1.434202e-06,0.000000
0.125503,-1.436390,-1.436390e-06,0.000000
0.125553,-1.438574,-1.438574e-06,0.000000
0.125603,-1.440755,-1.440755e-06,0.000000
0.125653,-1.442932,-1.442932e-06,0.000000
0.125703,-1.445106,-1.445106e-06,0.000000
0.125753,-1.447276,-1.447276e-06,0.000000
0.125803,-1.449442,-1.449442e-06,0.000000
0.125853,-1.451605,-1.451605e-06,0.000000
0.125903,-1.453765,-1.453765e-06,0.000000
0.125953,-1.455921,-1.455921e-06,0.000000
0.126003,-1.458073,-1.458073e-06,0.000000
0.126053,-1.460221,-1.460221e-06,0.000000
0.126103,-1.462366,-1.462366e-06,0.000000
0.126153,-1.464508,-1.464508e-06,0.000000
0.126203,-1.466645,-1.466645e-06,0.000000
0.126253,-1.468780,-1.468780e-06,0.000000
0.126303,-1.470910,-1.470910e-06,0.000000
0.126353,-1.473037,-1.473037e-06,0.000000
0.126403,-1.475160,-1.475160e-06,0.000000
0.126453,-1.477280,-1.477280e-06,0.000000
0.126503,-1.479396,-1.479396e-06,0.000000
0.126553,-1.481508,-1.481508e-06,0.000000
0.126603,-1.483617,-1.483617e-06,0.000000
0.126653,-1.485722,-1.485722e-06,0.000000
0.126703,-1.487823,-1.487823e-06,0.000000
0.126753,-1.489921,-1.489921e-06,0.000000
0.126803,-1.492015,-1.492015e-06,0.000000
0.126853,-1.494105,-1.494105e-06,0.000000
0.126903,-1.496192,-1.496192e-06,0.000000
0.126953,-1.498275,-1.498275e-06,0.000000
0.127003,-1.500354,-1.500354e-06,0.000000
0.127053,-1.502430,-1.502430e-06,0.000000
0.127103,-1.504501,-1.504501e-06,0.000000
0.127153,-1.506570,-1.506570e-06,0.000000
0.127203,-1.508634,-1.508634e-06,0.000000
0.127253,-1.510695,-1.510695e-06,0.000000
0.127303,-1.512752,-1.512752e-06,0.000000
0.127353,-1.514805,-1.514805e-06,0.000000
0.127403,-1.516854,-1.516854e-06,0.000000
0.127453,-1.518900,-1.518900e-06,0.000000
0.127503,-1.520942,-1.520942e-06,0.000000
0.127553,-1.522980,-1.522980e-06,0.000000
0.127603,-1.525015,-1.525015e-06,0.000000
0.127653,-1.527045,-1.527045e-06,0.000000
0.127703,-1.529072,-1.529072e-06,0.000000
0.127753,-1.531096,-1.531096e-06,0.000000
0.127803,-1.533115,-1.533115e-06,0.000000
0.127853,-1.535131,-1.535131e-06,0.000000
0.127903,-1.537142,-1.537142e-06,0.000000
0.127953,-1.539150,-1.539150e-06,0.000000
0.128003,-1.541155,-1.541155e-06,0.000000
0.128053,-1.543155,-1.543155e-06,0.000000
0.128103,-1.545152,-1.545152e-06,0.000000
0.128153,-1.547145,-1.547145e-06,0.000000
0.128203,-1.549134,-1.549134e-06,0.000000
0.128253,-1.551119,-1.551119e-06,0.000000
0.128303,-1.553100,-1.553100e-06,0.000000
0.128353,-1.555078,-1.555078e-06,0.000000
0.128403,-1.557051,-1.557051e-06,0.000000
0.128453,-1.559021,-1.559021e-06,0.000000
0.128503,-1.560987,-1.560987e-06,0.000000
0.128553,-1.562949,-1.562949e-06,0.000000
0.128603,-1.564907,-1.564907e-06,0.000000
0.128653,-1.566862,-1.566862e-06,0.000000
0.128703,-1.568812,-1.568812e-06,0.000000
0.128753,-1.570759,-1.570759e-06,0.000000
0.128803,-1.572702,-1.572702e-06,0.000000
0.128853,-1.574641,-1.574641e-06,0.000000
0.128903,-1.576576,-1.576576e-06,0.000000
0.128953,-1.578507,-1.578507e-06,0.000000
0.129003,-1.580434,-1.580434e-06,0.000000
0.129053,-1.582358,-1.582358e-06,0.000000
0.129103,-1.584277,-1.584277e-06,0.000000
0.129153,-1.586193,-1.586193e-06,0.000000
0.129203,-1.588104,-1.588104e-06,0.000000
0.129253,-1.590012,-1.590012e-06,0.000000
0.129303,-1.591916,-1.591916e-06,0.000000
0.129353,-1.593816,-1.593816e-06,0.000000
0.129403,-1.595711,-1.595711e-06,0.000000
0.129453,-1.597603,-1.597603e-06,0.000000
0.129503,-1.599491,-1.599491e-06,0.000000
0.129553,-1.601376,-1.601376e-06,0.000000
0.129603,-1.603256,-1.603256e-06,0.000000
0.129653,-1.605132,-1.605132e-06,0.000000
0.129703,-1.607004,-1.607004e-06,0.000000
0.129753,-1.608872,-1.608872e-06,0.000000
0.129803,-1.610737,-1.610737e-06,0.000000
0.129853,-1.612597,-1.612597e-06,0.000000
0.129903,-1.614453,-1.614453e-06,0.000000
0.129953,-1.616306,-1.616306e-06,0.000000
0.130003,-1.618154,-1.618154e-06,0.000000
0.130053,-1.619998,-1.619998e-06,0.000000
0.130103,-1.621839,-1.621839e-06,0.000000
0.130153,-1.623675,-1.623675e-06,0.000000
0.130203,-1.625507,-1.625507e-06,0.000000
0.130253,-1.627336,-1.627336e-06,0.000000
0.130303,-1.629160,-1.629160e-06,0.000000
0.130353,-1.630981,-1.630981e-06,0.000000
0.130403,-1.632797,-1.632797e-06,0.000000
0.130453,-1.634609,-1.634609e-06,0.000000
0.130503,-1.636417,-1.636417e-06,0.000000
0.130553,-1.638221,-1.638221e-06,0.000000
0.130603,-1.640022,-1.640022e-06,0.000000
0.130653,-1.641818,-1.641818e-06,0.000000
0.130703,-1.643610,-1.643610e-06,0.000000
0.130753,-1.645398,-1.645398e-06,0.000000
0.130803,-1.647182,-1.647182e-06,0.000000
0.130853,-1.648962,-1.648962e-06,0.000000
0.130903,-1.650737,-1.650737e-06,0.000000
0.130953,-1.652509,-1.652509e-06,0.000000
0.131003,-1.654277,-1.654277e-06,0.000000
0.131053,-1.656040,-1.656040e-06,0.000000
0.131103,-1.657800,-1.657800e-06,0.000000
0.131153,-1.659555,-1.659555e-06,0.000000
0.131203,-1.661307,-1.661307e-06,0.000000
0.131253,-1.663054,-1.663054e-06,0.000000
0.131303,-1.664797,-1.664797e-06,0.000000
0.131353,-1.666536,-1.666536e-06,0.000000
0.131403,-1.668271,-1.668271e-06,0.000000
0.131453,-1.670001,-1.670001e-06,0.000000
0.131503,-1.671728,-1.671728e-06,0.000000
0.131553,-1.673451,-1.673451e-06,0.000000
0.131603,-1.675169,-1.675169e-06,0.000000
0.131653,-1.676883,-1.676883e-06,0.000000
0.131703,-1.678593,-1.678593e-06,0.000000
0.131753,-1.680299,-1.680299e-06,0.000000
0.131803,-1.682001,-1.682001e-06,0.000000
0.131853,-1.683699,-1.683699e-06,0.000000
0.131903,-1.685392,-1.685392e-06,0.000000
0.131953,-1.687082,-1.687082e-06,0.000000
0.132003,-1.688767,-1.688767e-06,0.000000
0.132053,-1.690448,-1.690448e-06,0.000000
0.132103,-1.692125,-1.692125e-06,0.000000
0.132153,-1.693798,-1.693798e-06,0.000000
0.132203,-1.695466,-1.695466e-06,0.000000
0.132253,-1.697130,-1.697130e-06,0.000000
0.132303,-1.698790,-1.698790e-06,0.000000
0.132353,-1.700446,-1.700446e-06,0.000000
0.132403,-1.702098,-1.702098e-06,0.000000
0.132453,-1.703746,-1.703746e-06,0.000000
0.132503,-1.705389,-1.705389e-06,0.000000
0.132553,-1.707028,-1.707028e-06,0.000000
0.132603,-1.708663,-1.708663e-06,0.000000
0.132653,-1.710294,-1.710294e-06,0.000000
0.132703,-1.711920,-1.711920e-06,0.000000
0.132753,-1.713543,-1.713543e-06,0.000000
0.132803,-1.715161,-1.715161e-06,0.000000
0.132853,-1.716774,-1.716774e-06,0.000000
0.132903,-1.718384,-1.718384e-06,0.000000
0.132953,-1.719989,-1.719989e-06,0.000000
0.133003,-1.721590,-1.721590e-06,0.000000
0.133053,-1.723187,-1.723187e-06,0.000000
0.133103,-1.724780,-1.724780e-06,0.000000
0.133153,-1.726368,-1.726368e-06,0.000000
0.133203,-1.727952,-1.727952e-06,0.000000
0.133253,-1.729532,-1.729532e-06,0.000000
0.133303,-1.731108,-1.731108e-06,0.000000
0.133353,-1.732679,-1.732679e-06,0.000000
0.133403,-1.734246,-1.734246e-06,0.000000
0.133453,-1.735808,-1.735808e-06,0.000000
0.133503,-1.737367,-1.737367e-06,0.000000
0.133553,-1.738921,-1.738921e-06,0.000000
0.133603,-1.740471,-1.740471e-06,0.000000
0.133653,-1.742016,-1.742016e-06,0.000000
0.133703,-1.743558,-1.743558e-06,0.000000
0.133753,-1.745095,-1.745095e-06,0.000000
0.133803,-1.746627,-1.746627e-06,0.000000
0.133853,-1.748156,-1.748156e-06,0.000000
0.133903,-1.749680,-1.749680e-06,0.000000
0.133953,-1.751199,-1.751199e-06,0.000000
0.134003,-1.752715,-1.752715e-06,0.000000
0.134053,-1.754226,-1.754226e-06,0.000000
0.134103,-1.755733,-1.755733e-06,0.000000
0.134153,-1.757235,-1.757235e-06,0.000000
0.134203,-1.758733,-1.758733e-06,0.000000
0.134253,-1.760227,-1.760227e-06,0.000000
0.134303,-1.761716,-1.761716e-06,0.000000
0.134353,-1.763201,-1.763201e-06,0.000000
0.134403,-1.764682,-1.764682e-06,0.000000
0.134453,-1.766158,-1.766158e-06,0.000000
0.134503,-1.767630,-1.767630e-06,0.000000
0.134553,-1.769098,-1.769098e-06,0.000000
0.134603,-1.770561,-1.770561e-06,0.000000
0.134653,-1.772020,-1.772020e-06,0.000000
0.134703,-1.773474,-1.773474e-06,0.000000
0.134753,-1.774924,-1.774924e-06,0.000000
0.134803,-1.776370,-1.776370e-06,0.000000
0.134853,-1.777812,-1.777812e-06,0.000000
0.134903,-1.779249,-1.779249e-06,0.000000
0.134953,-1.780681,-1.780681e-06,0.000000
0.135003,-1.782109,-1.782109e-06,0.000000
0.135053,-1.783533,-1.783533e-06,0.000000
0.135103,-1.784952,-1.784952e-06,0.000000
0.135153,-1.786367,-1.786367e-06,0.000000
0.135203,-1.787778,-1.787778e-06,0.000000
0.135253,-1.789184,-1.789184e-06,0.000000
0.135303,-1.790586,-1.790586e-06,0.000000
0.135353,-1.791983,-1.791983e-06,0.000000
0.135403,-1.793376,-1.793376e-06,0.000000
0.135453,-1.794765,-1.794765e-06,0.000000
0.135503,-1.796149,-1.796149e-06,0.000000
0.135553,-1.797528,-1.797528e-06,0.000000
0.135603,-1.798904,-1.798904e-06,0.000000
0.135653,-1.800274,-1.800274e-06,0.000000
0.135703,-1.801641,-1.801641e-06,0.000000
0.135753,-1.803003,-1.803003e-06,0.000000
0.135803,-1.804360,-1.804360e-06,0.000000
0.135853,-1.805713,-1.805713e-06,0.000000
0.135903,-1.807061,-1.807061e-06,0.000000
0.135953,-1.808405,-1.808405e-06,0.000000
0.136003,-1.809745,-1.809745e-06,0.000000
0.136053,-1.811080,-1.811080e-06,0.000000
0.136103,-1.812411,-1.812411e-06,0.000000
0.136153,-1.813737,-1.813737e-06,0.000000
0.136203,-1.815059,-1.815059e-06,0.000000
0.136253,-1.816376,-1.816376e-06,0.000000
0.136303,-1.817689,-1.817689e-06,0.000000
0.136353,-1.818997,-1.818997e-06,0.000000
0.136403,-1.820301,-1.820301e-06,0.000000
0.136453,-1.821600,-1.821600e-06,0.000000
0.136503,-1.822895,-1.822895e-06,0.000000
0.136553,-1.824185,-1.824185e-06,0.000000
0.136603,-1.825471,-1.825471e-06,0.000000
0.136653,-1.826752,-1.826752e-06,0.000000
0.136703,-1.828029,-1.828029e-06,0.000000
0.136753,-1.829301,-1.829301e-06,0.000000
0.136803,-1.830569,-1.830569e-06,0.000000
0.136853,-1.831832,-1.831832e-06,0.000000
0.136903,-1.833091,-1.833091e-06,0.000000
0.136953,-1.834345,-1.834345e-06,0.000000
0.137003,-1.835595,-1.835595e-06,0.000000
0.137053,-1.836840,-1.836840e-06,0.000000
0.137103,-1.838080,-1.838080e-06,0.000000
0.137153,-1.839317,-1.839317e-06,0.000000
0.137203,-1.840548,-1.840548e-06,0.000000
0.137253,-1.841775,-1.841775e-06,0.000000
0.137303,-1.842997,-1.842997e-06,0.000000
0.137353,-1.844215,-1.844215e-06,0.000000
0.137403,-1.845429,-1.845429e-06,0.000000
0.137453,-1.846637,-1.846637e-06,0.000000
0.137503,-1.847842,-1.847842e-06,0.000000
0.137553,-1.849041,-1.849041e-06,0.000000
